id,target,gold_source,top_10_sources,llm_selected_sources,reranker_reasoning,gold_rank,status,condition
167,Monetary Policy,Drug Treatment,"['Financial Markets', 'Financial Balance', 'Financial Equilibrium', 'Principle of Financial Balance', 'Buy and Sell', 'money', 'Currency Loss', 'poverty', 'Conservation of Water Flow', 'Investors']","['Conservation of Water Flow', 'Buy and Sell', 'Investors']","To select the best analogous source concepts for Monetary Policy, we need to analyze the properties and description of the target concept and review each candidate source. Monetary Policy is a tool used by the government to manage the economy by controlling interest rates or money supply. The best analogies will be those that have a strong structural/functional correspondence with Monetary Policy and are from different domains.

After reviewing the candidate sources, we can see that Financial Markets, Financial Balance, and Financial Equilibrium are all closely related to Monetary Policy, but they are not the best analogies because they are from the same domain.

On the other hand, Conservation of Water Flow, Buy and Sell, and Investors are from different domains and have some structural/functional correspondence with Monetary Policy. Conservation of Water Flow can be seen as analogous to Monetary Policy in the sense that both involve managing the flow of a resource (water or money) to achieve a desired outcome. Buy and Sell can be seen as analogous to Monetary Policy in the sense that both involve making decisions about the allocation of resources (goods or money). Investors can be seen as analogous to Monetary Policy in the sense that both involve making decisions about the allocation of financial resources.

Therefore, the top 3 selected candidates are Conservation of Water Flow, Buy and Sell, and Investors.",-1,success,name_props_desc
168,Stock Market,Horse Racing,"['Financial Markets', 'Investors', 'Buy and Sell', 'Financial Balance', 'money', 'business', 'competition', 'Financial Equilibrium', 'Supply Chain', 'Principle of Financial Balance']","['Supply Chain', 'competition', 'Financial Equilibrium']","To select the best analogous source concepts for the target concept ""Stock Market"", we need to analyze the properties and description of the target concept and review each candidate source. The target concept has properties such as stock, index, and fluctuation, and it serves as a platform for buying and selling stocks. 

We are looking for source concepts that are familiar, have strong structural/functional correspondence with the target concept, and are from different domains (far-field analogies). 

Based on these criteria, we can eliminate some candidates that are too similar or too specific, such as ""Financial Markets"", ""Investors"", and ""Financial Balance"", as they are all closely related to the stock market. 

We can also eliminate ""Buy and Sell"" as it is a documentary film and not a concept that can be used as an analogy. 

""Money"" and ""Business"" are too general and do not have a strong structural/functional correspondence with the stock market. 

""Competition"" is a relevant concept, but it is not a direct analogy for the stock market. 

""Financial Equilibrium"" and ""Principle of Financial Balance"" are related to finance, but they are too specific and do not have a strong structural/functional correspondence with the stock market. 

""Supply Chain"" is a concept from a different domain that has a similar structure and function to the stock market, as it involves the transformation of raw materials into finished products and the transportation of these products to end consumers. 

Therefore, the top 3 selected candidates are ""Supply Chain"", ""Competition"", and ""Financial Equilibrium"".",-1,success,name_props_desc
169,Asset Pricing,Music,"['Financial Markets', 'Investors', 'Financial Equilibrium', 'Principle of Financial Balance', 'Financial Balance', 'The Law of Means', 'money', 'Competition', 'Insurance Contract', 'Buy and Sell']","['Financial Markets', 'Financial Equilibrium', 'Investors']","To select the best analogous source concepts for the target concept ""Asset Pricing"", we need to analyze the properties and descriptions of each candidate source. Asset pricing is a crucial component of financial economics that revolves around the formal treatment and development of pricing principles to determine the required rate of return on investment. The top 3 selected candidates should have strong structural/functional correspondence with asset pricing, be familiar, and help explain the unfamiliar target.

After reviewing each candidate source, we can see that ""Financial Markets"", ""Financial Equilibrium"", and ""Investors"" have the most relevant properties and descriptions that align with asset pricing. Financial markets serve as a platform for people to buy and sell financial securities and derivatives, which is closely related to asset pricing. Financial equilibrium is the study of the interrelation of financial variables such as interest rates, exchange rates, and share prices, which is also relevant to asset pricing. Investors are individuals who allocate their financial capital with the intention of earning profits or an advantage in return, which is a key aspect of asset pricing.",-1,success,name_props_desc
170,Option Pricing Model,Insurance Contract,"['Financial Markets', 'Investors', 'Insurance Contract', 'Taylor Expansion', 'Financial Equilibrium', 'Competition', 'Principle of Financial Balance', 'The Law of Means', 'Financial Balance', 'Buy and Sell']","['Taylor Expansion', 'Competition', 'Principle of Financial Balance']","To find the best analogous source concepts for the Option Pricing Model, we need to analyze the properties and descriptions of the target concept and the candidate sources. The Option Pricing Model is a financial tool that values options using a lattice-based approach, taking into account properties such as strike price and implied volatility.

We are looking for sources that are familiar, have a strong structural or functional correspondence with the target, and are from different domains (far-field analogies). Based on these criteria, we can evaluate the candidate sources.

Financial Markets and Investors are closely related to the Option Pricing Model, but they may not provide a strong analogy since they are from the same domain. Insurance Contract and Financial Equilibrium may provide some insights, but they are still from the same domain.

On the other hand, Taylor Expansion, a mathematical technique, provides a strong analogy with the Option Pricing Model, as both involve numerical methods and lattice-based approaches. Competition, a concept from a different domain, can also provide an interesting analogy, as it involves rivalry and decision-making under uncertainty. Principle of Financial Balance, a fundamental concept in financial accounting, can also provide a useful analogy, as it involves ensuring accuracy and consistency in financial statements.",-1,success,name_props_desc
171,Portfolio,Cooking,"['Investors', 'Principle of Financial Balance', 'Financial Markets', 'Financial Balance', 'company', 'career', 'Financial Equilibrium', 'Drawing', 'line', 'money']","['Financial Markets', 'Investors', 'Financial Balance']","To find the best analogous source concepts for the target concept ""Portfolio"", we need to analyze the properties and description of the target concept and compare them with the properties and descriptions of the candidate source concepts.

The target concept ""Portfolio"" has properties such as ""stock"", ""combination"", and ""Sharpe ratio"", and its description mentions a combination of stocks, bonds, and other assets that an investor holds in their investment account. The primary goal of creating a portfolio is to maximize returns while minimizing risk.

Based on this analysis, we can identify the following candidate source concepts that have strong structural/functional correspondence with the target concept:

* ""Financial Markets"" has properties such as ""Investment decision"", ""investment risk"", ""money"", and ""stock price"", which are all related to the concept of a portfolio.
* ""Investors"" has properties such as ""income"", ""invest"", and ""multiple stocks"", which are also related to the concept of a portfolio.
* ""Financial Balance"" has properties such as ""break even"", ""funds"", and ""the macro"", which are related to the concept of managing financial resources and achieving a balance between assets and liabilities.

These three candidate source concepts are from different domains, with ""Financial Markets"" being a platform for buying and selling financial securities, ""Investors"" being individuals who allocate their financial capital, and ""Financial Balance"" being a summary of an individual or organization's financial balances.

Therefore, these three candidate source concepts would make the best analogies for the target concept ""Portfolio"".",-1,success,name_props_desc
172,Marketing,War,"['Supply Chain', 'company', 'Financial Markets', 'Competition', 'competition', 'Buy and Sell', 'business', 'Drawing', 'Prospecting', 'Manual']","['Supply Chain', 'Financial Markets', 'Prospecting']","To select the best analogous source concepts for the target concept ""Marketing"", we need to analyze the properties and descriptions of each candidate source. We are looking for sources that have strong structural/functional correspondence with marketing, are familiar, and can help explain the unfamiliar target. We also prefer sources from different domains (far-field analogies).

After reviewing the candidates, we can see that ""Supply Chain"", ""Financial Markets"", and ""Prospecting"" have some similarities with marketing in terms of their properties and descriptions. ""Supply Chain"" involves the transformation of raw materials into finished products, which is similar to marketing's focus on delivering value to meet the needs of a target audience. ""Financial Markets"" involves buying and selling financial securities, which is similar to marketing's focus on sales and revenue. ""Prospecting"" involves searching for valuable resources, which is similar to marketing's focus on identifying and targeting potential customers.

On the other hand, ""company"", ""business"", and ""Buy and Sell"" are too similar to marketing and do not provide a far-field analogy. ""Drawing"" and ""Manual"" are unrelated to marketing and do not provide a useful analogy. ""Competition"" is a related concept, but it is too narrow and does not provide a comprehensive analogy for marketing.",-1,success,name_props_desc
173,Economics,Sailing,"['Financial Markets', 'Financial Equilibrium', 'Buy and Sell', 'business', 'money', 'Supply Chain', 'Financial Balance', 'The Real World', 'Circular Economy', 'society']","['Financial Markets', 'Supply Chain', 'Circular Economy']","To select the best analogous source concepts for the target concept of Economics, we need to analyze the properties and descriptions of each candidate source. Economics is a social science that focuses on understanding the behavior and interactions of economic agents, such as individuals, businesses, and governments. It involves the production, distribution, and consumption of goods and services. Therefore, we should look for source concepts that have similar properties and descriptions.

After reviewing the candidate sources, we can eliminate ""The Real World"" and ""Buy and Sell"" because they are not directly related to economic concepts. ""The Real World"" is a reality TV show, and ""Buy and Sell"" is a documentary film.

We can also eliminate ""society"" because, although it is related to economics, it is too broad and does not provide a specific analogy.

The remaining candidates are all related to economic concepts, but we need to select the top 3 that would make the best analogies for the target concept of Economics.

Financial Markets is a good analogy because it is a platform for buying and selling financial securities, which is a key aspect of economics.

Supply Chain is another good analogy because it involves the transformation of raw materials into finished products, which is a key process in economics.

Circular Economy is also a good analogy because it is an innovative model of production and consumption that aims to tackle global challenges, which is a key aspect of economics.

Therefore, the top 3 selected candidates are Financial Markets, Supply Chain, and Circular Economy.",-1,success,name_props_desc
174,Business cycle,day and night cycle,"['Buy and Sell', 'Circular Economy', 'business', 'Supply Chain', 'career', 'money', 'Financial Balance', 'day and night cycle', 'Machines', 'Financial Equilibrium']","['day and night cycle', 'Circular Economy', 'Financial Balance']","To select the best analogous source concepts for the target concept ""Business cycle"", we need to analyze the properties and description of the target concept and review each candidate source. The business cycle is a phenomenon marked by alternating periods of expansion, recession, and recovery in the economy. We are looking for source concepts that have similar structural or functional correspondence and are from different domains.

After reviewing the candidate sources, we can eliminate ""Buy and Sell"", ""business"", ""money"", and ""career"" as they are too closely related to the target concept and do not provide a far-field analogy. We can also eliminate ""Machines"" as it does not have any clear structural or functional correspondence to the business cycle.

The remaining candidates are ""Circular Economy"", ""Supply Chain"", ""Financial Balance"", ""day and night cycle"", and ""Financial Equilibrium"". Among these, ""Circular Economy"" and ""Supply Chain"" have some similarities with the business cycle, but they are still closely related to the economic domain.

The ""day and night cycle"" is an interesting candidate as it has a similar cyclical pattern to the business cycle, with alternating periods of expansion (day) and contraction (night). This analogy can help explain the unfamiliar target concept in a more relatable way.

""Financial Balance"" and ""Financial Equilibrium"" are also relevant candidates, but they are more related to the financial aspect of the business cycle rather than the cyclical pattern itself.

Therefore, our top 3 selected candidates are ""day and night cycle"", ""Circular Economy"", and ""Financial Balance"".",1,success,name_props_desc
175,Earth's Plate Movement,A Puzzle,"['planet', 'Population Movement', 'Seismic Imaging', 'object slides', 'A Pinball Game', 'Greenhouses', 'Friction', 'pendulum motion', 'Water Wave Propagation', 'Dust Storm']","['A Pinball Game', 'pendulum motion', 'Water Wave Propagation']","To select the best analogous source concepts for Earth's Plate Movement, we need to analyze the properties and descriptions of the target concept and the candidate sources. Earth's Plate Movement involves the slow movement of tectonic plates in the Earth's lithosphere, resulting in earthquakes and volcanic eruptions. We are looking for sources that have similar structural or functional correspondence, are familiar, and can help explain the unfamiliar target concept.

After reviewing the candidate sources, we can eliminate those that do not have a clear connection to the movement of objects or surfaces. Population Movement, while involving movement, is not related to the physical movement of objects. Seismic Imaging is a technique used to study earthquakes, but it is not an analogous source concept. Object slides, Greenhouses, and Dust Storm do not have a clear connection to the movement of objects or surfaces.

The selected sources are:

1. A Pinball Game: This source concept involves the movement of marbles on a table, which can be analogous to the movement of tectonic plates. The collision force and marble density properties can be compared to the forces that drive plate movement.
2. pendulum motion: This source concept involves the swinging motion of a pendulum, which can be analogous to the slow movement of tectonic plates. The amplitude and pendulum period properties can be compared to the distance and time scales of plate movement.
3. Water Wave Propagation: This source concept involves the movement of water waves, which can be analogous to the movement of tectonic plates. The falling stone and water properties can be compared to the forces that drive plate movement.

These sources are from different domains (physics, games, and water dynamics) and can help explain the unfamiliar target concept of Earth's Plate Movement.",-1,success,name_props_desc
176,Earth's Atmosphere,Greenhouses,"['planet', 'universe', 'Greenhouse', 'gas molecules', 'Greenhouses', 'Skin System', 'Dust Storm', 'air filter', 'Human Body', 'atom']","['Greenhouse', 'Greenhouses', 'Skin System']","To select the best analogous source concepts for the Earth's Atmosphere, we need to analyze the properties and description of the target concept and each candidate source. The Earth's Atmosphere is a layer of gases that protects life on Earth, regulates temperature, and filters radiation. We are looking for source concepts that have similar structural or functional properties.

After reviewing the candidate sources, we can eliminate those that do not have a clear connection to the Earth's Atmosphere, such as the planet, universe, Dust Storm, and atom. The remaining candidates have some properties that are similar to the Earth's Atmosphere, such as the Greenhouse, Greenhouses, and air filter, which all relate to regulating temperature or filtering impurities.

However, the best analogies are those that have a strong structural or functional correspondence between the source and target. In this case, the Greenhouse and Greenhouses are the most suitable candidates because they both trap heat and regulate temperature, similar to the Earth's Atmosphere. The Skin System is also a good candidate because it protects the human body from external factors, similar to how the Earth's Atmosphere protects life on Earth.",1,success,name_props_desc
177,Volcanic Eruption,Soda,"['Burning Energy', 'Spread of Fire', 'Dust Storm', 'Seismic Imaging', 'Evolution', 'tidal phenomena', 'Circuit Malfunction', 'Power Generation', 'Vortex', 'Program Error']","['Spread of Fire', 'Dust Storm', 'Vortex']","To select the best analogous source concepts for the target concept ""Volcanic Eruption"", we need to analyze the properties and description of the target concept and review each candidate source. The target concept involves the release of molten rock, ash, and gases from a vent, which is a powerful and spectacular event. We are looking for source concepts that are familiar, have strong structural/functional correspondence with the target concept, and are from different domains (far-field analogies).

After reviewing the candidate sources, we can eliminate ""Evolution"", ""Seismic Imaging"", ""Program Error"", and ""Circuit Malfunction"" as they do not have a clear connection to the target concept. ""Power Generation"" and ""Burning Energy"" are related to energy, but they do not have the same level of structural/functional correspondence with the target concept.

The top 3 selected candidates are:

* ""Spread of Fire"" because it involves a rapid oxidation process, similar to the rapid release of molten rock and ash in a volcanic eruption.
* ""Dust Storm"" because it involves the rapid movement of particles, similar to the rapid release of ash and gases in a volcanic eruption.
* ""Vortex"" because it involves a swirling motion, similar to the swirling motion of molten rock and ash in a volcanic eruption.",-1,success,name_props_desc
178,Atmosphere,Greenhouse,"['planet', 'universe', 'Greenhouse', 'Houses', 'gas molecules', 'Ecosystem', 'life', 'ecosystem', 'Drama', 'Dust Storm']","['Greenhouse', 'Ecosystem', 'gas molecules']","The target concept is ""Atmosphere"", which is a layer of gases surrounding a planetary body. To find the best analogous source concepts, we need to look for candidates that have similar properties or functions. We prefer sources that are from different domains (far-field analogies) and have a strong structural/functional correspondence with the target.

After reviewing the candidates, we can see that ""Greenhouse"" has a similar function of trapping heat and providing a controlled environment, which is similar to the atmosphere's function of protecting the planet and its organisms from harmful cosmic rays and solar wind. ""Ecosystem"" has a similar property of being a complex network of biological species and their surrounding physical environment, which is similar to the atmosphere's property of being a layer of gases surrounding a planetary body. ""Gas molecules"" has a similar property of being an essential part of the four fundamental states of matter, which is similar to the atmosphere's property of being a layer of gases.",1,success,name_props_desc
179,Glacier,Ice Cream,"['Ice Cream', 'The Great Wall', 'River', 'Greenhouses', 'Greenhouse', 'object slides', 'Cookie Making', 'Great Wall', 'Spring', 'The Helix Bridge']","['River', 'object slides', 'Spring']","To find the best analogous source concepts for the target concept ""Glacier"", we need to analyze the properties and description of the glacier and compare them with the properties and descriptions of the candidate sources.

A glacier is a dense body of ice that constantly moves under its own weight, forming over many years from the accumulation of snow exceeding its ablation. It has unique features like crevasses.

Based on this analysis, we can select the top 3 candidates that would make the best analogies for the target concept ""Glacier"".",-1,success,name_props_desc
180,Tide,lift,"['tidal phenomena', 'day and night cycle', 'Time Machine', 'Water Wave Propagation', 'Sailing', 'Wave Propagation', 'Fishing', 'Vortex', 'pendulum motion', 'line']","['day and night cycle', 'pendulum motion', 'Water Wave Propagation']","The target concept ""Tide"" has properties related to the ocean, Moon, and the ebb and flow of sea levels. To find the best analogous source concepts, we need to look for candidates that have similar structural or functional correspondences. We prefer sources from different domains (far-field analogies) that can help explain the unfamiliar target concept.

After reviewing the candidates, we can see that ""day and night cycle"" and ""pendulum motion"" have similar properties related to periodic movements and gravitational forces. ""Water Wave Propagation"" also has a strong connection to the ocean and wave movements, which is relevant to the target concept.",-1,success,name_props_desc
181,Active faults,the skeletal system,"['Circuit Malfunction', 'object slides', 'Friction', 'Factory System', 'Seismic Imaging', 'air circulation ducts', 'Program Error', 'Archery', 'Vehicle Traffic', 'Spread of Fire']","['Circuit Malfunction', 'Friction', 'Program Error']","To select the best analogous source concepts for the target concept ""Active faults"", we need to analyze the properties and description of the target concept and review each candidate source. The target concept ""Active faults"" has properties such as plate, fault, move, and fracture, and is related to geological hazards that have the potential to cause earthquakes.

Based on the selection criteria, we prefer sources that are familiar, have strong structural/functional correspondence with the target, and are from different domains (far-field analogies). With these criteria in mind, we can evaluate each candidate source.

- Circuit Malfunction: This source has a property ""Fault"" which corresponds to the target concept, but it is from a different domain (electric circuits). The analogy is that just as a circuit malfunction can occur due to a fault in the circuit, an active fault can cause an earthquake due to a movement or fracture in the Earth's crust.
- Seismic Imaging: This source is closely related to the target concept, as it uses seismic waves to create an image of the subsurface of the earth. However, it may not be the best analogy as it is from the same domain as the target concept.
- Friction: This source has a property ""Friction"" which corresponds to the movement or fracture in the target concept. The analogy is that just as friction can cause heat and resistance between surfaces, the movement or fracture in an active fault can cause an earthquake.

After reviewing all the candidate sources, we select the top 3 sources that make the best analogies for the target concept ""Active faults"".",-1,success,name_props_desc
182,Active Fault,Spring,"['Circuit Malfunction', 'Seismic Imaging', 'Friction', 'Program Error', 'Factory System', 'Dust Storm', 'Vehicle Traffic', 'object slides', 'Building Repair', 'A Pinball Game']","['Circuit Malfunction', 'Friction', 'Dust Storm']","To select the best analogous source concepts for the target concept ""Active Fault"", we need to analyze the properties and description of the target concept and review each candidate source. The target concept ""Active Fault"" has properties such as displacement and earthquake, and it refers to a fault that has experienced movement or seismic activity within the last 10,000 years and is likely to cause another earthquake in the future.

Based on the selection criteria, we prefer sources that are from different domains (far-field analogies) and have strong structural/functional correspondence between the source and target. We also prefer sources that are familiar and help explain the unfamiliar target.

After reviewing each candidate source, we select the top 3 candidates that would make the best analogies for the target concept ""Active Fault"".",-1,success,name_props_desc
183,Geological folds,wrinkles,"['Origami', 'Blankets', 'wrinkles', 'Spring', 'object slides', 'Prospecting', 'tidal phenomena', 'Seismic Imaging', 'forest', 'Friction']","['Origami', 'wrinkles', 'tidal phenomena']","To select the best analogous source concepts for geological folds, we need to analyze the properties and description of the target concept and review each candidate source. The target concept, geological folds, involves the bending or curving of originally flat rock surfaces during permanent deformation. We are looking for source concepts that are familiar, have strong structural or functional correspondence with geological folds, and are from different domains (far-field analogies).",2,success,name_props_desc
184,Volcano,Car,"['Burning Energy', 'Vortex', 'Evolution', 'Power Generation', 'Circuit Malfunction', 'Dust Storm', 'Dominoes', 'The Helix Bridge', 'Ice Cream', 'Car']","['Dust Storm', 'Power Generation', 'Burning Energy']","To find the best analogous source concepts for the target concept ""Volcano"", we need to analyze the properties and description of the volcano and compare them with the properties and descriptions of the candidate sources. A volcano is a geological formation that occurs due to the rupture of the Earth's crust, allowing molten magma, volcanic ash, and gases to escape from the Earth's mantle.

The key properties of a volcano include a crater, magma, and volcanic eruption. With these properties in mind, we can review each candidate source and its information to find the best analogies.

The first selected source is ""Dust Storm"". A dust storm is a meteorological phenomenon that occurs when strong winds blow loose dirt and sand particles from a dry surface, causing poor visibility and destruction. The properties of a dust storm, such as building and destroying, have a strong structural correspondence with the properties of a volcano, such as the crater and volcanic eruption.

The second selected source is ""Power Generation"". Power generation is the process of transforming other forms of energy into electrical energy, typically executed in power stations or power plants. The properties of power generation, such as fuel burning and electrical energy, have a strong functional correspondence with the properties of a volcano, such as magma and volcanic eruption.

The third selected source is ""Burning Energy"". Burning energy is the chemical energy that we derive from our food to fuel our metabolism and muscular activity. The properties of burning energy, such as combustion and energy, have a strong structural correspondence with the properties of a volcano, such as magma and volcanic eruption.",-1,success,name_props_desc
185,Rock Metamorphosis,Baking,"['Evolution', 'Prospecting', 'Healing', 'Biological Evolution', 'Urban Evolution', 'bacterial mutation', 'Human Body', 'Mirrors', 'day and night cycle', 'Leaping Over Barriers']","['Evolution', 'Urban Evolution', 'Healing']","To find the best analogous source concepts for ""Rock Metamorphosis,"" we need to consider the properties and description provided. Although ""Rock Metamorphosis"" refers to a music album rather than a geological process, the term itself suggests transformation or change, akin to the geological process where rocks undergo metamorphosis due to high temperature and pressure. Thus, we're looking for concepts that involve transformation, change, or evolution over time.

1. **Evolution**: This concept fits well because it involves the transformation of organisms over generations, which parallels the idea of transformation in ""Rock Metamorphosis."" However, it's more closely related to biological systems.

2. **Biological Evolution**: Similar to evolution, biological evolution focuses on the gradual changes in species over time, which aligns with the transformation theme. It offers a strong analogy but is also within the biological domain.

3. **Urban Evolution**: This concept applies the idea of evolution to urban development, showing how cities transform over time due to various factors. It offers a different domain (urban planning) and maintains the theme of transformation.

4. **Healing**: Healing involves the transformation of an organism from a state of injury or illness to health, which can be seen as a form of metamorphosis. However, it's more specific to biological organisms.

5. **Bacterial Mutation**: This involves the transformation of bacteria through genetic changes, which is a form of evolution. It's specific to microbiology but does involve transformation.

Considering the need for diversity in domains and the strength of analogy, the top three selected sources should offer a balance between familiarity, the strength of analogy, and domain diversity.",-1,success,name_props_desc
186,Geological Formation,Origami,"['forest', 'Buildings', 'Archeology', 'Building Structure', 'Evolution', 'ecosystem', 'Prospecting', 'Biological Evolution', 'Factory System', 'Great Wall']","['Buildings', 'Building Structure', 'Factory System']","To find the best analogous source concepts for the target concept ""Geological Formation"", we need to analyze the properties and description of the target concept and compare them with the properties and descriptions of the candidate source concepts.

The target concept ""Geological Formation"" has properties such as rock formation, wrinkle, and fault, and is described as a distinct body of rock that displays identifiable physical characteristics and occupies a specific position in a region's stratigraphic column.

Based on this analysis, we can identify the following candidate source concepts that have strong structural/functional correspondence with the target concept:

* Buildings: This concept has properties such as building materials, building structure, and supporting structure, which are similar to the properties of geological formations. Additionally, buildings are structures that are built to last and come in a variety of shapes, sizes, and functions, similar to geological formations.
* Building Structure: This concept has properties such as architecture, connector, frame, and supporting structure, which are similar to the properties of geological formations. Additionally, building structures provide support and stability to buildings, similar to how geological formations provide support and stability to the Earth's surface.
* Factory System: This concept may seem unrelated to geological formations at first, but it has properties such as factory, product, and transmission line, which can be analogous to the processes that shape geological formations. Additionally, factories are systems that transform raw materials into products, similar to how geological processes shape the Earth's surface.

These three candidate source concepts are from different domains (architecture, engineering, and manufacturing) and have strong structural/functional correspondence with the target concept, making them good analogies for explaining the unfamiliar target concept.",-1,success,name_props_desc
187,Deposit Formation,Cookie Making,"['Financial Balance', 'Principle of Financial Balance', 'File Cabinet', 'Financial Equilibrium', 'Dust Storm', 'Disassembly', 'sponge', 'object slides', 'Ledger', 'Insurance Contract']","['Dust Storm', 'sponge', 'File Cabinet']","To select the best analogous source concepts for the target concept ""Deposit Formation"", we need to analyze the properties and description of the target concept and review each candidate source. The target concept refers to the unwanted accumulation of substances on surfaces, hindering performance. We are looking for source concepts that are familiar, have strong structural/functional correspondence, and are from different domains.

After reviewing the candidate sources, we can eliminate those that are not relevant to the concept of accumulation or deposition. Financial Balance, Principle of Financial Balance, Financial Equilibrium, Ledger, and Insurance Contract are all related to finance and accounting, which is not directly related to the target concept. File Cabinet and object slides are related to storage and organization, but not to accumulation or deposition. Disassembly is a process of reverse-engineering or modifying software, which is not relevant to the target concept.

The top 3 selected candidates are:

1. Dust Storm: A dust storm is a meteorological phenomenon that involves the accumulation of dust and sand particles in the air, which can be compared to the accumulation of substances on surfaces in the target concept.
2. sponge: A sponge is an aquatic creature that has a body full of channels and pores, allowing water to circulate through it. This can be compared to the accumulation of substances on surfaces, where the substances can accumulate and hinder performance.

Since we need 3 candidates, we will choose a third one that, although is not as strongly related as the first two, can provide a useful analogy.

3. File Cabinet: Although not directly related to accumulation or deposition, a file cabinet can be seen as a system where documents accumulate and are organized, which can be compared to the accumulation of substances on surfaces.",-1,success,name_props_desc
188,Empire,Tree,"['Feudal Dynasties', 'Ancient Rome', 'Ancient Western Asia', 'Great Wall', 'Ancient Greece', 'The Great Wall', 'Dominoes', 'Foundation Series', 'War', 'The American War of Independence']","['Ancient Rome', 'Feudal Dynasties', 'Foundation Series']","To select the best analogous source concepts for the target concept ""Empire"", we need to analyze the properties and descriptions of each candidate source. An empire is a dominant political unit that comprises several territories and peoples, formed through conquest, and divided into a dominant centre and subordinate peripheries. We are looking for sources that have strong structural/functional correspondence with the target concept and are from different domains (far-field analogies).",-1,success,name_props_desc
189,American Congressional System,Democratic Centralism in China,"['Australian Parliamentary System', 'Mexican Political System', 'American Presidential System', 'Constitution of 1787', 'The Constitution of 1787', 'Chinese Political System', 'Democracy', 'nation', 'The American War of Independence', 'Democratic Centralism in China']","['Australian Parliamentary System', 'Mexican Political System', 'American Presidential System']","To select the best analogous source concepts for the American Congressional System, we need to analyze the target concept and its properties, and then review each candidate source and its information. The American Congressional System is a presidential, or single executive system, which is a form of government where the head of government is usually referred to as the president and is responsible for the executive branch.

Based on the selection criteria, we prefer sources that are from different domains (far-field analogies) and have strong structural/functional correspondence between the source and target. We also want the source concept to be familiar and help explain the unfamiliar target.

With these criteria in mind, we can evaluate the candidate sources. The Australian Parliamentary System is a good candidate because it is a form of democratic governance that is different from the American Congressional System, but still has similar properties such as a House of Representatives and a senate. The Mexican Political System is also a good candidate because it is a federal presidential representative democratic republic, which is similar to the American Congressional System, but has some key differences.

The Chinese Political System is not a good candidate because it is a socialist republic with a one-party dictatorship, which is very different from the American Congressional System. The Constitution of 1787 is also not a good candidate because it is a fundamental document establishing the American federal system of government, but it is not a system of government itself.

Democracy is too broad of a concept to be a good candidate, and nation is not a system of government. The American War of Independence is a historical event, not a system of government. Democratic Centralism in China is a political ideology, not a system of government.",-1,success,name_props_desc
190,British Parliamentary System,Australian Parliamentary System,"['Australian Parliamentary System', 'British Government System', 'American Presidential System', 'Mexican Political System', 'Chinese Political System', 'French Presidential System', 'government', 'The Constitution of 1787', 'French presidential system', 'Constitution of 1787']","['American Presidential System', 'Mexican Political System', 'French Presidential System']","To select the best analogous source concepts for the British Parliamentary System, we need to analyze the properties and description of the target concept and compare them with the candidate sources. The British Parliamentary System has properties such as Congress, prime minister, House of Commons, and House of Lords, and it is a type of parliamentary government that originated in England.

We can eliminate the British Government System as it is too similar to the target concept and may not provide a useful analogy. We can also eliminate the government concept as it is too general and does not provide a specific system to compare with.

The Australian Parliamentary System is a good candidate as it shares similar properties with the British Parliamentary System, such as a prime minister and a parliament. However, it may be too similar and may not provide a far-field analogy.

The American Presidential System, Mexican Political System, Chinese Political System, and French Presidential System are all good candidates as they provide a different perspective on governance and have distinct properties that can be compared with the British Parliamentary System.

The Constitution of 1787 and The Constitution of 1787 are not relevant to the analogy as they are documents that establish a system of government rather than a system of government itself.

Based on the selection criteria, we can select the American Presidential System, Mexican Political System, and French Presidential System as the top 3 candidates for analogy.",-1,success,name_props_desc
191,Russian Political System,Chinese Political System,"['neutral country', 'Chinese Political System', 'French Presidential System', 'American Presidential System', 'Australian Parliamentary System', 'French presidential system', 'Mexican Political System', 'Democratic Centralism in China', 'Feudal Dynasties', 'The French Revolution']","['French Presidential System', 'American Presidential System', 'Mexican Political System']","To select the best analogous source concepts for the Russian Political System, we need to analyze the properties and description of the target concept and review each candidate source. The Russian Political System is a federal semi-presidential republic with a president, federal parliament, and state duma. We are looking for source concepts that are familiar, have strong structural/functional correspondence, and are from different domains (far-field analogies).

The candidates can be evaluated as follows:

- Chinese Political System: This system is a socialist republic with a one-party dictatorship, which is quite different from the Russian system. However, it does have a similar structure with a president and a legislative body.
- French Presidential System: This system is a form of government that places the head of government as the leader of an executive branch separate from the legislative branch. It has some similarities with the Russian system, such as a president and a separate legislative body.
- American Presidential System: This system is similar to the French Presidential System, with a head of government who is also the head of state, leading an executive branch separate from the legislative branch.
- Australian Parliamentary System: This system is a form of democratic governance where the executive branch derives its legitimacy from the support of the legislature. It has some similarities with the Russian system, such as a prime minister and a legislative body.
- Mexican Political System: This system is a federal presidential representative democratic republic, which has some similarities with the Russian system, such as a president and a legislative body.

Based on the analysis, the top 3 selected candidates are:",-1,success,name_props_desc
