id,target,all_gold_sources,num_gold_sources,sub_concepts,generated_analogies,analogy_subconcepts,reasoning,status
182,Active Fault,"[""Spring""]",1,"displacement, earthquake","[""Crack"", ""Seam"", ""Rift"", ""Fracture"", ""Split"", ""Break"", ""Faultline"", ""Tear"", ""Joint"", ""Gap"", ""Crevice"", ""Fissure"", ""Chasm"", ""Rupture"", ""Crackling"", ""Snap"", ""Shift"", ""Slide"", ""Movement"", ""Breakage""]","[""spread, shatter"", ""fraying, tear"", ""rift expansion, volcanic eruption"", ""crack, shatter"", ""separation, rupture"", ""separation, rupture"", ""shift, rupture"", ""stretch, rip"", ""movement, crack"", ""opening, tear"", ""opening, collapse"", ""opening, eruption"", ""separation, landslide"", ""tear, burst"", ""spreading, burst"", ""break, crack"", ""movement, jolt"", ""movement, fall"", ""shift, tremor"", ""crack, shatter""]",,success
183,Geological folds,"[""wrinkles""]",1,"ground, wrinkle, evolution","[""wrinkled fabric"", ""folded paper"", ""bent cardboard"", ""crumpled foil"", ""pleated skirt"", ""rolled dough"", ""curled leaves"", ""accordion folds"", ""bent wire"", ""folded map"", ""wrinkled skin"", ""stacked blankets"", ""folded towel"", ""curved road"", ""bent tree branch"", ""folded origami"", ""pleated curtains"", ""rolled carpet"", ""folded fan"", ""bent ribbon""]","[""fabric, wrinkle, wear and tear"", ""paper, crease, folding process"", ""cardboard, crease, change"", ""foil, crumple, crumpling process"", ""fabric, pleat, design"", ""dough, fold, kneading"", ""stem, curl, growth"", ""fabric, pleat, expansion"", ""wire, bend, shape"", ""paper, crease, unfolding"", ""skin, wrinkle, aging"", ""bed, fold, arrangement"", ""towel, fold, folding process"", ""road surface, curve, route development"", ""trunk, knot, growth"", ""paper, crease, design"", ""fabric, pleat, design"", ""carpet, fold, unrolling"", ""fabric, crease, unfolding"", ""ribbon, bend, unfurl""]",,success
184,Volcano,"[""Car""]",1,"crater, magma, Volcano eruption","[""Fountain"", ""Boiling pot"", ""Pressure cooker"", ""Fireworks"", ""Soda bottle"", ""Steam vent"", ""Geyser"", ""Blowing whistle"", ""Bubbling mud"", ""Hot spring"", ""Volcano cake"", ""Smoke stack"", ""Bubble gum"", ""Popcorn"", ""Kettle"", ""Pressure valve"", ""Lava lamp"", ""Chimney"", ""Steam engine"", ""Molten chocolate""]","[""bowl, water, water spray"", ""lid, boiling liquid, pot boiling over"", ""lid, steam, whistle blow"", ""explosion site, fuel, fireworks display"", ""bottle cap, soda, fizzy explosion"", ""vent opening, steam, steam release"", ""pool, hot water, geyser eruption"", ""mouthpiece, air, blowing"", ""mud pit, bubbling mud, mud explosion"", ""pool, hot water, geyser eruption"", ""bowl, cake mix, oven explosion"", ""chimney, smoke, emission"", ""bubble, gum base, blowing a bubble"", ""bowl, kernels, popping"", ""spout, water, whistle"", ""release point, pressurized fluid, valve blowout"", ""glass container, wax mixture, lava flow"", ""fireplace, smoke, backdraft"", ""boiler, steam, engine explosion"", ""bowl, chocolate, pouring""]",,success
185,Rock Metamorphosis,"[""Baking""]",1,"High temperature and pressure, Proto-rock, metamorphic rock","[""Clay baking"", ""Bread rising"", ""Ice melting"", ""Butter melting"", ""Metal forging"", ""Paper folding"", ""Wood carving"", ""Glass blowing"", ""Cooking egg"", ""Soap molding"", ""Pottery shaping"", ""Chocolate melting"", ""Ice sculpting"", ""Dough kneading"", ""Candle melting"", ""Leaf pressing"", ""Stone polishing"", ""Metal bending"", ""Clay sculpting"", ""Sugar caramelizing""]","[""High heat, Raw clay, Ceramic"", ""yeast fermentation, dough, baked bread"", ""Heat, Ice, Water"", ""Heat, Solid butter, Melted butter"", ""High heat and hammering, Raw metal, Forged metal"", ""Sharp creases, Basic folds, Origami"", ""Sharp tools and skilled hands, Raw wood, Carved sculpture"", ""Furnace heat, Molten glass, Shaped glass"", ""Heat, Raw egg, Scrambled egg"", ""Heat and pressure, Raw soap, Molded soap"", ""Kiln firing, Raw clay, Ceramic"", ""Heat, Cocoa, Melted chocolate"", ""Heat and Chiseling, Ice Block, Sculpted Ice"", ""Kneading force, Dough base, Kneaded dough"", ""Heat from flame, Wax, Melted wax"", ""Heat and pressure, Plant material, Pressed leaf"", ""Friction and heat, Raw stone, Polished stone"", ""Extreme force, Raw metal, reshaped metal"", ""Kiln firing, Raw clay, Ceramic"", ""High heat, Raw sugar, Caramelized sugar""]",,success
186,Geological Formation,"[""Origami""]",1,"rock formation, wrinkle, fault","[""Sandcastle"", ""Tree rings"", ""Wrinkled fabric"", ""Layered cake"", ""Cracked mud"", ""Folded paper"", ""Broken glass"", ""Stacked books"", ""Rippled water"", ""Peeling paint"", ""Brick wall"", ""Iceberg"", ""Mud cracks"", ""Torn cloth"", ""Mountain folds"", ""Puzzle pieces"", ""Dried riverbed"", ""Crumbled cookie"", ""Bent wire"", ""Broken shell""]","[""castle structure, erosion, collapse"", ""growth ring, knot, scar"", ""fabric, wrinkle, tear"", ""cake layers, uneven frosting, broken cake"", ""mud patch, crack, deep crack"", ""folded sheet, crease, tear"", ""shattered pieces, crack, break"", ""book stack, dog-eared page, torn page"", ""water surface, ripple, disturbance"", ""paint layer, crackle, flake"", ""brick pattern, crack, fracture"", ""ice mass, crack, rift"", ""mud patch, crack pattern, large crack"", ""torn area, crease, tear"", ""folded layers, anticline, fracture"", ""puzzle piece, bend, gap"", ""riverbed, meander, tributary"", ""crumbly texture, crack, break"", ""wire shape, kink, break"", ""shell fragments, crack, break""]",,success
187,Deposit Formation,"[""Cookie Making""]",1,"crust, mineral, ore deposit","[""Sandcastle"", ""Snowdrift"", ""Tree rings"", ""Rock pile"", ""Mud layers"", ""Ice cubes"", ""Salt crystals"", ""Pebble beach"", ""Soap scum"", ""Honeycomb"", ""Paint layers"", ""Soap bubbles"", ""Dust bunnies"", ""Coal seams"", ""Leaf litter"", ""Mud cracks"", ""Coral reef"", ""Sand dunes"", ""Clay deposits"", ""Salt flats""]","[""shell, grit, pebbles"", ""drift, ice, avalanche"", ""bark, sap, growth ring"", ""boulder, pebble, gemstone"", ""mud crust, mud mineral, mud layer"", ""frost, impurity, ice chunk"", ""crystal lattice, salt, geode"", ""pebble, rock, gravel bed"", ""scum, dirt, grime"", ""cell wall, nectar, honeycomb cell"", ""primer, pigment, base coat"", ""film, detergent, scum"", ""fluff, lint, clump"", ""seam face, coal, coal deposit"", ""mat, nutrient, humus"", ""crack edge, clay, mud layer"", ""reef framework, coral polyps, reef structure"", ""dune face, sand grain, dune field"", ""clay layer, clay mineral, clay deposit"", ""crust, salt, salt deposit""]",,success
188,Empire,"[""Tree""]",1,"territory, civilization, perish","[""Kingdom"", ""Family"", ""Company"", ""School"", ""Team"", ""Garden"", ""City"", ""Tree"", ""Puzzle"", ""Book"", ""Ocean"", ""Castle"", ""Network"", ""Machine"", ""Farm"", ""Library"", ""Bridge"", ""Hive"", ""Train"", ""Market""]","[""land, people, fall"", ""household, family tree, divorce"", ""department, culture, bankrupt"", ""campus, student body, graduate"", ""field, fans, lose"", ""plot, ecosystem, wither"", ""neighborhood, culture, decline"", ""root system, ecosystem, wither"", ""piece, picture, lost piece"", ""chapter, author, obsolete"", ""basin, ecosystem, dry up"", ""land, kingdom, ruin"", ""node, community, disconnect"", ""circuit, system, malfunction"", ""land, community, wither"", ""shelf, collection, withdrawn"", ""span, foundation, collapse"", ""colony, colony, die off"", ""track, passengers, derail"", ""market share, customer base, go out of business""]",,success
189,American Congressional System,"[""Democratic Centralism in China""]",1,"president, House of Representatives, senate","[""School council"", ""Sports team"", ""Company board"", ""Town meeting"", ""Family decision"", ""Classroom roles"", ""Club officers"", ""Neighborhood committee"", ""Orchestra sections"", ""Football team"", ""Restaurant kitchen"", ""Theater cast"", ""City council"", ""Library staff"", ""Construction crew"", ""Hospital team"", ""Farm operation"", ""Board game"", ""Movie production"", ""Choir group""]","[""council president, student representatives, faculty senate"", ""team captain, starting lineup, coaching staff"", ""CEO, Board of Directors, Executive Committee"", ""moderator, town council, board of selectmen"", ""father, children, grandparents"", ""class president, student council, faculty senate"", ""club president, general members, executive board"", ""committee chair, committee members, committee advisors"", ""conductor, strings, brass"", ""head coach, offense, defense"", ""Head Chef, Line Cooks, Sous Chefs"", ""Director, Chorus, Lead Actors"", ""mayor, city council members, city council committees"", ""librarian, library assistants, department heads"", ""foreman, laborers, supervisors"", ""team leader, nursing staff, medical specialists"", ""Farm Manager, Farm Workers, Advisory Board"", ""game master, player council, rules committee"", ""Director, Production Team, Advisory Board"", ""choir director, alto section, soprano section""]",,success
190,British Parliamentary System,"[""Australian Parliamentary System""]",1,"Congress, prime minister, House of Commons, House of Lords","[""School council"", ""Team meeting"", ""Family dinner"", ""Sports league"", ""Town hall"", ""Board game"", ""Classroom debate"", ""Club committee"", ""Neighborhood watch"", ""Workplace staff"", ""Choir group"", ""City council"", ""Parental committee"", ""Book club"", ""Sports team"", ""Student government"", ""Community meeting"", ""Project team"", ""Festival planning"", ""Debate club""]","[""Student Senate, Student Council President, Student Representatives, Faculty Advisors"", ""Attendees, Team Lead, General Team, Advisory Board"", ""Family Members, Head of the Household, Dining Table, Living Room"", ""League Committee, League Commissioner, General Assembly, Board of Governors"", ""Town Council, Mayor, Town Meeting, Board of Selectmen"", ""Game Board, Game Master, Player Area, Special Power Area"", ""Student Council, Debate Team Captain, Student Body, Faculty Advisors"", ""Club Members, Club President, General Meeting, Executive Board"", ""Neighborhood Association, Block Captain, Community Center, Homeowners Association"", ""Management Team, CEO, Employee Forum, Board of Directors"", ""Choir Committee, Choir Director, Main Choir, Choir Council"", ""City Council, Mayor, City Council Members, City Council Committees"", ""PTA, committee chair, general meeting, executive board"", ""Book Club Members, Club President, General Meeting, Advisory Board"", ""Coaching Staff, Team Captain, Starting Lineup, Bench Players"", ""Student Senate, Student Body President, Student Council, Faculty Advisors"", ""attendees, meeting leader, general audience, organizing committee"", ""Team Members, Project Manager, Development Team, Advisory Board"", ""Organizing Committee, Festival Director, Volunteer Pool, Sponsorship Team"", ""Members, President, General Assembly, Executive Board""]",,success
191,Russian Political System,"[""Chinese Political System""]",1,"president, federal parliament, state duma","[""Company"", ""School"", ""Sports team"", ""Orchestra"", ""Family"", ""Restaurant"", ""City"", ""Theater"", ""Ship"", ""Game"", ""Church"", ""Farm"", ""Library"", ""Hospital"", ""Zoo"", ""Factory"", ""Court"", ""Market"", ""Team"", ""Government (generic)""]","[""CEO, Board of Directors, Executive Team"", ""principal, student council, school board"", ""team captain, coaching staff, player roster"", ""conductor, orchestra, string section"", ""father, family council, household members"", ""Head Chef, Management Team, Kitchen Staff"", ""mayor, city council, municipal assembly"", ""director, orchestra, stage"", ""captain, crew council, deckhands"", ""Game Master, Game Board, Player's Council"", ""pope, college of cardinals, synod"", ""farmer, farmers market, barn"", ""librarian, library board, reading room"", ""hospital administrator, hospital board, nursing staff"", ""zookeeper, zoo administration, animal enclosure"", ""CEO, Board of Directors, Management Team"", ""judge, jury, courtroom"", ""CEO, Board of Directors, Shareholders Meeting"", ""team captain, team management, team council"", ""head of state, legislative branch, lower house""]",,success
192,Spanish Political System,"[""Mexican Political System""]",1,"king, parliament, House of Commons, senate","[""School"", ""Company"", ""Sports team"", ""Family"", ""Orchestra"", ""Restaurant"", ""City council"", ""Board game"", ""Theater"", ""Classroom"", ""Football club"", ""Library"", ""Farm"", ""Hospital"", ""Zoo"", ""Train station"", ""Construction site"", ""Market"", ""Festival"", ""Ship""]","[""principal, student council, classroom, school board"", ""CEO, Board of Directors, Employee Council, Executive Team"", ""team captain, team management, starting lineup, coaching staff"", ""father, family council, living room, parents' bedroom"", ""conductor, orchestra, string section, woodwind section"", ""Head Chef, Management Team, Dining Area, Board of Directors"", ""mayor, city council, city council members, city council committees"", ""Game Master, Game Board, Player Pieces, Rule Book"", ""Director, Audience, Orchestra Pit, Dressing Room"", ""Teacher, Class, Students, School Board"", ""club owner, board of directors, fans, executive committee"", ""librarian, library board, reading room, archive room"", ""farmer, farmers market, barn, orchard"", ""Hospital Administrator, Hospital Board, Nursing Staff, Medical Specialists"", ""zookeeper, zoo administration, primate enclosure, big cat enclosure"", ""Station Master, Station Management, Waiting Area, VIP Lounge"", ""site manager, project team, general laborers, senior engineers"", ""CEO, Board of Directors, Customer Base, Advisory Committee"", ""Headliner, Organizing Committee, General Admission, VIP Section"", ""captain, crew, galley, officers' quarters""]",,success
193,Japanese Government System,"[""British Government System""]",1,"the emperor, cabinet","[""Monarchy"", ""Team"", ""Orchestra"", ""Family"", ""Company"", ""School"", ""Sports"", ""Government"", ""Council"", ""Village"", ""Church"", ""Army"", ""Club"", ""Board"", ""Committee"", ""Classroom"", ""Ship"", ""Orchestra"", ""Family"", ""Teamwork""]","[""king, advisors"", ""Team Captain, Coaching Staff"", ""conductor, orchestra members"", ""father, parents"", ""CEO, Board of Directors"", ""principal, school administration"", ""Team Owner, Coaching Staff"", ""president, cabinet"", ""chairperson, executive committee"", ""village elder, village council"", ""Pope, Vatican Council"", ""Commander-in-Chief, General Staff"", ""club president, executive board"", ""Chairman, Board of Directors"", ""chairperson, committee members"", ""principal, student council"", ""captain, crew"", ""conductor, orchestra members"", ""father, parents"", ""team leader, project team""]",,success
194,Reign of the Pharaohs,"[""Feudal Dynasties""]",1,"pharaoh, royal palace, sacrificial place, high priest, noble","[""Kingdom"", ""Castle"", ""Empire"", ""Monarchy"", ""Dynasty"", ""Palace"", ""Throne"", ""Temple"", ""Court"", ""Crown"", ""Scepter"", ""Nobles"", ""Priesthood"", ""Citadel"", ""Fortress"", ""Sovereign"", ""Regent"", ""Monument"", ""Hieroglyph"", ""Pyramid""]","[""king, castle, altar, bishop, lord"", ""king, castle, chapel, bishop, knight"", ""emperor, imperial palace, temple, chief advisor, vassal"", ""king, palace, temple, bishop, lord"", ""king, castle, temple, bishop, lord"", ""king, throne room, chapel, bishop, lord"", ""king, throne room, altar, bishop, lord"", ""high priest, temple grounds, altar, chief priest, devotee"", ""king, throne room, chapel, chaplain, lord"", ""king, castle, altar, bishop, lord"", ""king, throne, altar, bishop, lord"", ""king, castle, church, bishop, lord"", ""bishop, cathedral, altar, archbishop, deacon"", ""commander, barracks, chapel, chaplain, officer"", ""commander, stronghold, altar, chaplain, officer"", ""monarch, throne, altar, bishop, lord"", ""regent, regent's residence, place of worship, adviser, councilor"", ""architect, building site, memorial, lead designer, patron"", ""scribe, temple, altar, priest, official"", ""architect, construction site, altar, engineer, sponsor""]",,success
195,Pyramids,"[""The Great Wall""]",1,"pyramid, commemorate, worship","[""Mountain"", ""Tent"", ""Castle"", ""Monument"", ""Tower"", ""Cake"", ""Tree"", ""Arrowhead"", ""Steeple"", ""Beacon"", ""Statue"", ""Fortress"", ""Chapel"", ""Lantern"", ""Obelisk"", ""Hill"", ""Altar"", ""Temple"", ""Mound"", ""Beacon""]","[""mountain, honor, revere"", ""tent, gather, revere"", ""castle, honor, revere"", ""monument, honor, revere"", ""tower, honor, revere"", ""cake, celebrate, honor"", ""trunk, dedicate, revere"", ""arrowhead, honor, revere"", ""steeple, honor, revere"", ""tower, signal, guide"", ""monument, honor, revere"", ""stronghold, honor, revere"", ""chapel, honor, pray"", ""lantern, honor, revere"", ""obelisk, honor, revere"", ""hill, honor, revere"", ""altar, honor, revere"", ""temple, honor, pray"", ""mound, honor, revere"", ""tower, signal, guide""]",,success
196,Napoleonic Wars,"[""The War Against Japan""]",1,"Napoleon, French Empire, Anti-French Coalition","[""Schoolyard fight"", ""Sports tournament"", ""Chess game"", ""Family feud"", ""Neighborhood rivalry"", ""Board game"", ""Team competition"", ""Political debate"", ""Dance battle"", ""Business rivalry"", ""Animal pack fight"", ""Card game"", ""Relay race"", ""Cooking contest"", ""Puzzle challenge"", ""Traffic jam"", ""Musical duel"", ""Camping trip"", ""Treasure hunt"", ""Storytelling contest""]","[""bully, gang, opposing gang"", ""Star Player, Home Team, Away Team"", ""King, Controlling player, Opponent"", ""Patriarch, Family, Rival Family"", ""Troublemaker, Local gang, Neighborhood watch"", ""Game Master, Game Board, Opponent Players"", ""Team Captain, Home Team, Away Team"", ""Moderator, Majority Party, Opposition Party"", ""Lead Dancer, Dance Crew, Opposing Dance Crew"", ""CEO, Company, Competitors"", ""Alpha animal, Pack, Rival pack"", ""Dealer, House, Opponents"", ""Team Captain, Home Team, Opponent Team"", ""Head Chef, Restaurant, Food Critics"", ""Puzzle Master, Puzzle Board, Competing Puzzle Solvers"", ""Aggressive Driver, Congested Road, Traffic Police"", ""Lead Musician, Band, Competing Band"", ""Trip Leader, Camping Group, Wildlife"", ""Pirate Captain, Treasure Island, Rival Treasure Hunters"", ""Main Character, Storyteller's Perspective, Audience""]",,success
197,The British Bourgeois Revolution,"[""The American War of Independence""]",1,"Feudal rule, Capitalist economy, constitutional monarchy, Bourgeois revolution, Cromwell, Bill of Rights","[""Revolution"", ""Upgrade"", ""Power shift"", ""New rule"", ""Game change"", ""Balance reset"", ""Rule swap"", ""System reboot"", ""Leadership change"", ""Rights granted"", ""Law rewrite"", ""Social climb"", ""Market rise"", ""Class shift"", ""Crown check"", ""Power sharing"", ""New order"", ""Freedom win"", ""Rule challenge"", ""Change wave""]","[""Absolute power, New order, New government, Revolution, Key figure, Founding document"", ""Old software, New software, System update, Upgrade process, Lead developer, User agreement"", ""Old regime, New order, System of governance, Transfer of power, Key figure, Founding document"", ""Old rule, New economy, New government, New rule, Leader, New laws"", ""Old rules, New game, New referee, Game change, Key player, New rules"", ""Old balance, New balance, Reset mechanism, Balance reset, Key player, New rules"", ""Old rule, New rule, New government, Rule swap, Leader, New laws"", ""Corrupted system, Optimized system, System administrator, System reboot, Lead developer, System documentation"", ""Old leadership, New direction, New leadership structure, Leadership change, Key influencer, New policies"", ""Limited rights, Free market, Representative government, Social change, Key figure, Rights granted"", ""Outdated law, New legislation, Revised constitution, Law rewrite, Lead lawyer, New bill"", ""Lower rung, Upper echelon, Established elite, Social mobility, Influential mentor, Social contract"", ""Market decline, Market growth, Regulatory framework, Market shift, Key investor, Market regulations"", ""Old class, New economy, New government, Class shift, Key figure, New law"", ""Old crown, New crown, Crown check system, Crown check revolution, Crown check leader, Crown check bill"", ""Dictatorship, Free Market, Checks and Balances, Transfer of Power, Key Negotiator, Treaty Agreement"", ""Old order, New economy, New government, New order, Key figure, Founding document"", ""Oppression, Free Market, Representative Government, Freedom win, Key Figure, Constitution"", ""Established order, New system, Reformed institution, Rule challenge, Key challenger, New rules"", ""Old paradigm, New paradigm, New system, Change wave, Key influencer, Milestone legislation""]",,success
198,English Bourgeois Revolution,"[""The French Revolution""]",1,"Feudal rule, Capitalist economy, constitutional monarchy, Bourgeois revolution","[""Garden makeover"", ""School election"", ""Company restructure"", ""Neighborhood change"", ""Sports team draft"", ""Family dinner plan"", ""City traffic shift"", ""Classroom rules"", ""Recipe update"", ""Book rewrite"", ""Game strategy"", ""Office move"", ""Festival planning"", ""Team captain change"", ""House renovation"", ""Garden fence"", ""School club"", ""Neighborhood watch"", ""Market day"", ""Town hall meeting""]","[""Overgrown garden, New garden design, Garden rules, Garden makeover"", ""School hierarchy, School store, Student council, Election campaign"", ""Old management, New business model, Board of directors, Company restructure"", ""Old neighborhood, New businesses, Homeowners association, Gentrification"", ""Old coach, New team management, Team captain, Team overhaul"", ""Traditional menu, Budget plan, Family council, New recipe"", ""Traffic congestion, Free flow of traffic, Traffic management system, Traffic shift"", ""Strict teacher, Classroom economy, Student council, Classroom rebellion"", ""Old recipe, New menu, Head chef, Recipe update"", ""Original draft, New narrative, Editorial board, Rewrite process"", ""Old game rules, New game mechanics, Game governance, Game changing strategy"", ""Old office layout, New office layout, Management team, Office relocation"", ""Traditional festival format, Festival budget, Festival committee, Festival rebranding"", ""Old captain, New team strategy, Coach oversight, Team leadership change"", ""Old house structure, New interior design, Homeowners association, Renovation process"", ""Old fence, Garden growth, Gatekeeper, Fence replacement"", ""Old student council, Club budget, Club constitution, New student council"", ""Local gangs, Community resources, Neighborhood association, Community organizing"", ""Stall owners, Marketplace, Town council, New vendors"", ""Local ordinance, Town budget, City council, Community uprising""]",,success
199,American Revolutionary War,"[""The French Revolution"", ""American Civil War""]",2,"colonial ruling, Capitalist economy, bourgeois democratic republic, national liberation movement","[""Family dispute"", ""School election"", ""Neighborhood quarrel"", ""Sports rivalry"", ""Office politics"", ""Team competition"", ""Classroom rebellion"", ""Neighborhood cleanup"", ""Group project"", ""Town meeting"", ""Parent-teacher conflict"", ""Club leadership"", ""Friend group decision"", ""Community fundraiser"", ""Neighborhood watch"", ""School play"", ""Family vacation plan"", ""Local election"", ""Block party"", ""Neighborhood garden""]","[""parental control, family business, family council, teenage rebellion"", ""school administration, school store, student government, student activism"", ""homeowner association, local businesses, community council, neighborhood watch"", ""home team advantage, sponsorship deals, league governance, underdog story"", ""office hierarchy, company profits, corporate culture, office revolution"", ""team hierarchy, prize pool, team governance, underdog story"", ""strict teacher, classroom economy, student government, student uprising"", ""littered streets, local businesses, community organization, neighborhood initiative"", ""team leadership, project budget, group decision-making, project goals"", ""local government, market economy, representative democracy, grassroots movement"", ""parental authority, allowance system, classroom democracy, student empowerment"", ""hierarchical structure, club budget, club council, club reform"", ""group leader, resource sharing, group decision-making, independence from outsiders"", ""organizing committee, donation system, community organization, charity event"", ""local crime, community resources, neighborhood organization, community watch initiative"", ""school rules, school store, student council, school spirit week"", ""family rules, budget, family democracy, family freedom"", ""incumbent government, local businesses, municipal government, grassroots campaign"", ""neighborhood association, potluck, block organization, community event"", ""land ownership, local market, community council, neighborhood initiative""]",,success
200,Bill of Rights,"[""Declaration of Independence"", ""Declaration of Human Rights""]",2,"british parliament, limit kingship, Create a constitutional monarchy","[""Rulebook"", ""Contract"", ""Safety net"", ""Traffic lights"", ""Game rules"", ""School handbook"", ""User manual"", ""House rules"", ""Guardrails"", ""Blueprint"", ""Recipe"", ""Map"", ""Code of conduct"", ""Fence"", ""Balance scale"", ""Timer"", ""Safety valve"", ""Seatbelt"", ""Checklist"", ""Firewall""]","[""governing body, set boundaries, establish guidelines"", ""contract negotiators, contract terms, contract signing"", ""social services, regulatory bodies, establish a welfare system"", ""city council, enforce traffic rules, install traffic management system"", ""game developers, fair play rules, establish game framework"", ""school administration, establish rules, set school policies"", ""manufacturer, safety precautions, operating instructions"", ""family council, set boundaries, establish household order"", ""road engineers, prevent accidents, install guardrails"", ""architectural firm, building codes, design specifications"", ""head chef, follow recipe, standardize cooking techniques"", ""cartographer, scale, legend"", ""company board, regulate leadership, establish corporate governance"", ""neighbor, gate, property line"", ""left pan, counterweight, fulcrum"", ""clockmaker, time limit, set timer"", ""pressure regulator, release excess pressure, stabilize the system"", ""car manufacturer, safety regulations, mandate seatbelt use"", ""project team, set boundaries, establish guidelines"", ""network administrator, block malicious traffic, establish security protocols""]",,success
201,The Bill of Rights,"[""The Constitution of 1787""]",1,"british parliament, limit kingship, Create a constitutional monarchy","[""Rulebook"", ""Safety net"", ""Traffic lights"", ""Game rules"", ""Contract"", ""Fence"", ""Guardrails"", ""Manual"", ""Blueprint"", ""Shield"", ""Map"", ""Recipe"", ""Lock"", ""Guidebook"", ""Firewall"", ""Balance scale"", ""Seatbelt"", ""Alarm"", ""Code"", ""Barrier""]","[""governing body, set boundaries, establish guidelines"", ""social services, income cap, establish a welfare system"", ""traffic authority, enforce traffic rules, regulate traffic flow"", ""game developers, fair play rules, establish game framework"", ""contract negotiation, contract terms, contract signing"", ""neighborhood association, set property lines, install a gate"", ""road engineers, prevent drifting, install guardrails"", ""author, disclaimer, table of contents"", ""architect, building codes, building design"", ""stronghold, deflect blow, fortified base"", ""cartographer, scale, legend"", ""kitchen, measure ingredients, follow cooking instructions"", ""key maker, deadbolt, lock mechanism"", ""tourist information center, set boundaries, establish a governing framework"", ""Network Administrator, Block Malicious Traffic, Establish Security Protocols"", ""scales manufacturer, calibration mechanism, balance point"", ""car manufacturer, safety regulations, mandate seatbelt use"", ""security system, motion sensor, alarm panel"", ""open source community, access controls, establish coding standards"", ""wall builder, containment, establish boundary""]",,success
203,Declaration of Independence,"[""Constitution of 1787"", ""Declaration of Human Rights""]",2,"Second Continental Congress, safeguard human rights, america was born","[""Birth certificate"", ""Breaking up letter"", ""New rulebook"", ""Starting line"", ""Blueprint"", ""Charter"", ""Manifesto"", ""Treaty"", ""Contract"", ""Declaration"", ""Map"", ""Foundation"", ""Oath"", ""Announcement"", ""Pledge"", ""Roadmap"", ""Invitation"", ""Signal"", ""Manifest"", ""Charter document""]","[""Parents, Name, Date of Birth"", ""ex-partner, protect feelings, new beginning"", ""Rule Committee, enforce rules, new rulebook is introduced"", ""Racing Team, Follow Traffic Rules, Race Begins"", ""Architect, Ensure Structural Integrity, Building Completion"", ""Founding Members, protect interests, organization established"", ""Author, Protect Individual Rights, Movement Emerges"", ""Treaty Signatories, Protect Interests, Treaty Ratification"", ""Contract Negotiators, Protect Interests, Partnership Formed"", ""Author, Purpose, Outcome"", ""Cartographer, Scale, Legend"", ""Founding Members, protect interests, organization established"", ""Oath Taker, uphold justice, pledge allegiance"", ""Public Relations Team, protect company interests, company was founded"", ""pledge committee, uphold values, pledge is made"", ""Project Team, Mitigate Risks, Project Initiation"", ""Event Organizer, RSVP Details, Date and Time"", ""Transmitter, Encrypt Data, Signal Received"", ""Ship's Captain, protect cargo, ship sets sail"", ""Founding Fathers, protect individual freedoms, nation was established""]",,success
205,1787 Constitution,"[""Declaration of the Rights of Man""]",1,"constitutional convention in philadelphia, Separation of powers, establish a federal system","[""Blueprint"", ""Recipe"", ""Rulebook"", ""Map"", ""Playbook"", ""Manual"", ""Framework"", ""Contract"", ""Guidebook"", ""Plan"", ""Puzzle"", ""Balance"", ""Teamwork"", ""Bridge"", ""Garden"", ""Machine"", ""Traffic light"", ""School"", ""Orchestra"", ""Building blocks""]","[""drafting table, load-bearing walls, building framework"", ""kitchen, division of labor, organize ingredients"", ""rule creation meeting, division of rule enforcement, define rule structure"", ""cartographer's office, map legend, grid system"", ""team meeting, division of labor, set up a team structure"", ""planning meeting, division of labor, organize a team"", ""blueprint meeting, division of labor, build a framework"", ""negotiation meeting, clear roles, define terms"", ""planning meeting, division of tasks, create a framework"", ""brainstorming session, division of tasks, create an outline"", ""puzzle pieces coming together, interlocking puzzle pieces, puzzle framework"", ""weight calibration, counterweights, fulcrum point"", ""team meeting, division of labor, define team roles"", ""planning phase, load distribution, structural framework"", ""garden planning meeting, division of garden labor, design a garden layout"", ""assembly line, division of labor, central processing unit"", ""traffic control center, color-coded signals, intersection management"", ""school board meeting, division of school administration, create a school district"", ""rehearsal space, sectional harmony, orchestral structure"", ""assembly of builders, division of labor, construct a framework""]",,success
207,Reformation in Russia in 1861,"[""Meiji Restoration in Japan""]",1,"Serfdom, Alexander II, bourgeois reform","[""Emancipation"", ""Unlocking"", ""Breaking chains"", ""Freedom"", ""New dawn"", ""Spring thaw"", ""Turning page"", ""Opening door"", ""Shaking roots"", ""Changing guard"", ""Breaking ice"", ""New seed"", ""Rising sun"", ""Fresh start"", ""Breaking mold"", ""Unchaining"", ""New path"", ""Breaking free"", ""Rebuilding"", ""Turning tide""]","[""Slavery, Abraham Lincoln, democratic reform"", ""Lock, Key Holder, Unlocking Mechanism"", ""Chains, Key Holder, Unlocking"", ""Captivity, Liberator, Social Justice"", ""Darkness, Sun, Light"", ""Ice, Sun, Water flow"", ""Old chapter, Reader, New chapter"", ""Closed door, Door opener, Doorway"", ""roots, gardener, pruning"", ""Old Guard, New Guard, Regime Change"", ""Ice, Icebreaker, Thawing"", ""Weed, Farmer, Fertilizer"", ""Darkness, Sun, Dawn"", ""Old habits, New leader, New beginning"", ""old mold, mold breaker, new mold"", ""Chains, Key Holder, Unshackling"", ""Old route, Guide, New direction"", ""Chains, Liberator, New path"", ""Debris, Foreman, blueprint"", ""Low tide, Wind, High tide""]",,success
