id,target,gold_source,predicted_rank_1,gold_rank,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
349,waves,sounds,Water Wave Propagation,3,"['Water Wave Propagation', 'Wave Propagation', 'sounds', 'tidal phenomena', 'Vortex', 'Sailing', 'resonance cavity', 'pendulum motion', 'Mirrors', 'Wind Power', 'River', 'signal', 'Ecosystem', 'Fishing', 'sound system', 'Walls', 'Dance', 'War', 'clock', 'Music']","[0.6338771519806548, 0.5860868591139866, 0.534172677417015, 0.46508457846859247, 0.4581911215955096, 0.40979967836371056, 0.40433894097532647, 0.3962309159719042, 0.3728303477011762, 0.36648017378439557, 0.3624788956054652, 0.3604381891921754, 0.3469202292397679, 0.34673483447385633, 0.3467282266275887, 0.34390103184338094, 0.3433180640122674, 0.34224167070592204, 0.3412445040302341, 0.33663058074885516]",name_properties_background,"waves. Waves are a fundamental aspect of our world, and they come in different forms. These oscillations transfer energy and travel through space or mass. Many people associate waves with the shore, where they experience the powerful forces of the ocean. The sight of waves crashing against a breakwater or the sound of waves reflecting off of a nearby cliff are iconic. In bodies of water, waves manifest as surface oscillations that can be rough or calm, depending on various factors such as wind and the surrounding area. For surfers and water enthusiasts, the tumultuousness of rough waves can provide an adrenaline rush, whereas calm waves can offer relaxation and peace. Despite the dangers associated with rough waters, many people find solace in watching the waves break along the shore, creating a mesmerizing symphony that can calm the soul.","Waves are a fundamental aspect of our world, and they come in different forms. These oscillations transfer energy and travel through space or mass. Many people associate waves with the shore, where they experience the powerful forces of the ocean. The sight of waves crashing against a breakwater or the sound of waves reflecting off of a nearby cliff are iconic. In bodies of water, waves manifest as surface oscillations that can be rough or calm, depending on various factors such as wind and the surrounding area. For surfers and water enthusiasts, the tumultuousness of rough waves can provide an adrenaline rush, whereas calm waves can offer relaxation and peace. Despite the dangers associated with rough waters, many people find solace in watching the waves break along the shore, creating a mesmerizing symphony that can calm the soul.",
350,combustion,respiration,Spread of Fire,5,"['Spread of Fire', 'engine', 'Burning Energy', 'Chemical Reactions', 'respiration', 'heat transfer', 'heat', 'gas molecules', 'Power Generation', 'cooking', 'Friction', 'Car', 'Baking', 'Cooking', 'Reactor', 'air filter', 'electromagnetic emission system', 'car', 'Competition', 'Construction Work']","[0.6380663343317632, 0.5315011171121443, 0.5281569619514396, 0.46899477216806207, 0.4407540438405348, 0.418881713872947, 0.4103666613497192, 0.3936188039494529, 0.392007517997641, 0.38796715832848094, 0.38617953729286114, 0.37782584826173315, 0.37247340065075124, 0.3708326629097749, 0.36591820848569334, 0.36335161952134104, 0.33719416729662344, 0.3254229293971993, 0.3066704911826959, 0.2927509511592996]",name_properties_background,"combustion. Combustion is a fascinating process that occurs between a fuel and an oxidant, typically atmospheric oxygen. It is a high-temperature redox chemical reaction that produces oxidized products, commonly in the form of smoke. While combustion does not always result in fire, it can be recognized by its characteristic flame. The heat from a flame may provide enough energy to make the reaction self-sustaining. Combustion is often a complicated series of radical reactions that produces light in the form of glowing or a visible flame. It is commonly used to produce thermal energy for cooking, electricity, and heating for both industrial and domestic use. However, combustion in air requires high temperatures to achieve complete combustion stoichiometrically, with no residual oxidant or fuel, which is a challenge to achieve. Hence, fuel gas cleaning or catalytic converters may be essential to reduce toxic emissions. Combustion is also used to power rockets and incinerate waste. The oxidants for combustion include atmospheric or pure oxygen, chlorine, fluorine, chlorine trifluoride, nitrous oxide, and nitric acid.","Combustion is a fascinating process that occurs between a fuel and an oxidant, typically atmospheric oxygen. It is a high-temperature redox chemical reaction that produces oxidized products, commonly in the form of smoke. While combustion does not always result in fire, it can be recognized by its characteristic flame. The heat from a flame may provide enough energy to make the reaction self-sustaining. Combustion is often a complicated series of radical reactions that produces light in the form of glowing or a visible flame. It is commonly used to produce thermal energy for cooking, electricity, and heating for both industrial and domestic use. However, combustion in air requires high temperatures to achieve complete combustion stoichiometrically, with no residual oxidant or fuel, which is a challenge to achieve. Hence, fuel gas cleaning or catalytic converters may be essential to reduce toxic emissions. Combustion is also used to power rockets and incinerate waste. The oxidants for combustion include atmospheric or pure oxygen, chlorine, fluorine, chlorine trifluoride, nitrous oxide, and nitric acid.",
351,sound,light,sounds,5,"['sounds', 'sound system', 'Wave Propagation', 'signal', 'light', 'Water Wave Propagation', 'Music', 'Loudspeakers for Acoustic Systems', 'A Tuning System for Music', 'Musical Notes', 'resonance cavity', 'time', 'pendulum motion', 'understanding', 'Spring', 'heat transfer', 'life', 'sport', 'Friction', 'Machines']","[0.7700792730507854, 0.5568471812864667, 0.519465656008778, 0.5005485808662178, 0.4902879360885968, 0.48713191067401196, 0.42913374986128294, 0.4167687218796705, 0.4103967432192136, 0.40678695350692967, 0.40136844151054113, 0.38411593396339605, 0.3826380988194491, 0.3721812673886944, 0.36027913676660983, 0.3548215562615493, 0.35006087590796486, 0.3482686215634196, 0.3386784047955489, 0.3351876751073297]",name_properties_background,"sound. Sound is a fundamental aspect of physics and has many applications in our daily lives. It is a vibration that travels through a transmission medium, such as a gas, liquid, or solid. In human physiology and psychology, sound is the perception of these vibrations and their interpretation by the brain. The range of audible sound frequencies for humans is between 20 Hz and 20 kHz, with frequencies above 20 kHz known as ultrasound, and those below 20 Hz called infrasound. Sound waves can be loud or quiet, and they can have echoes. Additionally, sound can be produced by various sources, such as instruments, voices, or even horns. All these aspects make sound a fascinating subject to study and manipulate for our use.","Sound is a fundamental aspect of physics and has many applications in our daily lives. It is a vibration that travels through a transmission medium, such as a gas, liquid, or solid. In human physiology and psychology, sound is the perception of these vibrations and their interpretation by the brain. The range of audible sound frequencies for humans is between 20 Hz and 20 kHz, with frequencies above 20 kHz known as ultrasound, and those below 20 Hz called infrasound. Sound waves can be loud or quiet, and they can have echoes. Additionally, sound can be produced by various sources, such as instruments, voices, or even horns. All these aspects make sound a fascinating subject to study and manipulate for our use.",
352,projectile,planet,Wave Propagation,8,"['Wave Propagation', '3D Projection', 'pendulum motion', 'Archery', 'program', 'A Pinball Game', 'Water Wave Propagation', 'planet', 'basketball', 'sport', 'theory', 'Sailing', 'Reactor', 'heat transfer', 'electromagnetic emission system', 'The Hunt', 'Population Movement', 'Balloons', 'atom', 'universe']","[0.40810305194931895, 0.3930557893415578, 0.36837881951006296, 0.3676575164509883, 0.35500165120217914, 0.3484949026112509, 0.3362386783008001, 0.333815739007528, 0.3295831334961842, 0.32818987954808865, 0.32575836392266794, 0.32411100852774943, 0.3209876210898963, 0.31958969680713645, 0.3110560314733084, 0.306519811117439, 0.3001711037512078, 0.3000881269544964, 0.29839612633498314, 0.29750374999963636]",name_properties_background,"projectile. A projectile is a versatile object that can be propelled by an external force, such as an explosion or a person's arm, and will travel freely until it is influenced by external factors such as air resistance or gravity. Learnt through ballistics, equations of motion are used to analyze and understand the trajectories of projectiles as they launch, fly, and impact. While projectiles can be thrown, kicked, fired or released, they are also heavily involved in space exploration. The gravitational attraction of celestial bodies, such as the sun, dictates the trajectory of a projectile in space; furthermore, ellipses and orbits are the result of the sun's gravity acting on the projectile. Understanding a projectile's behavior is crucial when it comes to any situation that requires high precision, be it in warfare or sports, including but not limited to a baseball throw, a football kick, a bullet, an arrow, or a stone released from a catapult.","A projectile is a versatile object that can be propelled by an external force, such as an explosion or a person's arm, and will travel freely until it is influenced by external factors such as air resistance or gravity. Learnt through ballistics, equations of motion are used to analyze and understand the trajectories of projectiles as they launch, fly, and impact. While projectiles can be thrown, kicked, fired or released, they are also heavily involved in space exploration. The gravitational attraction of celestial bodies, such as the sun, dictates the trajectory of a projectile in space; furthermore, ellipses and orbits are the result of the sun's gravity acting on the projectile. Understanding a projectile's behavior is crucial when it comes to any situation that requires high precision, be it in warfare or sports, including but not limited to a baseball throw, a football kick, a bullet, an arrow, or a stone released from a catapult.",
353,billiard balls,gas molecules,A Pinball Game,-1,"['A Pinball Game', 'basketball', 'sport', 'Checkers', 'Dominoes', 'Football Game', 'A Jigsaw Puzzle', 'The Puzzle', 'Archery', 'Balloons', 'Mirrors', 'Buildings', 'A Puzzle', 'a three-dimensional puzzle', 'Horse Racing', 'Blankets', 'The Ring', 'sounds', 'skill', 'Printers Print Documents']","[0.5318688151771516, 0.38842104485574297, 0.37539952875927046, 0.3505705001950484, 0.34286530512399027, 0.33961127154188797, 0.32798200217946794, 0.321860512952592, 0.31606047203126475, 0.3039978312001661, 0.2950392188227701, 0.28845060224815877, 0.28387319067095146, 0.28066600099048145, 0.2735798996208677, 0.2729566377256424, 0.2705898507477735, 0.2676624521703548, 0.2649048472382145, 0.26168292237985846]",name_properties_background,"billiard balls. Billiard balls are essential components of playing cue sports such as carom billiards, pool, and snooker. These small, hard balls come in different colors and patterns depending on the game being played, but each type conforms to a standard diameter and weight. When playing, billiard balls interact with the table and the cues used by players, bouncing and moving at varying speeds. The balls' properties, such as their hardness, friction coefficient, and resilience, can significantly affect accuracy when striking other balls or pockets. Whether playing slow or fast-paced games, billiard balls offer a crucial playing experience.","Billiard balls are essential components of playing cue sports such as carom billiards, pool, and snooker. These small, hard balls come in different colors and patterns depending on the game being played, but each type conforms to a standard diameter and weight. When playing, billiard balls interact with the table and the cues used by players, bouncing and moving at varying speeds. The balls' properties, such as their hardness, friction coefficient, and resilience, can significantly affect accuracy when striking other balls or pockets. Whether playing slow or fast-paced games, billiard balls offer a crucial playing experience.",
354,water,heat,gas molecules,11,"['gas molecules', 'River', 'Conservation of Water Flow', 'Water Wave Propagation', 'Plants', 'heat transfer', 'life', 'respiration', 'Human Body', 'money', 'heat', 'Wave Propagation', 'atom', 'Chemical Reactions', 'Ecosystem', 'Burning Energy', 'Desert', 'Houses', 'Music', 'Soda']","[0.46666930591822997, 0.4586265668120963, 0.4325933822260032, 0.4294853258183674, 0.4194325174040064, 0.40578583882180685, 0.39112798610678046, 0.3828136672440294, 0.3780033422319934, 0.36461951629033795, 0.3645251523216902, 0.3629634930062199, 0.3552867039812082, 0.35424663257753874, 0.3485523042892685, 0.3460343243056172, 0.3440587100283603, 0.3317030817588454, 0.3220527667385088, 0.32092597241457527]",name_properties_background,"water. Water is a crucial compound for all known living organisms, and it plays a major role in the Earth's environment. The chemical formula for water is H2O, consisting of two hydrogen atoms and one oxygen atom. Water is nearly colorless, odorless, and tasteless. It is found in all three states of matter: solid (ice), liquid (water), and gas (water vapor or steam). Most of the water on earth is found in oceans and seas, covering about 71% of the Earth's surface. Freshwater is used mainly for agriculture and industrial processes. Water moves continuously throughout the water cycle of evaporation, transpiration, condensation, precipitation, and runoff. The water cycle is responsible for weather patterns such as rain, which can be accumulated in buckets or channeled through pipes. Water is an essential resource for many industries and is also used for recreation and entertainment such as swimming, boating, and skiing.","Water is a crucial compound for all known living organisms, and it plays a major role in the Earth's environment. The chemical formula for water is H2O, consisting of two hydrogen atoms and one oxygen atom. Water is nearly colorless, odorless, and tasteless. It is found in all three states of matter: solid (ice), liquid (water), and gas (water vapor or steam). Most of the water on earth is found in oceans and seas, covering about 71% of the Earth's surface. Freshwater is used mainly for agriculture and industrial processes. Water moves continuously throughout the water cycle of evaporation, transpiration, condensation, precipitation, and runoff. The water cycle is responsible for weather patterns such as rain, which can be accumulated in buckets or channeled through pipes. Water is an essential resource for many industries and is also used for recreation and entertainment such as swimming, boating, and skiing.",
355,waves,sounds,Water Wave Propagation,4,"['Water Wave Propagation', 'Wave Propagation', 'tidal phenomena', 'sounds', 'Wind Power', 'Vortex', 'Sailing', 'pendulum motion', 'River', 'resonance cavity', 'signal', 'Ecosystem', 'Power Generation', 'light', 'Mirrors', 'clock', 'ecosystem', 'day and night cycle', 'Conservation of Water Flow', 'sponge']","[0.6654419628942924, 0.630126965596963, 0.5186236434034137, 0.4992562070088488, 0.47976692080322936, 0.4787244761821853, 0.46003317003589417, 0.44490975562076784, 0.43590304660733786, 0.40392490267200926, 0.39351193223394026, 0.38579791481794956, 0.3648914468580061, 0.36402878981798614, 0.36363567334128943, 0.3626119917742767, 0.3571426622149561, 0.35698288695410574, 0.3525416671099211, 0.34171632632343596]",name_properties_background,"waves. Waves are a natural phenomenon that occur in bodies of water and are simply defined as oscillations or disturbances that carry energy from one place to another. They have long been observed and admired, with their rhythmic and continuous movement captivating many. When discussing waves, the most common type of wave that is being referred to are wind waves. Wind waves are formed by the atmospheric wind causing ripples on the surface of the water. These ripples then combine, causing the waves to grow in both size and energy. They continue to travel across the water until they encounter a shore or breakwater, where they may crash and break apart, creating a wondrous display of water and spray. Waves are not just a sight to behold, but also play a vital role in the water cycle and the ecology of our planet. They facilitate the exchange of gases between the atmosphere and ocean, provide a habitat for aquatic organisms and generate valuable energy through wave power technology. With their many uses and stunning beauty, it is no wonder that waves have captured our attention and imagination for thousands of years.","Waves are a natural phenomenon that occur in bodies of water and are simply defined as oscillations or disturbances that carry energy from one place to another. They have long been observed and admired, with their rhythmic and continuous movement captivating many. When discussing waves, the most common type of wave that is being referred to are wind waves. Wind waves are formed by the atmospheric wind causing ripples on the surface of the water. These ripples then combine, causing the waves to grow in both size and energy. They continue to travel across the water until they encounter a shore or breakwater, where they may crash and break apart, creating a wondrous display of water and spray. Waves are not just a sight to behold, but also play a vital role in the water cycle and the ecology of our planet. They facilitate the exchange of gases between the atmosphere and ocean, provide a habitat for aquatic organisms and generate valuable energy through wave power technology. With their many uses and stunning beauty, it is no wonder that waves have captured our attention and imagination for thousands of years.",
356,Light Propagation,Wave Propagation,Wave Propagation,1,"['Wave Propagation', 'Water Wave Propagation', 'light', 'electromagnetic emission system', 'signal', 'pendulum motion', 'Information Flow', 'heat transfer', 'Sailing', 'Population Movement', 'Mirrors', 'Spread of Fire', 'Friction', 'Molecular Symmetry', 'Power Generation', 'communication networks', 'life', 'object slides', 'Vortex', 'sounds']","[0.7068554309041307, 0.6185827801404572, 0.5414873636406339, 0.3707498011548015, 0.3512928405058299, 0.3487796619563982, 0.3370836345563164, 0.3350419269394282, 0.3282351090126303, 0.31766289103177103, 0.31745275759589014, 0.3117520952835805, 0.31099605311291983, 0.30348284927448616, 0.3033757647177519, 0.30165260049812126, 0.29137115851847273, 0.28896119151769384, 0.2886325101747484, 0.285589165246695]",name_properties_background,"Light Propagation. Light propagation is the phenomenon that describes the movement of light waves through different mediums. Light waves are transverse waves that are characterized by the orientation of their oscillations, a property known as polarization. While longitudinal waves, such as sound waves, do not exhibit polarization, transverse waves such as light waves can be polarized in different ways. The most common type of light is unpolarized light, which consists of an equal mixture of all polarizations. However, polarized light can also be produced by passing unpolarized light through a polarizer, or by reflecting light at an angle from a surface. Understanding light propagation and polarization is crucial in many fields of science, including optics, seismology, radio, and microwaves, as well as in technologies such as lasers, wireless and optical fiber telecommunications, and radar.","Light propagation is the phenomenon that describes the movement of light waves through different mediums. Light waves are transverse waves that are characterized by the orientation of their oscillations, a property known as polarization. While longitudinal waves, such as sound waves, do not exhibit polarization, transverse waves such as light waves can be polarized in different ways. The most common type of light is unpolarized light, which consists of an equal mixture of all polarizations. However, polarized light can also be produced by passing unpolarized light through a polarizer, or by reflecting light at an angle from a surface. Understanding light propagation and polarization is crucial in many fields of science, including optics, seismology, radio, and microwaves, as well as in technologies such as lasers, wireless and optical fiber telecommunications, and radar.",
357,Principle of Conservation of Energy,Principle of Financial Balance,heat,20,"['heat', 'Burning Energy', 'heat transfer', 'electromagnetic emission system', 'Friction', 'engine', 'Power Generation', 'Chemical Reactions', 'respiration', 'Conservation of Water Flow', 'Water Wave Propagation', 'Wave Propagation', 'Ecosystem', 'Evolution', 'atom', 'Circular Economy', 'theory', 'universe', 'life', 'Principle of Financial Balance']","[0.4817242087252307, 0.46797377136233514, 0.42027672591673554, 0.40238202378874643, 0.39488079267934584, 0.39205605216169137, 0.3782931981005673, 0.37117641525544215, 0.35286630516967094, 0.35080667156522627, 0.33906546596965786, 0.33482595436842033, 0.329747544168539, 0.32646144073126704, 0.3251873825013323, 0.321328082117316, 0.3164242978990709, 0.3119845311466699, 0.3078865223954381, 0.30531298062723533]",name_properties_background,"Principle of Conservation of Energy. The Principle of Conservation of Energy is a fundamental law of physics and chemistry that states that the total energy of an isolated system remains constant over time. This means that energy can neither be created nor destroyed, but can only be transformed or transferred from one form to another. The concept of energy conversion is a direct consequence of this law, where one form of energy is converted to another, as in the example of chemical energy being converted to kinetic energy when a stick of dynamite explodes. This law not only explains the behavior of energy in smaller, isolated systems, but has also been extended to cosmological scales through general relativity. The principle is fundamental to our understanding of how energy behaves in the universe and is a cornerstone of modern physics.","The Principle of Conservation of Energy is a fundamental law of physics and chemistry that states that the total energy of an isolated system remains constant over time. This means that energy can neither be created nor destroyed, but can only be transformed or transferred from one form to another. The concept of energy conversion is a direct consequence of this law, where one form of energy is converted to another, as in the example of chemical energy being converted to kinetic energy when a stick of dynamite explodes. This law not only explains the behavior of energy in smaller, isolated systems, but has also been extended to cosmological scales through general relativity. The principle is fundamental to our understanding of how energy behaves in the universe and is a cornerstone of modern physics.",
358,Vision System,Camera,Machines,13,"['Machines', 'sound system', 'Computer', 'Neural Networks', 'Transportation Systems', 'Factory System', 'Blindness', 'The Neural Network of Computers', 'Skin System', 'The Nervous System', 'camera', 'blind', 'Camera', 'Robotic arm', 'Robotic Movement', 'signal', 'Operating System', 'The Writing System', 'idea', 'Computer Code']","[0.475431821595916, 0.4478891915632793, 0.43618495413334823, 0.40996049168476734, 0.4098292136529278, 0.40667774057173817, 0.4045056331442278, 0.3927198035383422, 0.39131130524539637, 0.3852159715622224, 0.3823348600070649, 0.36941374057761356, 0.36535198827164816, 0.36483540253506563, 0.35230607857135043, 0.3510754029661379, 0.3493690566894962, 0.3413733549871151, 0.3321946974475872, 0.32890103375630847]",name_properties_background,"Vision System. A vision system is a technological advancement that has been designed to mimic the human eye and its processing abilities. The human eye comprises several parts such as the cornea, crystalline lens, retina, and optic nerve, all of which work together to enable a living being to see. Similarly, a vision system relies on machine vision and computer vision to perform tasks that simulate human sight. 

Machine vision involves the use of software that operates like the human eye, with the aim of performing tasks such as quality assurance and defect detection in industrial settings. A vision system can also utilize computer vision to interpret digital images or videos, providing high-level understanding through advanced algorithms and computer processing. 

Overall, a vision system can be thought of as a technological assimilation of the human eye and brain, which provides a wide range of advantages over traditional approaches.","A vision system is a technological advancement that has been designed to mimic the human eye and its processing abilities. The human eye comprises several parts such as the cornea, crystalline lens, retina, and optic nerve, all of which work together to enable a living being to see. Similarly, a vision system relies on machine vision and computer vision to perform tasks that simulate human sight. 

Machine vision involves the use of software that operates like the human eye, with the aim of performing tasks such as quality assurance and defect detection in industrial settings. A vision system can also utilize computer vision to interpret digital images or videos, providing high-level understanding through advanced algorithms and computer processing. 

Overall, a vision system can be thought of as a technological assimilation of the human eye and brain, which provides a wide range of advantages over traditional approaches.",
359,Spectral Lines,Musical Notes,light,3,"['light', 'Molecular Symmetry', 'Musical Notes', 'line', 'gas molecules', 'signal', 'laboratory', 'electromagnetic emission system', 'life', 'sounds', 'planet', 'atom', 'Wave Propagation', 'Chemical Reactions', 'Water Wave Propagation', 'Electronic Signal Transmission', 'Plants', 'Crime Scene', 'tidal phenomena', 'natural selection']","[0.4320221900800753, 0.40737635934767763, 0.40146271272489403, 0.3895539787215201, 0.3737751369073665, 0.3667239478588423, 0.35501079691291615, 0.3493531160997908, 0.337519816382319, 0.3273938303494606, 0.3254398653827504, 0.31289140871657156, 0.3078975508138929, 0.3050710018215616, 0.2869855180193547, 0.28594116964137284, 0.28421192021184494, 0.2810779865798705, 0.2764466130840117, 0.27107740359947674]",name_properties_background,"Spectral Lines. Spectral lines are unique features in a spectrum that are of paramount importance for the identification and characterization of atoms and molecules. These lines represent regions in the spectrum where bright or dark lines are detected at specific wavelengths or frequencies. Spectral lines can be caused by either the absorption or emission of light by atoms or molecules. The wavelength and frequency of these lines are distinctive and act as ""fingerprints"" for each atom or molecule, allowing astronomers to determine the chemical composition of celestial objects such as stars and planets. Without spectral lines, it would be impossible to determine what chemical elements are present in these objects, which in turn would hinder our understanding of the universe. Thus, spectral lines play a critical role in the study of astrophysics, helping us understand the chemical makeup and evolution of the cosmos.","Spectral lines are unique features in a spectrum that are of paramount importance for the identification and characterization of atoms and molecules. These lines represent regions in the spectrum where bright or dark lines are detected at specific wavelengths or frequencies. Spectral lines can be caused by either the absorption or emission of light by atoms or molecules. The wavelength and frequency of these lines are distinctive and act as ""fingerprints"" for each atom or molecule, allowing astronomers to determine the chemical composition of celestial objects such as stars and planets. Without spectral lines, it would be impossible to determine what chemical elements are present in these objects, which in turn would hinder our understanding of the universe. Thus, spectral lines play a critical role in the study of astrophysics, helping us understand the chemical makeup and evolution of the cosmos.",
360,Magnetic Resonance Imaging,Prospecting,Seismic Imaging,-1,"['Seismic Imaging', 'Maps', 'Mirrors', 'Robotic Movement', 'resonance cavity', 'mind', 'Neural Networks', 'memory', 'illness', 'Human Body', 'Transportation Systems', 'Heart', 'The Brain', 'Molecular Symmetry', 'How the Human Brain Works', 'Machines', 'Robotic arm', 'The Neural Network of Computers', 'electromagnetic emission system', 'Diseases']","[0.4337494619481075, 0.3392862423535786, 0.3286986123994804, 0.3282690138196846, 0.30501447077580707, 0.30195714403622914, 0.2966482511484517, 0.29426763985471616, 0.2842664824512542, 0.2841185729807931, 0.2769905257050973, 0.27687375969488714, 0.27575687398276, 0.27197384550311365, 0.2715513758888705, 0.2680059516660094, 0.26666445667988026, 0.26587538926437143, 0.26421714676977714, 0.26149605298517514]",name_properties_background,"Magnetic Resonance Imaging. Magnetic Resonance Imaging (MRI) is a highly advanced medical imaging technique used for the diagnosis, staging, and follow-up of diseases. It uses a strong magnetic field, magnetic field gradients, and radio waves to produce images of the body's internal organs without the use of X-rays or ionizing radiation, distinguishing it from other imaging techniques. The MRI signal is generated by the absorption of radio frequency energy by certain atomic nuclei when placed in an external magnetic field. Usually, hydrogen atoms are used to generate a macroscopic polarization that is detected by antennas in the body. As a result, most MRI scans map the location of water and fat in the body. MRI provides better contrast in images of soft-tissues, e.g. in the brain or abdomen because of its ability to generate different contrasts between tissues based on the relaxation properties of the hydrogen atoms. MRI is a versatile imaging technique that is widely used in hospitals and clinics. MRI's benefits come with risks, however, as certain types of implants and non-removable metal in the body can pose a risk and may exclude some patients from undergoing and MRI examination safely.","Magnetic Resonance Imaging (MRI) is a highly advanced medical imaging technique used for the diagnosis, staging, and follow-up of diseases. It uses a strong magnetic field, magnetic field gradients, and radio waves to produce images of the body's internal organs without the use of X-rays or ionizing radiation, distinguishing it from other imaging techniques. The MRI signal is generated by the absorption of radio frequency energy by certain atomic nuclei when placed in an external magnetic field. Usually, hydrogen atoms are used to generate a macroscopic polarization that is detected by antennas in the body. As a result, most MRI scans map the location of water and fat in the body. MRI provides better contrast in images of soft-tissues, e.g. in the brain or abdomen because of its ability to generate different contrasts between tissues based on the relaxation properties of the hydrogen atoms. MRI is a versatile imaging technique that is widely used in hospitals and clinics. MRI's benefits come with risks, however, as certain types of implants and non-removable metal in the body can pose a risk and may exclude some patients from undergoing and MRI examination safely.",
361,Optical Lenses,Loudspeakers for Acoustic Systems,light,-1,"['light', 'Mirrors', 'Camera', 'camera', 'object slides', 'laboratory', 'blind', 'Circuits', 'Printers', 'CPU', 'Wave Propagation', 'Blindness', 'Printers Print Documents', 'air filter', 'Makeup', 'Machines', 'clock', 'Greenhouses', 'life', 'Water Wave Propagation']","[0.5346799905170962, 0.4790520833476666, 0.45876317388935217, 0.4526704143964833, 0.41006830637671277, 0.3789824101347132, 0.3618282513051755, 0.3596740576677801, 0.35417570813172783, 0.35250857033295957, 0.35066320409235785, 0.34420955328420005, 0.3417483218488482, 0.32963973812679787, 0.32873910712358945, 0.32125333568970926, 0.3209101516126188, 0.3183060160409792, 0.31261373427724704, 0.3105015010187291]",name_properties_background,"Optical Lenses. Optical lenses are transmissive devices that play a crucial role in directing and controlling light propagation. A lens can focus or disperse a light beam through refraction, and they come in various types, including simple and compound lenses. Simple lenses consist of a single piece of transparent material, while compound lenses consist of several simple lenses arranged along a common axis. The shape of a lens is critical in determining its function, and they can be ground, polished, or molded to the required shape. Convex and camber lenses are some of the common shapes used in optics. Optical lenses play an essential role in various imaging devices such as telescopes, binoculars, and cameras, and they are vital visual aids used in correcting defects of vision such as myopia and hypermetropia. In summary, optical lenses are versatile devices used in various applications, and their importance in the field of optics cannot be overstated.","Optical lenses are transmissive devices that play a crucial role in directing and controlling light propagation. A lens can focus or disperse a light beam through refraction, and they come in various types, including simple and compound lenses. Simple lenses consist of a single piece of transparent material, while compound lenses consist of several simple lenses arranged along a common axis. The shape of a lens is critical in determining its function, and they can be ground, polished, or molded to the required shape. Convex and camber lenses are some of the common shapes used in optics. Optical lenses play an essential role in various imaging devices such as telescopes, binoculars, and cameras, and they are vital visual aids used in correcting defects of vision such as myopia and hypermetropia. In summary, optical lenses are versatile devices used in various applications, and their importance in the field of optics cannot be overstated.",
362,Sound Wave Propagation,Water Wave Propagation,Wave Propagation,2,"['Wave Propagation', 'Water Wave Propagation', 'sounds', 'sound system', 'resonance cavity', 'signal', 'Loudspeakers for Acoustic Systems', 'Sailing', 'heat transfer', 'Music', 'pendulum motion', 'Population Movement', 'light', 'Seismic Imaging', 'Information Flow', 'electromagnetic emission system', 'Conservation of Water Flow', 'understanding', 'Deafness', 'tidal phenomena']","[0.788274010820984, 0.744299742992442, 0.5559493332404124, 0.4583866243682203, 0.42582042483164684, 0.42470351612408785, 0.3980056645405868, 0.39269299041696604, 0.3808258832489479, 0.3640395401527399, 0.35563108669752685, 0.3463282994012364, 0.3362390102153409, 0.3334599265864159, 0.33272207913163265, 0.32571205866715824, 0.32457112287664525, 0.3204242852301118, 0.3175759240627032, 0.3167604541594217]",name_properties_background,"Sound Wave Propagation. Sound wave propagation refers to the movement of longitudinal waves through an acoustic medium, such as air or water. These waves cause a displacement of the medium in the same direction as their propagation, creating areas of compression and rarefaction. The result is a pressure wave that can be perceived by human ears as sound. Sound sources, such as speakers or musical instruments, generate these waves through vibrations that travel through the air or other materials. Understanding the behavior of sound waves is essential in the fields of engineering, architecture, and music, as it allows us to control and manipulate the properties of sound for various applications.","Sound wave propagation refers to the movement of longitudinal waves through an acoustic medium, such as air or water. These waves cause a displacement of the medium in the same direction as their propagation, creating areas of compression and rarefaction. The result is a pressure wave that can be perceived by human ears as sound. Sound sources, such as speakers or musical instruments, generate these waves through vibrations that travel through the air or other materials. Understanding the behavior of sound waves is essential in the fields of engineering, architecture, and music, as it allows us to control and manipulate the properties of sound for various applications.",
