id,target,gold_source,predicted_rank_1,gold_rank,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
212,Westernization Movement,New Culture Movement,New Culture Movement,1,"['New Culture Movement', 'Reform Movement of 1898', 'Population Movement', 'Enlightenment', 'The Revolution of 1911', 'Revolution of 1911', 'Meiji Restoration in Japan', 'Democratic Centralism in China', 'Ancient Western Asia', 'Urban Evolution', 'Islam', 'The Second Industrial Revolution', 'Democracy', 'The French Revolution', 'Declaration of Human Rights', 'Evolution', 'Journey to the West', 'Taylor Expansion', 'Translation', 'Social Circle']","[0.5592819549336427, 0.47346147070880285, 0.44691340020174053, 0.41397950250851406, 0.36540161688404016, 0.3603355439904986, 0.3593166294001355, 0.34618018270253326, 0.331637689868428, 0.3280395060057638, 0.3279058645870347, 0.3090443941152505, 0.301079812366084, 0.29662240122846906, 0.2858837473661563, 0.27206045684807956, 0.2711428196310144, 0.270292731251275, 0.2585730933498649, 0.2543603324496059]",name_only,Westernization Movement,"The feminist movement is a social and political movement that began in the 1800s to promote radical and liberal reforms on women's issues. Over the years, the movement has evolved and expanded to include issues such as reproductive rights, domestic violence, equal pay, and sexual harassment. Feminism in the Western world has gone through four high moments, each wave seeking to address different feminist issues. The movement now examines the interlocking systems of power that contribute to the social stratification of traditionally marginalized groups. While the feminist movement has its own unique history and context, it is part of a broader movement towards self-improvement and social progress that has been ongoing since the turn of the century. The Westernization Movement, exemplified by the Landlord Class Westernization School and promoted by figures such as Li Hongzhang, sought to modernize Chinese society by adopting Western technology and ideas. The feminist movement can be seen as a kind of self-help movement that seeks to empower women and promote gender equality, much like the Westernization Movement sought to empower China and promote progress through embracing Western ideas and technologies.",
213,Reform Movement of 1898,Revolution of 1911,Reform Movement of 1898,4,"['Reform Movement of 1898', 'Meiji Restoration in Japan', 'New Culture Movement', 'Revolution of 1911', 'The Revolution of 1911', 'Population Movement', 'Enlightenment', 'Democracy', 'Democratic Centralism in China', 'Declaration of the Rights of Man', 'Urban Evolution', 'Declaration of Human Rights', 'Constitution of 1787', 'The French Revolution', 'Mexican Political System', 'The Second Industrial Revolution', 'Regulator', 'American Civil War', 'The Constitution of 1787', 'Taylor Expansion']","[0.9999993962625527, 0.4136326793071999, 0.4107102159814113, 0.4065223053830781, 0.3894507097086684, 0.324695465097669, 0.2787662381123782, 0.25738812587773896, 0.25491905127116754, 0.25287571257798414, 0.2509059300384988, 0.24065536242774552, 0.23254880841032893, 0.23100943993403683, 0.2261630398555881, 0.22564191126640645, 0.22264037859804098, 0.21521210439211444, 0.2150408318036581, 0.21180067955760007]",name_only,Reform Movement of 1898,"The Reform Movement of 1898, also known as the Wuxu Reform, was a significant political and cultural event in late Qing dynasty China. The movement was initiated by the young emperor Guangxu and supported by a group of bourgeois reformers led by Kang Youwei. The aim of the reform movement was to modernize China's political and educational systems and increase its economic and military power. However, the conservative opponents, led by Empress Dowager Cixi, staged a coup d'état and ended the movement after just 103 days. Despite its failure, the Reform Movement of 1898 represented a critical moment in Chinese history and paved the way for future political and social reforms.",
214,Reform Movement of 1898,New Culture Movement,Reform Movement of 1898,3,"['Reform Movement of 1898', 'Meiji Restoration in Japan', 'New Culture Movement', 'Revolution of 1911', 'The Revolution of 1911', 'Population Movement', 'Enlightenment', 'Democracy', 'Democratic Centralism in China', 'Declaration of the Rights of Man', 'Urban Evolution', 'Declaration of Human Rights', 'Constitution of 1787', 'The French Revolution', 'Mexican Political System', 'The Second Industrial Revolution', 'Regulator', 'American Civil War', 'The Constitution of 1787', 'Taylor Expansion']","[0.9999993962625527, 0.4136326793071999, 0.4107102159814113, 0.4065223053830781, 0.3894507097086684, 0.324695465097669, 0.2787662381123782, 0.25738812587773896, 0.25491905127116754, 0.25287571257798414, 0.2509059300384988, 0.24065536242774552, 0.23254880841032893, 0.23100943993403683, 0.2261630398555881, 0.22564191126640645, 0.22264037859804098, 0.21521210439211444, 0.2150408318036581, 0.21180067955760007]",name_only,Reform Movement of 1898,"The Hundred Days' Reform or Wuxu Reform was a major political, cultural, and educational movement that took place in China during the late Qing dynasty. Led by the young Guangxu Emperor and supported by reformists such as Kang Youwei, the movement aimed to modernize and reform the Qing dynasty to keep up with the rapidly changing world. However, the reformative edicts faced opposition from powerful conservative opponents, who eventually carried out a coup d'état led by Empress Dowager Cixi. This event is often considered as the beginning of the bourgeois reform movement in China, and Kang Youwei and other bourgeois reformers became important figures in the country's history.",
215,Revolution of 1911,New Culture Movement,Revolution of 1911,15,"['Revolution of 1911', 'The Revolution of 1911', 'The French Revolution', 'Reform Movement of 1898', 'Declaration of the Rights of Man', 'Declaration of Independence', 'The American War of Independence', 'Enlightenment', 'American Civil War', 'Meiji Restoration in Japan', 'The Second Industrial Revolution', 'Declaration of Human Rights', 'Constitution of 1787', 'Democratic Centralism in China', 'New Culture Movement', 'German Constitutional Monarchy', 'Chemical Reactions', 'Evolution', 'Democracy', 'Urban Evolution']","[0.9999993220828743, 0.9372379920537466, 0.48552722629092704, 0.40651493848000136, 0.4060957120150447, 0.3362812702282909, 0.32572554451818997, 0.3242263831599612, 0.324019203086942, 0.3066279435908768, 0.2881094429103913, 0.2711854450381517, 0.261374823165069, 0.2551811804594022, 0.2536249209394274, 0.24257058229115935, 0.2383892779233261, 0.23705235880578, 0.23528556306792858, 0.23084363373121458]",name_only,Revolution of 1911,"The Revolution of 1911, also known as the Xinhai Revolution, marked the end of China's last imperial dynasty, the Qing dynasty, and the establishment of the Republic of China. The nation had struggled to reform the government and resist foreign aggression, but the program of reforms faced opposition from Qing court conservatives as too radical and from reformers as too slow. The revolution was the culmination of years of agitation, revolts, and uprisings among various factions, including underground anti-Qing groups, revolutionaries in exile, and bourgeois revolutionaries who wanted to save the monarchy through modernization. The revolution began with the Wuchang Uprising, an armed rebellion among members of the New Army, which spread spontaneously around the country. Nanjing became the base for a provisional coalition government, and the National Assembly declared the establishment of the Republic of China, with Sun Yat-sen, leader of the United League as President. A brief civil war between the North and the South ended in compromise, with Sun resigning in favor of Yuan Shikai, leader of the powerful Beiyang Army, who would become President of the new national government on the condition of securing the abdication of the Qing emperor. The edict of abdication was promulgated, and Yuan was sworn in as president. However, his failure to consolidate a legitimate central government led to decades of political division and warlordism. The Xinhai Revolution was a significant political event and marked the end of imperial rule in China. It is still commemorated in Taiwan as the National Day of the Republic of China and in mainland China as the Anniversary of the 1911 Revolution, with both nations considering themselves the legitimate successors of the revolution's ideals of nationalism, republicanism, modernization, and national unity.",
216,Egypt,Ancient Western Asia,India,9,"['India', 'Islam', 'Desert', 'China', 'Ancient Greece', 'Ancient Rome', 'education', 'nation', 'Ancient Western Asia', 'neutral country', 'City', 'Army', 'Occupation', 'planet', 'forest', 'faith', 'government', 'Math', 'city', 'War']","[0.5255242688124392, 0.45991109954045695, 0.3895733077453507, 0.3760439433229614, 0.3719691294023484, 0.3675824267530902, 0.35522809382124126, 0.3460988103427118, 0.3455806051952408, 0.33205079059927345, 0.33132310447126756, 0.3305535788956772, 0.31020820400167914, 0.309877918992419, 0.30182616107950655, 0.2932362940987927, 0.2908432456298724, 0.28959520948586226, 0.28675833228243885, 0.28350488275291275]",name_only,Egypt,"Egypt, officially known as the Arab Republic of Egypt, is a transcontinental country located in the northeast corner of Africa and the southwest corner of Asia, connected via the Sinai Peninsula. It has a rich heritage dating back to the 6th–4th millennium BCE, and is considered a cradle of civilisation. Egypt is renowned for its iconic monuments such as the Pyramids of Giza and Sphinx, as well as its vast collection of hieroglyphs representing the history and language of the region. With over 100 million inhabitants, it is the 14th-most populated country on the planet, and is considered a regional power in North Africa, the Middle East and the Muslim world, with a diversified economy ranking 33rd-largest in the world by nominal GDP. Egypt's long and rich cultural heritage is an integral part of its national identity, highlighting its unique transcontinental location being simultaneously Mediterranean, Middle Eastern and North African.",
217,Egypt,Ancient Greece,India,5,"['India', 'Islam', 'Desert', 'China', 'Ancient Greece', 'Ancient Rome', 'education', 'nation', 'Ancient Western Asia', 'neutral country', 'City', 'Army', 'Occupation', 'planet', 'forest', 'faith', 'government', 'Math', 'city', 'War']","[0.5255242688124392, 0.45991109954045695, 0.3895733077453507, 0.3760439433229614, 0.3719691294023484, 0.3675824267530902, 0.35522809382124126, 0.3460988103427118, 0.3455806051952408, 0.33205079059927345, 0.33132310447126756, 0.3305535788956772, 0.31020820400167914, 0.309877918992419, 0.30182616107950655, 0.2932362940987927, 0.2908432456298724, 0.28959520948586226, 0.28675833228243885, 0.28350488275291275]",name_only,Egypt,"Egypt is a transcontinental country located in the northeast corner of Africa and southwest corner of Asia, famous for its rich cultural heritage and iconic monuments. It is known as the cradle of civilization with a history dating back to the 6th–4th millennia BCE. The country is home to the Nile River, the pyramid, hieroglyphs and pharaohs which reflect its unique transcontinental location being simultaneously Mediterranean, Middle Eastern and North African. With over 100 million inhabitants, Egypt is the most populous country in North Africa, the Middle East, and the Arab world, the third-most populous in Africa, and the fourteenth-most populous in the world. The country is a regional power in North Africa, the Middle East, and the Muslim world, and a middle power worldwide. It has a diversified economy, which is the third-largest in Africa and the 20th-largest globally by PPP.",
218,Ancient Asia,Ancient Greece,Ancient Western Asia,2,"['Ancient Western Asia', 'Ancient Greece', 'Ancient Rome', 'Archeology', 'Islam', 'The Discovery of India', 'Great Wall', 'Feudal Dynasties', 'India', 'Desert', 'China', 'The Great Wall', 'Chinese Political System', 'planet', 'Christianity', 'Maps', 'Journey to the West', 'Alphabet', 'Architecture', 'The Discovery of America']","[0.8280547313274975, 0.6403965310192041, 0.5978996937090368, 0.34676926362134847, 0.3282507223710299, 0.3068018257477249, 0.3053692193706206, 0.30530678814849405, 0.3048431490570854, 0.30281675794321194, 0.2977975971414102, 0.29721311919370835, 0.2866080705846715, 0.2812379219264631, 0.26916811103778204, 0.2648844068689542, 0.2622794752142858, 0.2585193345911262, 0.25456665026251474, 0.2534742392498062]",name_only,Ancient Asia,"Ancient Asia was the birthplace of several civilizations that developed around the fertile river valleys. These civilizations included Mesopotamia, India, and China, and they shared similarities and exchanged technologies and ideas such as mathematics and the wheel. Mesopotamia gave the world the Code of Hammurabi and the use of cuneiform, while the Persian Empire rose to a powerful position in the region. Judaism also has its roots in ancient Asia, developing in the Middle East. The spread of Islam in later centuries gave rise to the Islamic Golden Age and influenced the age of Islamic gunpowder empires. The history of Asia also includes major developments such as the trade of the Silk Road and the innovation of gunpowder, which not only affected Asia but also had a significant impact on other parts of the world.",
219,Gusia,India,The Great Gatsby,-1,"['The Great Gatsby', 'Nie Haihua', 'idea', 'Student', 'Gourmet', 'Soda', 'ideas', 'sponge', 'La Traviata', 'government', 'mind', 'society', 'human', 'Makeup', 'Greenhouse', 'family', 'planet', 'atom', 'Occupation', 'Blindness']","[0.31108015794556965, 0.2912495089608065, 0.2860476178286452, 0.28523323864352745, 0.2779895300797802, 0.27583027349839545, 0.26800525189902547, 0.26445528352771824, 0.2523622025169307, 0.24189220921842558, 0.24130813155651945, 0.23872713767328307, 0.2361482345699852, 0.23545446230880224, 0.23485708842282976, 0.23468732048251686, 0.2338285590261892, 0.23305529579205286, 0.2301593988428696, 0.22882923218431422]",name_only,Gusia,"

Unfortunately, the description and keywords provided do not seem to be related to the item mentioned, which is ""Gusia."" Could you please provide more information or clarify the description and keywords so that I can generate a proper introduction for the item? Thank you.",
220,Egypt,India,India,1,"['India', 'Islam', 'Desert', 'China', 'Ancient Greece', 'Ancient Rome', 'education', 'nation', 'Ancient Western Asia', 'neutral country', 'City', 'Army', 'Occupation', 'planet', 'forest', 'faith', 'government', 'Math', 'city', 'War']","[0.5255575334473044, 0.45975170574976754, 0.38944549716418225, 0.3759704876820691, 0.3717990259931996, 0.3674478048500239, 0.3551878696080964, 0.34603423386798804, 0.34539313845291975, 0.331982384939567, 0.3312370778039605, 0.33027403979677816, 0.3100809101126015, 0.3098675329697938, 0.30185205918778957, 0.29311583349160886, 0.2907249137258878, 0.28946314725955347, 0.28670291729941555, 0.2832845181223294]",name_only,Egypt,"Egypt is a country with deep cultural roots, spanning the northeast corner of Africa and southwest corner of Asia via a land bridge formed by the Sinai Peninsula. With a history dating back to the 6th–4th millennia BCE, Ancient Egypt saw some of the earliest developments of writing, agriculture, urbanisation, organised religion and central government. The country is most known for its iconic monuments, the giza pyramid complex and the Valley of the Kings, which reflect this rich legacy and remain a significant focus of scientific and popular interest. These pyramids are amongst the most studied and awe-inspiring ancient monuments due to their sheer size and the engineering marvels they represent. The hieroglyphs found within the pyramids and throughout Egypt are a testament to the highly developed writing system of the time, and the important role writing played in preserving history and religion. Despite undergoing political and social instability throughout its history, Egypt remains a regional power in North Africa, the Middle East and the Muslim world, and a middle power worldwide, with a diversified economy ranking 97th on the Human Development Index.",
221,Egypt,Ancient Rome,India,6,"['India', 'Islam', 'Desert', 'China', 'Ancient Greece', 'Ancient Rome', 'education', 'nation', 'Ancient Western Asia', 'neutral country', 'City', 'Army', 'Occupation', 'planet', 'forest', 'faith', 'government', 'Math', 'city', 'War']","[0.5255575334473044, 0.45975170574976754, 0.38944549716418225, 0.3759704876820691, 0.3717990259931996, 0.3674478048500239, 0.3551878696080964, 0.34603423386798804, 0.34539313845291975, 0.331982384939567, 0.3312370778039605, 0.33027403979677816, 0.3100809101126015, 0.3098675329697938, 0.30185205918778957, 0.29311583349160886, 0.2907249137258878, 0.28946314725955347, 0.28670291729941555, 0.2832845181223294]",name_only,Egypt,"Egypt is a transcontinental country, being part of both Asia and Africa, and is known officially as the Arab Republic of Egypt. Its capital city, Cairo, holds significant importance, alongside Alexandria, which is a major industrial and tourist hub. The country has a long and rich cultural heritage, dating back to the 6th-4th millennia BCE, and is considered a cradle of civilization, given its role in areas such as writing, agriculture, urbanization, organized religion, and central government. The Giza Necropolis, The Valley of the Kings, and the ruins of Memphis and Thebes, are among the iconic monuments that reflect its legacy. With over 100 million inhabitants, the country is the most populous in North Africa and the Arab world. The Nile River, which spans the country, is of great significance, with the majority of the population living near its banks. Although largely Islamised, Egypt has a significant Christian minority, and its long and rich cultural heritage serves as an integral part of its national identity. The country has a diversified economy and is a middle power worldwide, with membership in numerous organizations that reflect its global impact. The Pharaohs and hieroglyphs continue to fascinate scientists and tourists alike and hold a special place in the country's cultural history.",
222,Egypt,China,India,4,"['India', 'Islam', 'Desert', 'China', 'Ancient Greece', 'Ancient Rome', 'education', 'nation', 'Ancient Western Asia', 'neutral country', 'City', 'Army', 'Occupation', 'planet', 'forest', 'faith', 'government', 'Math', 'city', 'War']","[0.5255771664322518, 0.4598010886826064, 0.3894833496152379, 0.3760445996658259, 0.3719078513738888, 0.36753532249114923, 0.3551778557938809, 0.3461133077787052, 0.3455892808087214, 0.3320703988207848, 0.3313574393760338, 0.3304364723264096, 0.3101756989094923, 0.30990904096110095, 0.3018915794456341, 0.29322393150724374, 0.29078564593437206, 0.2895495851210431, 0.28680656873030064, 0.2834603832947137]",name_only,Egypt,"Egypt is a country located in Northeast Africa and Southwest Asia. Its transcontinental location is composed of the Sinai Peninsula, which forms a land bridge to connect the two regions. Bordering the Mediterranean Sea to the north, Palestine and Israel to the northeast, Sudan to the south, and Libya to the west, Egypt is known for its iconic monuments such as the Giza Necropolis, the Sphinx, Karnak, and other ancient ruins along the Nile Delta. With over 100 million inhabitants, it is considered the 14th most populated country in the world. Egypt has a long and rich cultural heritage, with the Nile River being a vital part of its identity, and hieroglyphs being one of the earliest developments of writing. Although largely Islamized in the 7th century, Egypt has a significant Christian minority and other lesser practiced faiths. Overcoming political instability and turmoil, Egypt is now classified as a developing country and a regional power in North Africa, the Middle East, and the Muslim world.",
223,Gusia,China,The Great Gatsby,-1,"['The Great Gatsby', 'Nie Haihua', 'idea', 'Student', 'Gourmet', 'Soda', 'ideas', 'sponge', 'La Traviata', 'government', 'mind', 'society', 'human', 'Makeup', 'Greenhouse', 'family', 'planet', 'atom', 'Occupation', 'Blindness']","[0.31116036396684604, 0.2912435335891445, 0.28604931260646477, 0.28521997018076195, 0.2780490341327979, 0.27579509740221625, 0.2679677456415358, 0.2643416205316554, 0.2524357805172735, 0.24185662584075432, 0.24126014816700603, 0.23863976677877297, 0.23612084270891281, 0.23534068893506357, 0.23478942008554496, 0.2346633756517507, 0.23370319750441884, 0.23307310638965056, 0.23016523539517897, 0.22877380067006914]",name_only,Gusia,"I'm sorry, but the description and the keywords do not seem to be related to the same topic. The name ""Gusia"" is not mentioned in the description and the keywords ""Mesopotamia"" and ""cuneiform"" do not have any apparent connection to Agnieszka Dowbor-Muśnicka or her role in the Polish resistance during World War II. If you could provide a more accurate and coherent description and set of keywords, I would be happy to generate a short introduction of the item.",
224,Ancient Asia,Ancient Rome,Ancient Western Asia,3,"['Ancient Western Asia', 'Ancient Greece', 'Ancient Rome', 'Archeology', 'Islam', 'The Discovery of India', 'Feudal Dynasties', 'Great Wall', 'India', 'Desert', 'China', 'The Great Wall', 'Chinese Political System', 'planet', 'Christianity', 'Maps', 'Journey to the West', 'Alphabet', 'Architecture', 'The Discovery of America']","[0.8278903822104662, 0.639807058836936, 0.5968506654169624, 0.34725080299654304, 0.32865806228089783, 0.30688136959562673, 0.3060068336361459, 0.3054402871188671, 0.3049530159486835, 0.303273505036624, 0.29801041220352154, 0.29709104356645377, 0.2878566391603496, 0.2811869938460833, 0.2692207725155696, 0.264771336829766, 0.2633749854428492, 0.2584412917449351, 0.2548328113737041, 0.2532046380557053]",name_only,Ancient Asia,"The history of Ancient Asia is rich and diverse, with various civilizations flourishing in the fertile river valleys of Mesopotamia, India, and China. These civilizations shared many similarities, but also developed unique technologies and ideas, such as the development of cuneiform in Mesopotamia. The region was also home to the Persian Empire and saw the rise of Judaism. The steppe nomads played a significant role in the region's history, as their mobile lifestyle allowed for conquests across the continent. The spread of Islam and the innovation of gunpowder in China also had a profound impact on the region, leading to the Islamic Golden Age and the emergence of gunpowder empires. The trade of the Silk Road also facilitated cultural exchange between Asia and other parts of the world. From the early civilizations to the later empires, Ancient Asia played a significant role in shaping world history.",
225,India,China,India,2,"['India', 'China', 'Islam', 'The Discovery of India', 'nation', 'neutral country', 'City', 'Desert', 'Computer', 'Music', 'education', 'government', 'Army', 'life', 'state', 'Student', 'city', 'Ancient Western Asia', 'house', 'mind']","[0.9999990052742798, 0.5249035003337958, 0.4314641185702749, 0.4018864792003798, 0.38510997111789436, 0.3525191390548853, 0.31377757709529785, 0.30622963114635354, 0.2969681691543199, 0.2931669889395991, 0.2882359063401887, 0.28751446935502756, 0.28428830806563354, 0.28333871523963017, 0.2823911867371465, 0.2777167279834037, 0.2729635394107575, 0.266856476241938, 0.26201353382035825, 0.2609756810722229]",name_only,India,"India is a South Asian country known for its vast land area and high population density. It is bounded by the Indian Ocean, Arabian Sea, and Bay of Bengal, and shares land borders with several neighboring countries. The region has been occupied by modern humans for over 55,000 years, and settled life emerged around 9,000 years ago in the western margins of the Indus River Basin, evolving into the Indus Valley Civilization. Hinduism dawned in India around 1200 BCE, as Sanskrit diffused into the region from the northwest. The Dravidian languages of India were supplanted in the northern and western regions, and stratification and exclusion by caste had emerged within Hinduism by 400 BCE. Buddhism and Jainism also arose, proclaiming social orders unlinked to heredity. India has a pluralistic, multilingual, and multi-ethnic society, as well as a democratic parliamentary system. India's population has grown significantly since its independence from British rule in 1947, and the country has become a fast-growing major economy with an expanding middle class. However, India continues to face socio-economic challenges, including gender inequality, child malnutrition, and rising levels of air pollution. The region is rich in biodiversity, and India's forest cover comprises over 20% of its land area. Overall, India is a country with a rich and diverse history, culture, and environment.",
226,India,Ancient Greece,India,-1,"['India', 'China', 'Islam', 'The Discovery of India', 'nation', 'neutral country', 'City', 'Desert', 'Computer', 'Music', 'education', 'government', 'Army', 'life', 'state', 'Student', 'city', 'Ancient Western Asia', 'house', 'mind']","[0.9999990052742798, 0.5249035003337958, 0.4314641185702749, 0.4018864792003798, 0.38510997111789436, 0.3525191390548853, 0.31377757709529785, 0.30622963114635354, 0.2969681691543199, 0.2931669889395991, 0.2882359063401887, 0.28751446935502756, 0.28428830806563354, 0.28333871523963017, 0.2823911867371465, 0.2777167279834037, 0.2729635394107575, 0.266856476241938, 0.26201353382035825, 0.2609756810722229]",name_only,India,"India, officially known as the Republic of India, is a country located in South Asia. It is the seventh-largest country and the second-most populous country in the world. It has land borders with Pakistan, China, Nepal, Bhutan, Bangladesh, and Myanmar, and maritime borders with Thailand, Myanmar, and Indonesia. India has a diverse population, with settlers arriving on the subcontinent from Africa over 55,000 years ago. Settled life emerged on the subcontinent 9,000 years ago, eventually evolving into the Indus Valley Civilisation. Hinduism dawned in India from the Rigveda, which was preserved by a vigilant oral tradition. Stratification and exclusion by caste emerged within Hinduism, and Buddhism and Jainism arose, proclaiming social orders unlinked to heredity. Early political consolidations gave rise to the loose-knit Maurya and Gupta Empires. The Mughal Empire ushered in two centuries of relative peace, leaving a legacy of luminous architecture. India became a colony of the British East India Company and eventually gained independence after an influential nationalist movement emerged, which was noted for nonviolent resistance. India has since become a federal republic and a fast-growing major economy. It has a space programme and plays an increasing role in global culture. However, India also faces various socio-economic challenges, including gender inequality, child malnutrition, and rising levels of air pollution. India is megadiverse, with four biodiversity hotspots and a wildlife population supported in protected habitats. The item's keywords, Indian River, Indus script, and Buddhism, are part of India's rich history and cultural heritage.",
227,India,Ancient Rome,India,-1,"['India', 'China', 'Islam', 'The Discovery of India', 'nation', 'neutral country', 'City', 'Desert', 'Computer', 'Music', 'education', 'government', 'Army', 'life', 'state', 'Student', 'city', 'Ancient Western Asia', 'house', 'mind']","[0.9999989631148296, 0.5248811453092881, 0.43152689878699674, 0.40183818382836173, 0.3851485298848376, 0.3525339604041886, 0.31375523955444684, 0.30622378860443744, 0.29691913534635933, 0.29314903961270095, 0.2881558421037472, 0.28748403527606176, 0.2842067218152751, 0.2833338325358451, 0.28238938559428095, 0.27758010156152674, 0.27295082236349477, 0.26686072276868866, 0.26203308552082133, 0.2609850835944566]",name_only,India,"India is a South Asian country known for its cultural, linguistic, and biological diversity, ranking as the seventh largest and the second most populous country in the world. It shares land borders with Pakistan, China, Nepal, Bhutan, Bangladesh, and Myanmar while the Indian Ocean, Arabian Sea, and Bay of Bengal surround the country. The earliest human settlement in India occurred over 55,000 years ago, with isolated hunter-gatherers throughout the subcontinent. The western Indus River showed signs of a settled life as early as 9,000 years ago which evolved into the great Indus Valley Civilisation. The Rigveda, an ancient Sanskrit hymn, is evidence of the emergence of Hinduism in India. Buddhism and Jainism arose as alternative religions outside of Hinduism, while social order through caste slowly emerged. Political consolidation led to the Maurya and Gupta Empires, which were marked by creativity but also the subjugation of women and the inclusion of untouchability under an organized belief system. India saw the emerging of Christianity, Islam, Judaism, and Zoroastrianism on its coastal regions during the early medieval era. The Delhi Sultanate and the Mughal Empire ushered northern India into the cosmopolitan network of medieval Islamic culture, while the Vijayanagara Empire created a lasting Hindu culture in southern India. Christian missionaries arrived in India, but only saw limited success. By the time of British rule, technological progress and nationalist movements emerged while the Indian economy became less destitute. This resulted in the creation of the two independent dominions, the Dominion of India and Dominion of Pakistan. India, a federal republic since 1950, is currently the world's fastest-growing economy and serves as a major hub for information technology services. The country's challenges include poverty, gender inequality, child malnutrition, and air pollution. Despite this, India is home to a megadiverse array of plant and animal life while being a nuclear weapon state with an expansive space program.",
228,China,Ancient Greece,China,-1,"['China', 'India', 'Chinese Political System', 'Islam', 'Computer', 'Democratic Centralism in China', 'nation', 'government', 'neutral country', 'company', 'City', 'factory', 'CPU', 'Factory', 'city', 'Army', 'Great Wall', 'planet', 'camera', 'Camera']","[0.9999991144245204, 0.5247683725445846, 0.3710716532740475, 0.3509875900414101, 0.350110036291034, 0.33771359787303146, 0.33561560390183726, 0.33405665190507405, 0.3272235395411205, 0.32699915946803193, 0.32677477761437845, 0.3148517402009434, 0.31136553769529374, 0.29905002339817766, 0.2965076585934221, 0.2942820716439294, 0.2888449262866972, 0.28787926793383006, 0.28694259971176117, 0.28114842301740894]",name_only,China,"China, officially the People's Republic of China (PRC), is a country located in East Asia. It is the world's most populous country and one of the largest nations in terms of land area, spanning the equivalent of five time zones. The country is home to over 1.4 billion people and has a rich cultural and historical heritage. Chinese civilization can be traced back to the Yellow River and the Xia dynasty in the 21st century BCE. The country has seen the rise and fall of many dynasties and empires, including the Qin, Han, Sui, Tang, Song, Yuan, Ming, and Qing. The collapse of the monarchy in 1912 led to the establishment of the Republic of China, which was later replaced by the People's Republic of China in 1949. The country is currently governed as a Marxist-Leninist one-party socialist republic by the Chinese Communist Party (CCP). China has made significant economic and social progress since the establishment of the PRC, but has also been criticized for human rights abuses and political repression. The country has an important role in the global economy and is a major manufacturer and exporter. China is also considered to be a potential superpower due to its growing military strength and influence in international affairs. The Yellow River, Yangtze River, and Oracle are all important aspects of China's cultural and historical heritage.",
229,China,Ancient Rome,China,-1,"['China', 'India', 'Chinese Political System', 'Islam', 'Computer', 'Democratic Centralism in China', 'nation', 'government', 'neutral country', 'company', 'City', 'factory', 'CPU', 'Factory', 'city', 'Army', 'Great Wall', 'planet', 'camera', 'Camera']","[0.9999991144245204, 0.5247683725445846, 0.3710716532740475, 0.3509875900414101, 0.350110036291034, 0.33771359787303146, 0.33561560390183726, 0.33405665190507405, 0.3272235395411205, 0.32699915946803193, 0.32677477761437845, 0.3148517402009434, 0.31136553769529374, 0.29905002339817766, 0.2965076585934221, 0.2942820716439294, 0.2888449262866972, 0.28787926793383006, 0.28694259971176117, 0.28114842301740894]",name_only,China,"China is a vast and ancient country that spans five time zones and borders fourteen countries, making it the world’s most populous country with a population exceeding 1.4 billion people. The country is divided into 22 provinces, five autonomous regions, four municipalities, and two special administrative regions, with Beijing as the capital and Shanghai as the largest financial center. Chinese civilization traces its origins to the fertile basin of the Yellow River in the North China Plain, which gave birth to the Xia dynasty in the 21st century BCE, followed by the Shang and Zhou dynasties that developed a bureaucratic political system. The country made world-leading scientific advances, such as the Four Great Inventions: gunpowder, paper, the compass, and printing, and formed one of the world's foremost economic powers under the Han dynasty. The Tang dynasty welcomed foreign trade and culture that came over the Silk Road and adapted Buddhism to Chinese needs, while the Manchu-led Qing dynasty established a multi-ethnic state that was the basis of the modern Chinese nation. The Chinese monarchy collapsed in 1912 with the Xinhai Revolution, leading to a period of unrest and skirmishes known as the Warlord Era. In 1949, the CCP established the People's Republic of China on the mainland, while the Kuomintang-led ROC government retreated to the island of Taiwan. Making up around one-fifth of the world economy, China is the world's largest economy by GDP at purchasing power parity and the second-largest economy by nominal GDP. China is strategically positioned as a potential superpower due to its high level of innovation, economic potential, growing military strength, and influence in international affairs.",
