id,target,gold_source,predicted_rank_1,gold_rank,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
243,Historical Research,Deciphering the Code,Archeology,-1,"['Archeology', 'research', 'Ancient Greece', 'Ancient Rome', 'theory', 'Prospecting', 'Human Relationships', 'Biological Evolution', 'reasons for a theory', 'Ancient Western Asia', 'Pedigree Trees', 'ideas', 'The Long Journey', 'The Discovery of America', 'The Discovery of India', 'American Civil War', 'Urban Evolution', 'Population Movement', 'Occupation', 'Families']","[0.4995605654896337, 0.4645082430540573, 0.3180185779047292, 0.3171186928289129, 0.3072664703888742, 0.3070794271256439, 0.2919624754856023, 0.27864596473846237, 0.2739849169258866, 0.2693914209228906, 0.262881204735789, 0.25940116073686975, 0.25832743595490365, 0.2574761615172839, 0.2523582102044377, 0.2520804528849595, 0.24928632718967025, 0.24756159667290364, 0.24665338235057965, 0.24597563694029267]",name_properties,Historical Research,"Historical research is an important field that involves the collection and analysis of historical data to uncover the facts and background of past events. The Institute of Historical Research (IHR) is a respected organisation in the United Kingdom, providing researchers with the resources and training they need to excel in this field. Founded in 1921 by A. F. Pollard, the IHR is a part of the School of Advanced Study at the University of London and is located at Senate House. With access to an extensive collection of primary sources and historical documents, researchers at the IHR are well-equipped to analyze and interpret historical data, uncovering new insights into the past. By conducting rigorous research and applying critical thinking skills, these researchers can shed light on events that have shaped the world we live in today.",
244,La Traviata,Sunrise,La Traviata,-1,"['La Traviata', 'Drama', 'Love in the Time of Cholera', 'The Great Gatsby', 'Blindness', 'The Ring', 'Music', 'River', 'Translation', 'The Movie', 'The Hunt', 'The Old Man and the Sea', 'The Long Journey', 'Music Performance', 'blind', 'life', 'Deafness', 'Nie Haihua', 'Student', 'The French Revolution']","[0.9999991764055414, 0.29051959743608524, 0.27116068024082285, 0.26112228779100743, 0.2487141397085091, 0.24217836960380967, 0.24036632552629755, 0.2381923336198173, 0.23298785628393215, 0.23262328674878424, 0.22993623707249747, 0.2232923709817532, 0.22081459041086637, 0.2196743857947934, 0.21921627401950503, 0.21334715376113034, 0.21062945969376604, 0.21013411696499523, 0.20872932466971847, 0.2043091704332276]",name_properties,La Traviata,"La Traviata is an opera in three acts by Giuseppe Verdi, based on the play La Dame aux camélias by Alexandre Dumas fils, adapted from his own novel. Originally titled Violetta, the opera tells the story of Margaret, a wealthy and well-educated prostitute who falls in love with a member of the bourgeoisie. Despite societal pressures and tragic circumstances, their love is immortalized through Verdi's stunning score. Though the opera was intended to be set in contemporary times, it was initially staged in the 1700s at the insistence of La Fenice opera house authorities. Despite this setback, La Traviata has become one of the most beloved operas of all time, with realistic productions finally being staged in the 1880s.",
245,Pride and Prejudice,The Old Man and the Sea,The Great Gatsby,-1,"['The Great Gatsby', 'Love in the Time of Cholera', 'The Ring', 'The Hunt', 'Animal Farm', 'The Movie', 'Into the Wild', 'Declaration of Independence', 'book', 'A Dream of Red Mansions', 'La Traviata', 'The Puzzle', 'Pedigree Trees', 'Bookshelf', 'The Discovery of India', 'A Puzzle', 'Library', 'Brave New World', 'The Discovery of America', 'Houses']","[0.40290914496380276, 0.332732797677985, 0.32386349490810784, 0.3202537258302106, 0.3171433198984209, 0.29469821010101704, 0.2838917257124166, 0.2738373560154709, 0.26935793365245236, 0.26738993343933737, 0.2669784284441151, 0.26463917711516355, 0.2643808173170488, 0.2550896469941366, 0.25025673096819073, 0.24973652836539031, 0.24926563330090257, 0.24723721985896663, 0.24667186623086934, 0.24650400389879143]",name_properties,Pride and Prejudice,"Pride and Prejudice, written by the renowned author Jane Austen, is a novel of manners that explores the character development of the dynamic protagonist, Elizabeth Bennet. The novel revolves around the lives of Mr Bennet and his five daughters, who face the possibility of becoming poor upon his death since their property is entailed and can only be passed to a male heir. This situation motivates the Bennet sisters to find wealthy husbands to support themselves and their family. The novel introduces the popular characters of Elizabeth Bennet and Mr Darcy, whose initial interactions are characterized by human arrogance and misunderstandings. Through the novel, Elizabeth Bennet learns about the repercussions of hasty judgments and discerns the difference between superficial goodness and actual goodness. Pride and Prejudice has become one of the most beloved books in English literature, with over 20 million copies sold and still counting, inspiring many derivatives in modern literature. This novel has remained relevant for over a century, with many dramatic adaptations, sequels, films, and TV versions portraying its memorable characters and themes, reaching mass audiences.",
246,One Hundred Years of Solitude,Into the Wild,Love in the Time of Cholera,5,"['Love in the Time of Cholera', 'The Old Man and the Sea', 'A Dream of Red Mansions', 'The Long Journey', 'Into the Wild', 'Bookshelf', 'Animal Farm', 'cocoon', 'The Great Gatsby', 'Desert', 'The Ring', 'The Discovery of America', 'Journey to the West', 'The Great Wall', 'Blankets', 'The Revolution of 1911', 'The Movie', 'La Traviata', 'The Discovery of India', 'book']","[0.4589898597875195, 0.4554044531570949, 0.3538750687880018, 0.3302711598015962, 0.29042405117072656, 0.28276566440017603, 0.27065315015388114, 0.25721049581206845, 0.2569058503163937, 0.2523973415838098, 0.2427796840738028, 0.23882040372459634, 0.23135059093601484, 0.22803904564435107, 0.21819542028526082, 0.21698098422402384, 0.21514089742090664, 0.21347391385754128, 0.21288191645730373, 0.2124591737985333]",name_properties,One Hundred Years of Solitude,"One Hundred Years of Solitude, written by the renowned Colombian author Gabriel García Márquez, takes readers on a journey through the multi-generational story of the Buendía family. The novel focuses on the founding of Macondo, a fictitious town, by the patriarch, José Arcadio Buendía, and its subsequent history spanning across a century. One Hundred Years of Solitude is considered a remarkable representative of the literary Latin American Boom of the 1960s and 1970s, which was inspired by Modernism and the Cuban Vanguardia literary movement. García Márquez's use of magical realism style and thematic substance adds to the novel’s allure, making it one of the most important contributions to the Hispanic literary canon, as well as to world literature. With its translation into 46 languages and over 50 million copies sold, One Hundred Years of Solitude is, without a doubt, García Márquez's magnum opus and a must-read for literature enthusiasts.",
247,1984,Brave New World,Animal Farm,-1,"['Animal Farm', 'The Great Gatsby', 'clock', 'War', 'state', 'code', 'Declaration of Human Rights', 'crime', 'government', 'The Movie', 'The Ring', 'nation', 'politics', 'city', 'signal', 'Checkers', 'sport', 'car', 'Declaration of Independence', 'book']","[0.32544541446133995, 0.3144650820414397, 0.30344215308815015, 0.2962740234608437, 0.29227252346269633, 0.29007262520826843, 0.2850074361169629, 0.28435976853185285, 0.28108587889403547, 0.2805494419109502, 0.27242325725325156, 0.27224057798350304, 0.27134337217719084, 0.26875535256471056, 0.268146037063826, 0.2632657075473712, 0.2544518511692162, 0.2534320755980514, 0.2508845801713137, 0.24915480856202338]",name_properties,1984,"1984 is a novel by George Orwell that explores the dangers of totalitarianism and government manipulation. The story follows Winston, a citizen of the oppressive regime known as Oceania, as he begins to question the authority of the government and their control over the lives of its citizens. The novel is set in a dystopian future where Big Brother, the leader of the ruling Party, utilizes media manipulation and the collection of big data to maintain their power over the population. Minister Aubrey is a character in the novel who represents the Party’s control over the flow of information and propaganda. Through Winston's story, the novel serves as a cautionary tale about the importance of individual freedom and the dangers of totalitarianism and government surveillance in the modern era.",
248,Dream of Red Mansions,Nie Haihua,A Dream of Red Mansions,15,"['A Dream of Red Mansions', 'The Great Wall', 'Journey to the West', 'White Night Walk', 'Great Wall', 'The Ring', 'The Great Gatsby', 'Peach Blossom Fan', 'Democratic Centralism in China', 'The Movie', 'Chinese Political System', 'The Long Journey', 'ambition', 'Mirrors', 'Nie Haihua', 'The Hunt', 'Animal Farm', 'Houses', 'Fortress Besieged', 'love']","[0.9398083172226216, 0.36113389402371354, 0.35348406227626983, 0.3326288950845172, 0.3197908213961105, 0.3182703121741395, 0.30637608706265196, 0.30262884425392295, 0.30120640205891613, 0.2919422449186945, 0.29176946496184486, 0.2863366528699754, 0.28299208194655767, 0.2770690394072016, 0.26918159434635663, 0.2669381483764976, 0.2589556456638832, 0.25854275912742025, 0.25558257734440615, 0.2536250481745953]",name_properties,Dream of Red Mansions,"Dream of the Red Chamber, also known as The Story of the Stone, is a masterpiece novel composed by Cao Xueqin in the middle of the 18th century. The novel is regarded as one of the Four Great Classical Novels of Chinese literature which depicts the rise and decline of a family much alike to Cao's own and, by extension, of the dynasty itself. It offers a deep insight into the worldview, aesthetics, life-styles, and social relations of 18th-century China. Exploring a range of philosophical and religious questions, the novel's intricate plot delves into the concepts of family honor and official power. At its core, the novel is a memorial to the women that Cao Xueqin knew in his youth, including friends, relatives, and servants. While the author depicts the power of the father over the family, the novel provides a profound portrayal of women's lives in this era. The story centers around Jia Baoyu, Lin Daiyu, Shi Xiangyun, and other members of the Jia clan as they navigate their personal relationships and family dynamics. The novel was not published until nearly three decades after Cao's death when it was edited by Gao E and Cheng Weiyuan, adding 40 chapters, to become the most widely circulated version. The novel has been translated into different titles, including A Dream of Red Mansions, Red Chamber Dream, and The Story of the Stone.",
249,One Hundred Years of Solitude,Love in the Time of Cholera,Love in the Time of Cholera,1,"['Love in the Time of Cholera', 'The Old Man and the Sea', 'A Dream of Red Mansions', 'The Long Journey', 'Into the Wild', 'Bookshelf', 'Animal Farm', 'cocoon', 'The Great Gatsby', 'Desert', 'The Ring', 'The Discovery of America', 'Journey to the West', 'The Great Wall', 'Blankets', 'The Revolution of 1911', 'The Movie', 'La Traviata', 'The Discovery of India', 'book']","[0.4589314349619779, 0.45534532340758194, 0.35384191418118405, 0.33020544063469986, 0.29035337957501756, 0.2827288508864665, 0.2705558747941079, 0.2571993056447579, 0.25684653739219127, 0.25233481105976663, 0.2426880039571069, 0.23871974018568987, 0.23134912387672243, 0.22797496207153062, 0.218177643880951, 0.21690351041378764, 0.2150431990401732, 0.2133397752996095, 0.21281970164179165, 0.2123667229882833]",name_properties,One Hundred Years of Solitude,"One Hundred Years of Solitude by Gabriel García Márquez is a literary masterpiece that tells the story of the Buendía family in the fictitious town of Macondo, which was founded by the family patriarch, José Arcadio Buendía. In this novel, Márquez uses the magical realism style to portray the Buendía family's destiny and their struggles over multiple generations. The book is known to be one of the most significant works in the Hispanic literary canon and has been translated into 46 languages, selling over 50 million copies since its publication in 1967. The Buendías family's journey in Macondo is a representation of the Latin American Boom of the 1960s and 1970s, where Márquez's style was influenced by Modernism and the Cuban Vanguardia. One Hundred Years of Solitude is a book that should be read by all literature enthusiasts, as it is a timeless classic that sets the standard for the magical realism genre.",
250,The Catcher in the Rye,The Great Gatsby,The Great Gatsby,1,"['The Great Gatsby', 'The Old Man and the Sea', 'Into the Wild', 'Love in the Time of Cholera', 'The Ring', 'Animal Farm', 'The Hunt', 'book', 'The Movie', 'Checkers', 'The Puzzle', 'Bookshelf', 'Student', 'Fishing', 'Painter and Critic', 'the cleaners', 'The Long Journey', 'Library', 'The War Against Japan', 'A Puzzle']","[0.44331177947414746, 0.39975996383435786, 0.3689804349341742, 0.32212090920102887, 0.3132539069106306, 0.30456086186128856, 0.2874462008197175, 0.27179833361410394, 0.26883814728239325, 0.26581994821587324, 0.25685615750559776, 0.25205457124794567, 0.24998502940696132, 0.24540696335816337, 0.23882154326242178, 0.23252899254878961, 0.23045474435137, 0.21951588399994632, 0.21361392372613314, 0.20829495556738492]",name_properties,The Catcher in the Rye,"The Catcher in the Rye by J.D. Salinger is a novel that delves into the complexities of being human, particularly through the eyes of the iconic teenage protagonist, Holden Caulfield. Originally published for adults, this novel has become a staple in the world of adolescent literature, famous for its themes of angst and alienation, as well as its critiques of societal superficiality. Through Holden's narration, the reader is taken on a journey of self-discovery, pondering issues of innocence, identity, belonging, and connection, while also discussing controversial topics such as sex and depression. With over 65 million books sold and a million copies sold each year, The Catcher in the Rye has gained global recognition and praise. The novel's social criticisms and discussions on human nature have made it an enduring classic and a must-read for those seeking insight into the complexities of being human.",
251,The Three-Body Problem,Foundation Series,a three-dimensional puzzle,-1,"['a three-dimensional puzzle', 'The Puzzle', 'The Maze Problem', 'A Puzzle', 'Human Body', 'Solving Puzzles', 'The Great Wall', 'A Dream of Red Mansions', 'The Long Journey', 'Journey to the West', '3D Projection', ""Rubik's Cube"", 'The Ring', 'Chinese Political System', 'A Jigsaw Puzzle', 'Molecular Symmetry', 'Deciphering the Code', 'The Movie', 'The Brain', 'Crime Scene']","[0.44202666081965514, 0.4201622578547046, 0.4119737094786464, 0.3788636371732821, 0.3594836827740328, 0.33216938903892335, 0.3270730550294927, 0.32452552264196055, 0.31247978577750957, 0.30486211504708344, 0.3028481117599214, 0.2980781802840238, 0.2967081289117127, 0.2925057734961847, 0.28592122274871, 0.28144678974371096, 0.2780044999169861, 0.27505561103068993, 0.2713128636148018, 0.2704958883990192]",name_properties,The Three-Body Problem,"The Three-Body Problem, written by the renowned Chinese science fiction author Liu Cixin, is a novel that explores the possibility of an encounter with an advanced alien civilization. The trilogy, known as Remembrance of Earth's Past, vividly describes the encounter when Earth discovers a nearby star system inhabited by a unique Three-Body Civilization. The novel uses the concept of the Three-Body Problem in orbital mechanics as a metaphor to illustrate the chaos and unpredictability that ensues from a first contact scenario. The second and third novels in the series, The Dark Forest and Death's End, continue the epic story, with themes of dimensionality reduction strike and the complex interplay between civilizations. Notably, the character Luo Ji emerged as a prominent figure in the story, propelling the narrative to new heights. The Three-Body Problem won multiple literary awards, including China's premier science fiction accolade, the Yinhe Award. The English translation by Ken Liu was also awarded the prestigious Hugo Award for Best Novel, a historic achievement as it was the first-ever Asian novel to achieve this feat.",
252,Pride and Prejudice,A Dream of Red Mansions,The Great Gatsby,10,"['The Great Gatsby', 'Love in the Time of Cholera', 'The Ring', 'The Hunt', 'Animal Farm', 'The Movie', 'Into the Wild', 'Declaration of Independence', 'book', 'A Dream of Red Mansions', 'La Traviata', 'The Puzzle', 'Pedigree Trees', 'Bookshelf', 'The Discovery of India', 'A Puzzle', 'Library', 'Brave New World', 'The Discovery of America', 'Houses']","[0.40290914496380276, 0.332732797677985, 0.32386349490810784, 0.3202537258302106, 0.3171433198984209, 0.29469821010101704, 0.2838917257124166, 0.2738373560154709, 0.26935793365245236, 0.26738993343933737, 0.2669784284441151, 0.26463917711516355, 0.2643808173170488, 0.2550896469941366, 0.25025673096819073, 0.24973652836539031, 0.24926563330090257, 0.24723721985896663, 0.24667186623086934, 0.24650400389879143]",name_properties,Pride and Prejudice,"Pride and Prejudice, authored by Jane Austen, is a classic novel of manners that follows the journey of the protagonist, Elizabeth Bennet. The story revolves around the Bennet family, their challenges, and the societal norms of 19th century England. Elizabeth, the second daughter of Mr Bennet, learns about the importance of avoiding hasty judgments and the difference between superficial goodness and genuine goodness. The plot is driven by the family's financial difficulties that can only be resolved through at least one of the daughters marrying well. Despite being written over 200 years ago, Pride and Prejudice continues to be one of the most popular novels in English literature with over 20 million copies sold. The novel's memorable characters and themes have been portrayed in dramatic adaptations, reprints, films, and TV versions. The novel evokes a sense of nostalgia for readers of all ages and has influenced modern literature. Despite the story’s setting in a world where consanguineous marriage was socially acceptable, the novel still resonates with contemporary readers, making it a timeless classic.",
253,Red and Black,La Traviata,A Dream of Red Mansions,-1,"['A Dream of Red Mansions', 'American Civil War', 'Football Game', 'White Night Walk', 'Buy and Sell', 'River', 'War', 'Checkers', 'The Ring', 'Final Exam', 'Dominoes', 'Horse Racing', ""Rubik's Cube"", 'Painter and Critic', 'Circuits', 'Crime Scene', 'Mirrors', 'Friction', 'Musical Notes', 'Desert']","[0.3448108355970247, 0.2999555181300635, 0.2979283415155953, 0.29475348624772857, 0.29206983654852275, 0.2838467289884812, 0.2832667112345569, 0.2832474854462677, 0.27386535123243183, 0.27104038136893616, 0.269733504378324, 0.24816642538626738, 0.24798542431822118, 0.24650488388117567, 0.24314789060642508, 0.24069181788541835, 0.24043882563633256, 0.2403397920751949, 0.23868637603058077, 0.23832216185622052]",name_properties,Red and Black,"Red and black are a pair of colors that have been associated with various aspects of life. In literature, they are often used to symbolize different characters or themes. One notable example is the novel ""The Red and the Black"" by Stendhal, which centers around the life of a young man named Julian Sorrell. Julian seeks to advance in society by using his intelligence, but he is caught between two women, Mathilde and Madame de Rênal. Mathilde is a wealthy and manipulative woman who tempts Julian with promises of a bright future, while Madame de Rênal is a noblewoman who offers him pure love and a simpler life. Red and black feature prominently in the novel's themes of passion, ambition, and societal constraints, as Julian's decisions lead him down a path of both triumph and tragedy. Overall, 'Red and black' can be seen to represent the dualities of life, the struggle between passion and reason, and the societal norms that govern our choices.",
254,The Old Man and the Sea,Journey to the West,The Old Man and the Sea,9,"['The Old Man and the Sea', 'Love in the Time of Cholera', 'The Great Gatsby', 'Animal Farm', 'Into the Wild', 'The Movie', 'The Long Journey', 'A Dream of Red Mansions', 'Journey to the West', 'Fishing', 'Sailing', 'Painter and Critic', 'The Hunt', 'The Discovery of America', 'The Ring', 'La Traviata', 'book', 'Bookshelf', 'Final Exam', 'The Puzzle']","[0.9999993391816795, 0.35876636087975167, 0.3394770791020725, 0.3297049657322449, 0.32194719572529495, 0.29052083328346046, 0.28662316276392596, 0.2844725316379213, 0.2716060678128058, 0.2683457787964558, 0.25912939230913756, 0.24696766243561208, 0.24327975750762815, 0.22986069794331773, 0.22737036202962163, 0.2232737594609448, 0.22300254559942684, 0.2223526518488269, 0.20823077996435677, 0.20167736858069113]",name_properties,The Old Man and the Sea,"The Old Man and the Sea by Ernest Hemingway is a captivating novella that tells the story of an aging Cuban fisherman named Santiago. Through his journey, Santiago seeks to overcome his ego while facing the challenges of an impossible task - to catch a giant marlin in the Gulf Stream off the coast of Cuba. The author does a remarkable job portraying Santiago as a saint-like figure, doomed to fight against forces beyond his control. Despite his struggle, Santiago remains determined, driven by a deep sense of purpose and a desire to prove his worth. The story is beautifully written and offers a powerful message on the human condition, reminding us of the importance of resilience, perseverance, and the strength to seek out our goals despite seemingly insurmountable obstacles. Awarded the Pulitzer Prize for Fiction in 1953 and cited as a significant contribution towards Hemingway's Nobel Prize in Literature in 1954, The Old Man and the Sea remains a timeless classic that continues to inspire readers worldwide.",
255,1984,Animal Farm,Animal Farm,1,"['Animal Farm', 'The Great Gatsby', 'clock', 'War', 'state', 'code', 'Declaration of Human Rights', 'crime', 'government', 'The Movie', 'The Ring', 'nation', 'politics', 'city', 'signal', 'Checkers', 'sport', 'car', 'Declaration of Independence', 'book']","[0.32544541446133995, 0.3144650820414397, 0.30344215308815015, 0.2962740234608437, 0.29227252346269633, 0.29007262520826843, 0.2850074361169629, 0.28435976853185285, 0.28108587889403547, 0.2805494419109502, 0.27242325725325156, 0.27224057798350304, 0.27134337217719084, 0.26875535256471056, 0.268146037063826, 0.2632657075473712, 0.2544518511692162, 0.2534320755980514, 0.2508845801713137, 0.24915480856202338]",name_properties,1984,"1984 is a highly acclaimed novel by George Orwell which was published in 1949. The book is set in a dystopian society where a totalitarian government runs everything and monitors every move made by its citizens. The story is centered around Winston Smith, a member of the working class who is disillusioned with the oppressive nature of the society he lives in. He begins to question the political propaganda that is fed to the masses by the government, which is led by the mysterious figure known as Big Brother. 

As Winston delves deeper into this world, he discovers a dark truth about the government's intentions and agenda. The novel explores themes of government surveillance, propaganda, and the power of language to manipulate a society. The story is set in the year 1984, which has now passed, but the thought-provoking concepts explored in the book continue to resonate with readers to this day. It warns against the dangers of an all-powerful government that seeks to control its citizens through fear, manipulation, and oppressive tactics. 

Overall, 1984 is a timeless classic that continues to be relevant despite being written over 70 years ago. It presents a stark warning of what can happen when political power is concentrated in the hands of a few, and the devastating consequences that can result if such power is not checked. Orwell's novel serves as a reminder of the importance of individual freedom, the power of dissent, and the need for accountability and transparency in government.",
256,Gone with the Wind,Peach Blossom Fan,The Great Gatsby,20,"['The Great Gatsby', 'Into the Wild', 'The Movie', 'American Civil War', 'La Traviata', 'The Ring', 'The Old Man and the Sea', 'A Dream of Red Mansions', 'The Great Wall', 'The Long Journey', 'Journey to the West', 'Wind Power', 'Dust Storm', 'Animal Farm', 'The American War of Independence', 'The Hunt', 'The War Against Japan', 'Great Wall', 'Blankets', 'Peach Blossom Fan']","[0.4477064777230342, 0.3862554584408092, 0.379067165907037, 0.3614145725447111, 0.30361785575725597, 0.30079299821972416, 0.30031807503729746, 0.2937800254578215, 0.29252790423365826, 0.2920864041098006, 0.28424970007529654, 0.27962023251517687, 0.26341647452501227, 0.26313834066766606, 0.2593435166499002, 0.2473195884069076, 0.24478595520534288, 0.24206069471862873, 0.24167437678262965, 0.2381899196345385]",name_properties,Gone with the Wind,"Gone with the Wind is a timeless classic that has touched the hearts of millions of people around the world. Written by Margaret Mitchell in 1936, the novel tells the story of Scarlett O'Hara, a self-centered Southern belle living in Georgia during the Civil War. Scarlett is headstrong and determined, and through her trials and tribulations, she learns the endurance and resilience that is required to survive in a world torn apart by war. Alongside Scarlett are other important characters like her sisters, Serena and Lark, who also experience the hardships of living in the South during this tumultuous time in history. In 1939, the novel was adapted into a film of the same name, which went on to become one of the most beloved movies in history. The film starred Vivien Leigh as Scarlett O'Hara, and was a stunning visual masterpiece with a sweeping score and lavish costumes. With its rich and complex characters, stunning plot, and powerful themes, Gone with the Wind will always hold a special place in the hearts of readers and moviegoers alike.",
257,Sherlock Holmes,White Night Walk,Solving Puzzles,-1,"['Solving Puzzles', 'The Puzzle', 'A Puzzle', 'Crime Scene', 'A Jigsaw Puzzle', ""Rubik's Cube"", 'The Hunt', 'The Ring', 'human', 'universe', 'Deciphering the Code', 'mind', 'The Discovery of India', 'Dictionary', 'Islam', 'Checkers', 'Enlightenment', 'the cleaners', 'Love in the Time of Cholera', 'crime']","[0.3440667960838924, 0.339020642888231, 0.33026581919798903, 0.2954704463113521, 0.29093059459044385, 0.27531754627793326, 0.2736244284784235, 0.27222414611558154, 0.2668337486400329, 0.2622105255111842, 0.2620200474108501, 0.2497409127778381, 0.2435321156565416, 0.24168698198443522, 0.24029358533178968, 0.2365199010388876, 0.23532546355781928, 0.22878079381506705, 0.22874732639014944, 0.22844769332040926]",name_properties,Sherlock Holmes,"Sherlock Holmes is a fictional detective created by the British author Arthur Conan Doyle, known for his unsurpassed skills in reasoning and puzzle-solving while solving cases for a wide range of clients, including Scotland Yard. The character was first introduced in 1887 and has since become one of the world's most renowned literary detectives. Holmes's popularity is such that many believe him to be a genuine person, not a fictional hero. His impact on popular culture and mystery writing cannot be understated, with countless adaptations and recreations appearing in literature, television, film, video games, and other media. Conan Doyle's ingenuity in crafting the enigmatic Holmes, combined with his exceptional writing skills, culminated in a creation that has stood the test of time and influenced generations.",
258,Thorn Birds,Fortress Besieged,The Hunt,-1,"['The Hunt', 'The Ring', 'A Dream of Red Mansions', 'Mirrors', 'Peach Blossom Fan', 'Tree', 'Into the Wild', 'Archery', 'Drama', 'Plants', 'The Movie', 'Brave New World', 'forest', 'The Long Journey', 'cocoon', 'The Puzzle', 'River', 'Spring', 'The Great Gatsby', 'Heart']","[0.3984493320641515, 0.36800635768474965, 0.33354044093527635, 0.3089309721898894, 0.2994501479855545, 0.2982240941747437, 0.2981131113290627, 0.28492693479355746, 0.27880975288332155, 0.2783709380980602, 0.27802284971913604, 0.2743866484218396, 0.269897169342154, 0.2675222315741781, 0.2597256656571398, 0.2553423568484593, 0.25323652629699356, 0.25180352132751754, 0.25015743947134805, 0.24702531702043942]",name_properties,Thorn Birds,"The Thorn Birds is a critically acclaimed novel by Colleen McCullough that has become a cultural phenomenon. Set in the Australian Outback, the story follows the lives of the Cleary family spanning from 1915 to 1969. The novel has made history as the best-selling book in Australian history with over 33 million copies sold worldwide. The Thorn Birds was also adapted into a highly rated miniseries, becoming the second highest-rated miniseries in the United States behind Roots. McCullough’s work has inspired other adaptations such as a musical and has even garnered the attention of the ""Big Jubilee Read"" list of 70 books by Commonwealth authors in 2022. This novel tells a captivating and emotional tale, without the themes of racism present in other monumental works of literature such as Harper Lee’s ""To Kill a Mockingbird"" or Scott Fitzgerald’s ""The Great Gatsby.""",
259,Group Theory,Molecular Symmetry,Group Behavior,2,"['Group Behavior', 'Molecular Symmetry', 'Social Circle', 'theory', 'Math', 'Evolution', 'Tree', 'Alphabet', 'The Maze Problem', 'society', 'The Brain', 'Families', 'Biological Evolution', 'reasons for a theory', 'Circuits', 'Factory System', 'Building Structure', 'Taylor Expansion', ""Rubik's Cube"", 'The Puzzle']","[0.5729327267921769, 0.38400694230711796, 0.38290092029408235, 0.36514015743776945, 0.34623843800436394, 0.2870835125071853, 0.28472147123528396, 0.28428097450552914, 0.2825318927989021, 0.2811547992202649, 0.27862733500783526, 0.27280250174302595, 0.27206057720132837, 0.2684383398071972, 0.2640981471150217, 0.2607911939359531, 0.25800721568831786, 0.2579862460669229, 0.2558499482182152, 0.25425419715300507]",name_properties,Group Theory,"Group theory is a branch of abstract algebra that studies algebraic structures called groups. A group is a set of elements that are operated on by a binary operation satisfying certain axioms. This concept is fundamental to abstract algebra, with many other algebraic structures being defined as groups with added operations and axioms. Linear algebraic groups and Lie groups are two specific branches of group theory with their own applications. 

Group theory has significant applications in physics, chemistry, and material science, as group theory and representation theory can be used to model systems such as crystals and atoms. Additionally, it is central to the field of public key cryptography. The history of group theory dates back to the 19th century, and one of the most significant contributions to the field was the effort towards a complete classification of finite simple groups between 1960 and 2004. The concept of an invariant subset is an important aspect of group theory.",
260,Music,Math,Music,9,"['Music', 'Music Performance', 'sounds', 'Musical Notes', 'A Tuning System for Music', 'sport', 'life', 'sound system', 'Math', 'Dance', 'money', 'Car', 'City', 'ideas', 'Architecture', 'atom', 'The Movie', 'business', 'War', 'book']","[1.0000000000000004, 0.633153164310652, 0.5632274399188528, 0.5239027377035186, 0.46301281787257065, 0.44007271653023805, 0.430198098535296, 0.42893159478026543, 0.41559077645369163, 0.4054539776823557, 0.4037385258448828, 0.3876456609443664, 0.38495537182579737, 0.38061298884746547, 0.3767707644152948, 0.3746866960495441, 0.3728620452420752, 0.37233497652504266, 0.3673600591310918, 0.36463205999496695]",name_properties,Music,"Music is an art form that combines various elements such as sound, melody, rhythm, harmony and more to create expressions that evoke emotions and connect deeply with the listeners. It is an integral part of human societies and cultural traditions around the world, played and enjoyed by people of all age groups. Music can be created in various ways, through improvisation, composition, and performance of a wide range of instruments, including vocals. While notes, chords, and rhythms are essential building blocks to create music, there is no exact consensus on their specific definitions. Music industry involves numerous professionals such as songwriters, performers, sound engineers, producers, tour organizers, distributors, critic, scholars and more. Music is often played at various occasions and events, delighting music enthusiasts with its magical presence.",
261,Fermat's Theorem,The Maze Problem,Mathematical Calculations,6,"['Mathematical Calculations', 'Math', 'Molecular Symmetry', 'theory', 'Taylor Expansion', 'The Maze Problem', 'The Law of Means', 'Financial Equilibrium', 'Principle of Financial Balance', 'heat transfer', ""Rubik's Cube"", 'Friction', 'universe', 'Factory', 'Evolution', 'The Puzzle', '3D Projection', 'A Puzzle', 'Circuits', 'Computer Code']","[0.3747527905786706, 0.35778445031347494, 0.3501254944818241, 0.3173118349810315, 0.3140015320159149, 0.3098050603643673, 0.30453526019497046, 0.29344033864130614, 0.27653135622476266, 0.2690713538093242, 0.2605389740380645, 0.25965830781208804, 0.259040144985035, 0.257846318861896, 0.2549133711975121, 0.253352651606634, 0.24997230626762032, 0.2478311642664513, 0.24614294464103043, 0.24364982164881976]",name_properties,Fermat's Theorem,"

Fermat's Theorem is a collection of mathematical theorems derived from the works of Pierre de Fermat, a prominent 17th-century mathematician. The theorem comprises several fascinating theorems, including Fermat's Last Theorem, Fermat's little theorem, Fermat's theorem on sums of two squares, Fermat's theorem on stationary points, Fermat's principle, Fermat polygonal number theorem, and Fermat's right triangle theorem. Each theorem deals with unique properties of numbers and critical concepts in mathematics. For instance, Fermat's principle relates to the path taken by a ray of light, while Fermat's theorem on stationary points deals with local maxima and minima of differentiable functions. Meanwhile, Fermat's right triangle theorem relates to squares not being expressible as the difference of two fourth powers. Despite its diversity, the common denominator in Fermat's theorem is the use of mathematics to solve problems in different contexts. This makes it a valuable tool for addressing different mathematical problems. However, Fermat's theorem does not apply to specific concepts such as shortest path, point, or obstacle, making it relevant to specific mathematical problems only.",
