id,target,gold_source,all_golden_sources,predicted_rank_1,gold_rank,num_golden_found,found_golden_sources,golden_ranks,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
276,flower,innovation,['innovation'],Plants,11,1,['innovation'],[11],"['Plants', 'Planting', 'Greenhouse', 'forest', 'Tree', 'life', 'Water pipe system', 'career', 'River', 'Baking', 'innovation', 'Ecosystem', 'love', 'Greenhouses', 'respiration', 'natural selection', 'heat transfer', 'planet', 'Information Flow', 'ecosystem']","[0.6534173673516258, 0.5180412563089898, 0.4802916716976765, 0.46784852590334125, 0.4539226902344245, 0.4154241740738526, 0.39687330938798937, 0.39577543906421125, 0.389017966586594, 0.3871396781590333, 0.3810212091255145, 0.3763178088409189, 0.3763083215597201, 0.3731205799352248, 0.3701001349011638, 0.3680550241024969, 0.363828527017969, 0.3621824158729422, 0.35854700927725436, 0.3577446005430471]",name_properties,"flower. flower, water, stem, soil, planting, blossom, greenhouse, symbiosis","Flowers are the reproductive structures found in flowering plants and play a crucial role in the plant's reproduction cycle. These flowers produce gametophytes which develop into the male and female reproductive cells. Some flowers self-pollinate while others need cross-pollination, which is facilitated by animals like bees and butterflies that are attracted by the bright colors and nectar produced by the flowers. Flowers are also appreciated by humans for their beauty, scent, and cultural significance. Proper planting of flowers requires a good amount of water, suitable soil, and a healthy stem. Greenhouses can be used for growing and nurturing flowers in a controlled environment. Flowers and animals have a symbiotic relationship where the flowers provide food and shelter to the animals, and in turn, the animals facilitate the plants' reproduction by transferring their pollen.","flower, water, stem, soil, planting, blossom, greenhouse, symbiosis"
277,mountain,career,['career'],lift,4,1,['career'],[4],"['lift', 'ambition', 'object slides', 'car', 'career', 'difficulties', 'business', 'sport', 'understanding', 'money', 'competition', 'Solving Puzzles', 'mind', 'planet', 'The Hunt', 'Leaping Over Barriers', 'love', 'education', 'debate', 'government']","[0.5019985325582947, 0.411807533957095, 0.395957530999827, 0.37075191488323, 0.35346390241075754, 0.3522241309388757, 0.350984551293682, 0.34853957620188986, 0.3395443793816984, 0.339535236733735, 0.3353609938940968, 0.3285666832344819, 0.32832886671051864, 0.3283246506511722, 0.32704196978663086, 0.3238323993441286, 0.31834087894695295, 0.3135254741426457, 0.31324698940070067, 0.3103295997854093]",name_properties,"mountain. mountain, ascent, descent, climb, lift, guide, climber","A mountain is a majestic landform that rises steeply above the surrounding land, offering breathtaking views and challenging terrain for those willing to venture up its slopes. They are formed through complex geological processes that take millions of years to shape, and once they are formed, they become an important part of the ecosystem, affecting the climate and biodiversity of the region. Despite the challenges that mountains present, they are an irresistible draw for adventure enthusiasts who seek the thrill of climbing to their highest points. For such climbers, the ascent and descent of a mountain requires physical strength, technical skill, and expert guidance. The climb is often done with the help of lifts, ropes, and other equipment, and climbers rely on experienced guides to help them navigate the tricky terrain safely. Mountain climbing is a challenging and rewarding pursuit, offering unparalleled views of the surrounding landscape and a sense of accomplishment that can only be gained by summiting one of these incredible peaks.","mountain, ascent, descent, climb, lift, guide, climber"
278,hill,career,['career'],lift,3,1,['career'],[3],"['lift', 'object slides', 'car', 'ambition', 'difficulties', 'heat', 'The Hunt', 'planet', 'Solving Puzzles', 'skill', 'career', 'heat transfer', 'illness', 'line', 'debate', 'business', 'understanding', 'politics', 'The Helix Bridge', 'education']","[0.5244654698745956, 0.3880971476127994, 0.35910384125722933, 0.35341508162054647, 0.34313627008180536, 0.3366581569187847, 0.334339138922493, 0.32891665715623164, 0.32814222808368493, 0.3268240079653266, 0.32344997061278186, 0.3219848667942516, 0.3213556472825332, 0.320986263176394, 0.315995160995246, 0.3153357498605186, 0.31449327990020626, 0.31297133894537166, 0.30142289846823295, 0.2993923049798446]",name_properties,"hill. hill, ascent, descent, climb, lift, guide, climber","A hill is a natural landform that towers over the surrounding terrain, often with a prominent peak. It is a natural formation, formed due to geological processes such as tectonic activity, erosion, and weathering. For many, the challenge of ascending a hill is a thrilling and rewarding experience. Climbing up a hill requires determination and strength, but the feeling of accomplishment upon reaching the summit is unlike any other. The descent down a hill can be just as exhilarating, as it requires careful navigation to ensure a safe return to the base. To make the ascent easier and safer, climbers may use lifts or guides. However, for the true adventurer, a climb up a hill is a personal journey that demands one's full attention and focus. Whether you are a seasoned climber or a beginner, the experience of ascending a hill is a transformative one that changes the way you view your surroundings and yourself. So, take the challenge, and let the hill guide you to new heights.","hill, ascent, descent, climb, lift, guide, climber"
279,slope,career,['career'],object slides,6,1,['career'],[6],"['object slides', 'lift', 'ambition', 'crime', 'planet', 'career', 'understanding', 'difficulties', 'line', 'business', 'Alphabet', 'love', 'illness', 'competition', 'debate', 'skill', 'politics', 'money', 'Student', 'car']","[0.5587460941009714, 0.5266978580866508, 0.3713786176880665, 0.36557876568218306, 0.35061111670787176, 0.3426580588201522, 0.336291265226605, 0.33453966547018327, 0.3289498214101419, 0.32769555989698684, 0.3217611665233787, 0.3187926121328155, 0.3174322723585846, 0.31701214606715256, 0.3168001943912824, 0.3131055661963291, 0.31093789567311036, 0.310542483479483, 0.30559036384874483, 0.30471259264815753]",name_properties,"slope. slope, ascent, descent, climb, climber","The slope, also known as the gradient, of a line is a fundamental concept in mathematics that describes both the direction and steepness of a line. It is calculated by finding the ratio of the vertical change to the horizontal change between any two points on a line. A line that is increasing has a positive slope, while a line that is decreasing has a negative slope. The steepness of a line is measured by the absolute value of the slope. In geography and civil engineering, the concept of slope is used to describe the ascent, descent, or climb of a road, while in climbing, it is used to describe the difficulty level of a route. The generalization of the concept of slope allows for complex constructions and planning beyond simple horizontals and verticals, making it one of the main foundations of the modern world in terms of both technology and the built environment.","slope, ascent, descent, climb, climber"
280,organism,society,['society'],Evolution,19,1,['society'],[19],"['Evolution', 'respiration', 'illness', 'Human Body', 'Heart', 'Ecosystem', 'life', 'the skeletal system', 'line', 'Plants', 'Human Hands', 'forest', 'money', 'nation', 'ecosystem', 'Disease', 'theory', 'atom', 'society', 'business']","[0.5234493041175482, 0.41190415047911494, 0.40255444223245435, 0.3962592746766099, 0.39435120946477975, 0.3892235774181216, 0.3743860224282717, 0.36406329565354945, 0.34868546451592475, 0.3438562583531499, 0.3405221835072104, 0.3402202162943632, 0.33488045828248814, 0.33483407538646637, 0.3337107776845436, 0.33250697913268357, 0.33224958595690546, 0.32950688853876997, 0.32847795370174737, 0.32682912637434197]",name_properties,"organism. organism, cell, cell, organ, tissue, vein","An organism is a complex living system that functions as an individual unit with a unique genetic makeup. It is composed of one or more cells, which adhere to the cell theory that defines the basic functional and structural unit of life. The concept of an organism is based on the idea of a minimal functional unit of life, possessing three key attributes of noncompartmentability, individuality, and distinctness. Organisms are classified into different taxonomic groups such as multicellular animals, plants, fungi, unicellular microorganisms such as protists, bacteria, and archaea, all of which are capable of growth, reproduction, and maintenance. The multicellular organisms, such as beetles, squids, tetrapods, mushrooms, and vascular plants possess specialized tissues and organs. Unicellular organisms can either be prokaryotes or eukaryotes, where eukaryotes are characterized by a nuclear membrane and membrane-bound organelles. The Earth comprises of a vast range of organism species extending from multicellular to unicellular ones, with over 1.7 million documented species out of an estimated 2 million to 1 trillion species. With the identification of specific genes from the last universal common ancestor of all organisms on Earth, the study of organisms has become more comprehensive and detailed. The concepts of cells, organs, tissues, and veins are vital in classifying and understanding these diverse living systems.","organism, cell, cell, organ, tissue, vein"
281,household,government,['government'],house,6,1,['government'],[6],"['house', 'marriage', 'Families', 'Houses', 'family', 'government', 'business', 'career', 'money', 'life', 'heat', 'nation', 'car', 'Feudal Dynasties', 'factory', 'society', 'File Cabinet', 'poverty', 'The Hunt', 'education']","[0.5281618820565883, 0.46849894400433206, 0.4440197642875009, 0.43562750952796975, 0.4029147498908419, 0.4000971038197073, 0.39473363749678897, 0.3899321048490322, 0.3868777692125382, 0.38158393008102875, 0.38114552564155985, 0.3782685870254302, 0.3781820275900422, 0.37698907216804045, 0.37073890407248977, 0.3695329056430311, 0.36439656834750317, 0.3601395557389435, 0.3582053861008407, 0.3511890281984042]",name_properties,"household. household, house, father, servant, father, father, housekeeper","A household is a group of individuals who reside in the same living space. It can be a single family unit or a combination of persons who share a dwelling. The concept of the household serves as a fundamental unit of analysis in various social, microeconomic and governmental models. Its significance in economics, inheritance, and other areas of research are undeniable. Household models can comprise of blended families, shared housing, group homes, boarding houses, houses of multiple occupancy, and single room occupancy. Historically, rich feudal societies had royal households and wealthy medieval households that included servants and other employees. The household unit usually has a head, which may be the father, who oversees the responsibilities of the family and estate. Additionally, a housekeeper or other servants are usually employed to maintain the household in its best condition.","household, house, father, servant, father, father, housekeeper"
282,disease,poverty,"['poverty', 'crime']",illness,9,1,['crime'],[9],"['illness', 'Disease', 'Diseases', 'Drug Treatment', 'politics', 'education', 'nation', 'government', 'crime', 'business', 'laboratory', 'life', 'career', 'mind', 'marriage', 'society', 'sport', 'bacterial mutation', 'skill', 'money']","[0.6875947652012673, 0.6572384976674219, 0.5025744232906528, 0.4784436283447702, 0.42322462881013095, 0.42307540214523237, 0.4200390977593559, 0.4061704594631599, 0.40297499682573157, 0.39460141501787976, 0.3928360505417227, 0.3882407288923809, 0.3844156285919065, 0.3832811551152025, 0.3787611704479734, 0.37465489817214287, 0.36012065975075874, 0.3596216938839242, 0.35702169325281485, 0.3541501641158784]",name_properties,"disease. disease, doctor, doctor, patient, hospital, medicine, medicine, cure","A disease is a medical condition that affects the structure or function of any part of an organism. It can be caused by internal dysfunctions or external factors such as pathogens. Diseases are often associated with various signs and symptoms and can cause pain, dysfunction, distress, social problems or even death to the affected individual. In this context, the study of disease, known as pathology, includes determining the cause of the disease. Treatment of diseases is done through medicine, surgery, or other medical procedures in hospitals. Patients seek the attention of a doctor to cure their illnesses and to alleviate the symptoms they experience.","disease, doctor, doctor, patient, hospital, medicine, medicine, cure"
283,journey,education,"['education', 'illness', 'love', 'career']",car,1,2,"['love', 'career']","[20, 1]","['car', 'The Long Journey', 'Vehicle Traffic', 'career', 'Transportation Systems', 'Sailing', 'life', 'society', 'sport', 'Mail', 'crime', 'Expressway', 'Urban Transportation', 'Bridge', 'business', 'ambition', 'River', 'difficulties', 'money', 'love']","[0.5923935482469874, 0.5573000378639242, 0.4898174925390232, 0.47737197701278866, 0.475542172742216, 0.40622500957773544, 0.40260442762140997, 0.3964999094569045, 0.3936103726429522, 0.39202352797782086, 0.3886338130688557, 0.3774940679998333, 0.3753508389099673, 0.36839328621158157, 0.36730858023488266, 0.36569481507221174, 0.3619960382234477, 0.3600119103056261, 0.36000129928809216, 0.3549382892899392]",name_properties,"journey. journey, stop, station, vehicle, vehicle, vehicle, vehicle, landscape, destination, traveller, guide, driver, fuel, conductor","A journey can be one of the most exciting experiences of a person's life. It refers to the travel or movement of people between distant geographical locations. A journey can be completed on any vehicle such as a car, bus, train or plane, with multiple stops at stations along the way. A journey can vary in length; it can be a day trip or a long-distance travel expedition like a road trip. 

During a journey, passengers can witness the beauty of the landscape and explore new destinations. A wise traveller does not just depend on the driver to take them to places, but they also seek a guide to provide them with valuable insights about the route and the exciting locations along the journey. They keep an eye on the fuel to ensure the smooth functioning of their vehicle, while relying on the conductor to keep passengers informed about stops and stations.

Ultimately, embarking on a journey not only involves moving from one place to another but also discovering new experiences, learning about different cultures, and meeting new people along the way. So, buckle up and get ready for an exciting journey ahead!","journey, stop, station, vehicle, vehicle, vehicle, vehicle, landscape, destination, traveller, guide, driver, fuel, conductor"
284,food,idea,['idea'],Cooking,-1,0,[],[],"['Cooking', 'cooking', 'eating dinner', 'Baking', 'Gourmet', 'Recipes', 'respiration', 'ambition', 'family', 'Desert', 'car', 'Planting', 'heat', 'Cookie Making', 'education', 'life', 'camera', 'illness', 'Evolution', 'sport']","[0.5812606856925027, 0.4626737145879347, 0.45136261844094505, 0.450065006319671, 0.4482819415254889, 0.44814224470151587, 0.4399779937453292, 0.4170411850691974, 0.38971968092866993, 0.3870622615432605, 0.3740711061071642, 0.3727862955067074, 0.36992715551562794, 0.3645073860406409, 0.3643335706844183, 0.3566983608214228, 0.35373969810366085, 0.34027853920753215, 0.3378245962769099, 0.3359984613614574]",name_properties,"food. food, eating, digestion, feeding, feeding, food, cooking","Food is a vital substance consumed by living organisms to support nutritional needs. It is available in various forms, such as plants, animals, and fungi, and is rich in essential nutrients needed for proper growth and sustenance. While different species of animals have specific feeding behaviours, humans are highly adaptable and can acquire food from various ecosystems. However, the food industry, through intensive agriculture and complex food processing and distribution systems, is responsible for supplying most of the food energy needed. Unfortunately, such conventional agriculture practices also heavily rely on fossil fuels and contribute significantly to climate change. Hence, various issues, such as sustainability, biodiversity, economics, population growth, water supply, and food security, are linked to the food system. Notably, international organizations like the Food and Agriculture Organization and World Food Programme monitor food safety and security issues. Finally, food can be cooked or consumed raw in different ways depending on one's preference or cultural background.","food, eating, digestion, feeding, feeding, food, cooking"
285,building,theory,"['theory', 'family']",Buildings,-1,0,[],[],"['Buildings', 'Architecture', 'Building Structure', 'Construction Workers', 'Building', 'Construction Work', 'Building Repair', 'factory', 'City', 'Dust Storm', 'Planting', 'Bridge', 'sounds', 'house', 'Baking', 'business', 'Walls', 'Cookie Making', 'Houses', 'basketball']","[0.6099096343424364, 0.54950689155126, 0.5336941280937471, 0.5254936843952902, 0.4911858921409567, 0.47906110637066107, 0.46631402088306956, 0.44967265599944495, 0.4440488885912598, 0.4176873769901384, 0.3909109230977862, 0.37618796367791435, 0.37240427839949297, 0.3676046184488123, 0.3574714446105308, 0.3568132784038919, 0.355506368599094, 0.35486005788824243, 0.3508070420802913, 0.34781360526757266]",name_properties,"building. building, construction, construction, foundation, foundation, cement, block","A building is a permanent structure with walls and a roof that serves to provide shelter and comfort to its occupants. It is a physical division of the human habitat, separating the inside from the outside, protecting individuals from harsh weather conditions and other harmful elements. Buildings come in various sizes, shapes, and functions and are constructed using different materials depending on factors such as the availability of building materials, weather conditions, specific use, ground conditions, land prices, prestige, and aesthetic reasons. The construction process involves laying a foundation, putting up walls using materials such as cement and blocks and roofing. Enhancements in building practices have resulted in the emergence of sustainable planning and green buildings that are environmentally friendly.","building, construction, construction, foundation, foundation, cement, block"
286,building,family,"['theory', 'family']",Buildings,-1,0,[],[],"['Buildings', 'Building Structure', 'Architecture', 'Building', 'Construction Workers', 'Building Repair', 'Construction Work', 'factory', 'Dust Storm', 'City', 'Planting', 'Bridge', 'Factory System', 'Walls', 'File Cabinet', 'city', 'Cookie Making', 'house', 'lift', 'Army']","[0.6156870127019523, 0.5493949149359971, 0.49444073638760216, 0.4824580733338895, 0.45399791362389147, 0.44821971873886657, 0.43803842085536654, 0.43291625056901817, 0.4319851893841886, 0.4315433077973042, 0.41341803547149325, 0.37859815155794063, 0.3622460124320541, 0.35759603024859077, 0.354151822939752, 0.35064006116538604, 0.3478085694966684, 0.34672783054454415, 0.34598177859627743, 0.34578755722430493]",name_properties,"building. building, foundation, cement","A building is a significant structure that provides shelter, security, and living space to people. It serves as a physical division between the inside and outside world, providing comfort and safety from the harsh environment. Buildings come in a variety of sizes, shapes, and functions, and have been adapted throughout history for various reasons, from building materials available to aesthetic reasons. Every building needs a strong foundation made of cement to withstand the test of time. With the advancement of technology, sustainable planning and building practices have become an integral part of the design process of modern buildings.","building, foundation, cement"
287,battle,debate,"['debate', 'illness']",War,3,1,['debate'],[3],"['War', 'Army', 'debate', 'argument', 'competition', 'politics', 'sport', 'skill', 'career', 'The Hunt', 'Great Wall', 'Vehicle Traffic', 'Competition', 'The Great Wall', 'business', 'education', 'money', 'Music Performance', 'difficulties', 'The War Against Japan']","[0.6559981296887692, 0.5554667770440884, 0.42468425283830835, 0.42466912373008536, 0.41818057107678325, 0.3861609668978587, 0.3841536704315357, 0.38099378707070397, 0.3703088529036187, 0.36952866799526657, 0.36901058162185973, 0.36836635011870145, 0.36496812295554715, 0.3586016313098356, 0.3560258518932802, 0.3462082413329586, 0.3459683935438778, 0.34161183576985765, 0.33851440367801, 0.33695068846588294]",name_properties,"battle. battle, soldier, ground, ground, weapon, weapon, weapon, battlefield, battlefield, victorious, tactic","A battle is a significant event in warfare that involves combat between two or more military units. During a war, several battles take place, and they are defined by their duration, area, and level of commitment from the forces. Battles can be mounted in different locations or theatres, depending on the objectives of the opposing parties. Generally, a battle is fought on the ground, with soldiers engaging in combat using different types of weapons. The ultimate goal is to be victorious, and tactics play a crucial role in determining the outcome of the battle. The battlefield is the location where the battle occurs, and it is often strategically chosen to give one side an advantage over the other. The use of battles is a crucial element in achieving the overall objectives of a war campaign.","battle, soldier, ground, ground, weapon, weapon, weapon, battlefield, battlefield, victorious, tactic"
288,weapon,money,['money'],War,6,1,['money'],[6],"['War', 'Army', 'Great Wall', 'sport', 'The War Against Japan', 'money', 'The Ring', 'Dictionary', 'politics', 'competition', 'business', 'engine', 'Vehicle Traffic', 'debate', 'argument', 'marriage', 'car', 'career', 'The Great Wall', 'factory']","[0.6876381781386686, 0.5404837173080259, 0.4051059472004328, 0.39917230061297165, 0.375709477396472, 0.36507358002288154, 0.3581577408509819, 0.3573430050091045, 0.35387416848995257, 0.3534478843971363, 0.3526543845667075, 0.35209092888627824, 0.35049269624582546, 0.3499732989234839, 0.3499156916403564, 0.3462723398557892, 0.34525145886121145, 0.3432796236267437, 0.33722221828065035, 0.3323639750926956]",name_properties,"weapon. weapon, fighter, fighter, war, war","A weapon is a tool that can be used for various purposes such as hunting, crime, law enforcement, self-defense, warfare, or suicide. It is designed to inflict physical damage, harm or kill an adversary or enemy target. The use of weapons can increase the efficiency and effectiveness of activities. From simple implements like clubs, axes, and swords to modern firearms, tanks, intercontinental ballistic missiles, biological weapons, and cyberweapons, weapons can range from basic to complicated. Anything that has been converted or enhanced to become a weapon of war is referred to as ""weaponized."" Having a fighter's attitude is crucial when using weapons, especially during times of war, as it involves tactical and strategic planning to gain the upper hand over the enemy.","weapon, fighter, fighter, war, war"
289,possession,skill,['skill'],money,8,1,['skill'],[8],"['money', 'crime', 'knowledge', 'memory', 'business', 'nation', 'debate', 'skill', 'Lock', 'factory', 'The Hunt', 'Occupation', 'state', 'ambition', 'Supply Chain', 'File Cabinet', 'Families', 'illness', 'love', 'clock']","[0.43388457495761146, 0.4022077421447093, 0.40040757140445615, 0.39370625147865956, 0.38719444052482305, 0.374100705121305, 0.37167529938278343, 0.36511248262255436, 0.36277418149333596, 0.362756515538027, 0.36242009368879446, 0.3623189539417351, 0.36117681490458575, 0.357868375572714, 0.3563187197315741, 0.3554688231130388, 0.3495605519556428, 0.34700546820858336, 0.3468768311846715, 0.34530705720920113]",name_properties,"possession. possession, owner, acquisition, acquisition, acquisition","Possession is a term that can refer to various things depending on the context. Usually, it refers to the state of having or owning something. For instance, acquiring a possession signifies purchasing or gaining ownership of an item or asset. An item becomes a possession of an individual once they acquire ownership of it, providing them with certain legal rights attached to its property. 

Acquisition of something through purchase, inheritance, or gift could form an item into a possession. Ownership goes with the right to enjoy, use, and even dispose of a possession, although the scope of such rights could be restrained by law, contractual agreements, or other factors. 

Furthermore, owning a possession bestows upon the owner some benefits, including gaining a sense of satisfaction or pride in the possession. Owning an item creates a sense of accomplishment that accompanies making the acquisition. 

In a broader sense, the term ""possession"" could refer to the state of being under someone else's control. For example, when the police seize illegal goods, they take possession of the items. In contrast, losing possession of something could mean losing ownership rights or not having complete control over the item. 

Ultimately, possession can imply ownership or control of property or assets. Acquiring possessions is inevitable in life, and understanding this concept is crucial in navigating any ownership or property-related dealings.","possession, owner, acquisition, acquisition, acquisition"
290,race,competition,['competition'],Horse Racing,5,1,['competition'],[5],"['Horse Racing', 'sport', 'car', 'crime', 'competition', 'skill', 'Competition', 'career', 'illness', 'time', 'education', 'natural selection', 'difficulties', 'The Hunt', 'politics', 'War', 'argument', 'marriage', 'debate', 'Vehicle Traffic']","[0.5769200826193008, 0.45660791066710293, 0.44897736968184015, 0.4014905674069153, 0.4002256991321035, 0.3855730280353117, 0.3845911660008837, 0.3711580821992988, 0.3637856444083698, 0.35830836509921016, 0.3563664558948184, 0.3504762668191893, 0.3444223462944536, 0.34435737458192783, 0.34353041802138395, 0.3419809494017318, 0.3415990353105103, 0.3383213309652372, 0.33763205341850994, 0.3344438394863355]",name_properties,"race. race, racer, track, speed, setback","Race is an ultimate test of skill, speed, and endurance that has been a part of human history for centuries. It is a competition, typically involving several racers, to determine the fastest or most skilled racer. The race can be performed on different occasions and tracks, ranging from a short sprint to a long distance marathon. The racers compete with each other in terms of their technique, speed, and physical prowess to cross the finishing line first.

The race track is specifically designed for racers, providing them with an environment that maximizes their potential. The tracks can be oval, straight, uphill or downhill based on the type of race that is being held. Racers need to overcome several setbacks to win the race, such as crashes, injuries, or mechanical failures. It is essential to have quick reflexes and cognitive abilities to deal with any situation during the race.

Speed is one of the crucial factors in determining who wins the race. Racers aim to achieve maximum speed while maintaining their balance and control. They also need to maneuver their way through tight spaces, sharp corners, and other obstacles while maintaining their speed. The fastest racer with the most efficient technique typically gets ahead of others and crosses the finishing line first.

In conclusion, the race is a thrilling competition that tests the endurance and skill of racers. The race can be performed on different tracks and occasions, ranging from a short sprint to a long-distance marathon. The racers need to overcome multiple setbacks and deal with intense turns and obstacles to emerge victoriously. Speed is the key to win the race and requires a unique blend of technique, physical endurance, and cognitive abilities.","race, racer, track, speed, setback"
291,war,sport,"['argument', 'sport', 'business']",War,4,2,"['sport', 'business']","[7, 4]","['War', 'Army', 'The War Against Japan', 'business', 'career', 'Great Wall', 'sport', 'politics', 'money', 'The Great Wall', 'Vehicle Traffic', 'marriage', 'life', 'factory', 'competition', 'government', 'nation', 'education', 'sounds', 'universe']","[0.7254880786032114, 0.6333055797533912, 0.46019240763792996, 0.42398634803942536, 0.4226147107712491, 0.4196269471005357, 0.40054783164937086, 0.39643674285351527, 0.382698585542715, 0.3799766839776964, 0.37640242920144906, 0.37443676850169694, 0.3696827476248689, 0.3625894127918661, 0.36142749818182374, 0.3567077961164543, 0.354731530089627, 0.3486213643454654, 0.3479016412823511, 0.3360157118991367]",name_properties,"war. war, army, general, battle, battle, battle, soldier, soldier, soldier, frontline, weapon","War is a highly intense and destructive armed conflict where two opposing sides, be it states, governments, societies or paramilitary groups, engage in battles using military forces armed with weapons. The general goal of these battles is to either gain control of or defend territory, resources or ideology. Each battle is fought by soldiers on the frontline, who put their lives on the line to protect their country and community. However, the use of weapons and resulting casualties often has a devastating impact on both sides of the conflict. While war may be considered a universal aspect of human nature by some, others argue that it is a result of specific socio-cultural, economic, or ecological circumstances. Regardless of its cause, the reality of war can never be ignored, and its impact continues to be felt long after the battles have ceased.","war, army, general, battle, battle, battle, soldier, soldier, soldier, frontline, weapon"
292,liquid,money,"['money', 'knowledge']",River,9,1,['money'],[9],"['River', 'heat transfer', 'Wave Propagation', 'Water pipe system', 'Information Flow', 'Sailing', 'tidal phenomena', 'line', 'money', 'gas molecules', 'Expressway', 'Conservation of Water Flow', 'Vortex', 'Factory', 'life', 'lubrication system', 'innovation', 'heat', 'sport', 'sounds']","[0.5847511971365686, 0.4847828889155369, 0.4532569919945497, 0.453061053325636, 0.43519057356935065, 0.41356134430088837, 0.3965705485868599, 0.3921877696887479, 0.3792377308863307, 0.3791506272220524, 0.37482503935037714, 0.37425911290677, 0.37311163877143944, 0.3694756368897093, 0.3693590007419598, 0.35285546971588033, 0.3501634256450437, 0.35015369610228697, 0.34770010024388287, 0.34693257758479995]",name_properties,"liquid. liquid, pouring, flow, flux, flux, outflow, outflow, container, container, sea, source, pool","A liquid is a unique state of matter that takes the shape of the container it is in, while maintaining a relatively constant volume. It is made up of tiny particles of matter held together by intermolecular bonds, and can flow like a gas while also retaining a density closer to that of a solid. Liquids, like gases, are considered fluids due to their ability to flow. Unlike gases, liquids do not disperse to fill every space of a container, and exhibit surface tension. While water is the most common liquid on Earth, liquid is actually the least common state of matter in the universe. This state of matter has the ability to pour, flow, and create outflow, making it an important resource for many uses. From the sea to a container or pool, liquids serve a variety of purposes.","liquid, pouring, flow, flux, flux, outflow, outflow, container, container, sea, source, pool"
293,liquid,knowledge,"['money', 'knowledge']",River,7,2,"['money', 'knowledge']","[7, 11]","['River', 'heat transfer', 'Water pipe system', 'gas molecules', 'line', 'sounds', 'money', 'Wave Propagation', 'light', 'Vortex', 'knowledge', 'life', 'Sailing', 'Soda', 'Conservation of Water Flow', 'Library', 'lubrication system', 'tidal phenomena', 'heat', 'Factory']","[0.5120744736503451, 0.45618619187835424, 0.4134125774426021, 0.4030510749709483, 0.38639663772780786, 0.38066102276758995, 0.3759701827436176, 0.3746461379268927, 0.3645706147731963, 0.36197790931688956, 0.35831208562252187, 0.3564256269721124, 0.353501169495672, 0.35307437339318326, 0.35091387254337847, 0.3501762723013805, 0.3442309554778322, 0.33964153705745687, 0.3394103786552395, 0.33494451306149353]",name_properties,"liquid. liquid, container, container, river, emptiness, pool, pool","A liquid is a state of matter that is nearly incompressible, flows to take the shape of its container, and retains a nearly constant volume. It is made up of tiny vibrating particles of matter held together by intermolecular bonds. Unlike a gas, it does not disperse to fill every space of a container and has a specific density. Surface tension, which creates wetting phenomena, is a distinctive property of liquids. Although water is the most common liquid on Earth, liquids are the least common state of matter in the known universe because they require a relatively narrow temperature/pressure range to exist. In this article, we will explore the characteristics and properties of liquids, as well as their uses and importance. From containing liquids in a container to enjoying the serenity of a pool or river, liquids play a vital role in our daily lives.","liquid, container, container, river, emptiness, pool, pool"
294,hunt,research,"['research', 'business']",The Hunt,9,2,"['research', 'business']","[9, 11]","['The Hunt', 'crime', 'Archery', 'Army', 'War', 'sport', 'career', 'Competition', 'research', 'natural selection', 'business', 'education', 'debate', 'Crime Scene', 'competition', 'camera', 'Cooking', 'ambition', 'politics', 'life']","[0.6962138075966398, 0.45755077740907263, 0.44065054932517145, 0.4333695817837421, 0.4320162076478956, 0.42297808010651483, 0.420334389259845, 0.4131794049564024, 0.410149184894845, 0.4076018930950611, 0.3894787842868001, 0.3875107557602915, 0.37905083113305843, 0.37489579512755866, 0.3684361086873379, 0.36557224184491993, 0.35938774952485697, 0.3582795803483348, 0.35558399017519027, 0.3545110202933279]",name_properties,"hunt. hunt, prey, prey, slay, field, hunter, weapon","Hunting is a practice that involves seeking and pursuing wild animals for various reasons. One of the most common reasons for hunting is to obtain meat for food or valuable animal products such as fur, hide, bone, or antlers. Hunting can also be done for recreational purposes or to remove predators and pests that pose a threat to humans or domestic animals. A person participating in a hunt is called a hunter or huntsman, while an area used for hunting is referred to as a game reserve. Hunting has been deeply embedded in various human cultures and is considered a necessary component of modern wildlife management to protect the environment's ecological carrying capacity. However, excessive hunting has caused the endangerment, extirpation, and extinction of many animals. Marine mammals and aquatic animals are also targets of hunting, but the morality, ethics, and legality of such practices are fiercely debated. Skillful tracking and acquisition of an elusive target in hunting has resulted in the usage of the term ""hunt"" as a metaphor for searching and obtaining something.","hunt, prey, prey, slay, field, hunter, weapon"
