id,target,gold_source,all_golden_sources,predicted_rank_1,gold_rank,num_golden_found,found_golden_sources,golden_ranks,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
273,theatre,life,"['life', 'politics']",Drama,4,2,"['life', 'politics']","[4, 7]","['Drama', 'Dance', 'sport', 'life', 'Music Performance', 'society', 'politics', 'theory', 'laboratory', 'car', 'La Traviata', 'business', 'education', 'cooking', 'atom', 'Music', 'time', 'forest', 'line', 'sounds']","[0.48202303957949644, 0.4045405698921206, 0.3619199615971248, 0.35990373161372075, 0.3528292779292647, 0.3519665495098552, 0.345451803988683, 0.34024528340070903, 0.32903623957684874, 0.32756096030865695, 0.3159917889320146, 0.3154409273377121, 0.30255375091085734, 0.29873395342011766, 0.29717603313974067, 0.2934449339091348, 0.29289394149799186, 0.29224624822613093, 0.2882496138028908, 0.28543508245608185]",name_only,theatre,"Theatre, as an art form, involves the collaborative efforts of actors, actresses, stage crew, and directors to present a live and immersive experience for an audience. The performance takes place on a stage and often includes elements such as script, acts, and roles played by actors and actresses, as well as decoration and stagecraft techniques like lighting and painted scenery. The theatre has its roots in ancient Greece, borrowing much of its vocabulary, themes, and conventions from this classical civilization. Today, modern theatre encompasses diverse genres, including plays, musical theatre, and even ballet and opera, and continues to inspire and influence the development of other art forms.","theatre, stage, actors, actor, script, act, act, role, decoration, stage"
274,bloom,innovation,['innovation'],Spring,-1,0,[],[],"['Spring', 'cocoon', 'Peach Blossom Fan', 'Greenhouse', 'Balloons', 'lift', 'light', 'Plants', 'Planting', 'love', 'atom', 'sounds', 'Sunrise', 'signal', 'Enlightenment', 'respiration', 'life', 'Tree', 'forest', 'mind']","[0.4521194709989418, 0.40420116364488173, 0.381220023752027, 0.3509871015168561, 0.3505156689876019, 0.34407750881332677, 0.33874346861751237, 0.3297771152058159, 0.3210910860047142, 0.3208538453888633, 0.32064011949178806, 0.3192370638466345, 0.3165522863931082, 0.31515477674636283, 0.3098078930334447, 0.30752711280572875, 0.3065603253119067, 0.30285823031948955, 0.3026902020484012, 0.30093689710571264]",name_only,bloom,"Bloom is a term that can refer to a range of different aspects of plant growth and development. At its most basic level, bloom refers to the process by which a plant goes from a seed or a cutting to a fully developed flowering plant. This process involves a number of different factors, including water, soil, and sunlight, all of which work together to help the plant grow and blossom.

One important aspect of bloom is the need for water. Without water, plants are not able to take in the nutrients that they need to grow and develop properly. This is especially true during the early stages of growth, when the plant is still developing its roots and establishing itself in the soil. Proper watering is essential during this time to help the plant establish a strong foundation and set the stage for healthy growth in the future.

Another key factor in bloom is the stem. The stem is responsible for transporting water, nutrients, and other essential materials throughout the plant. It is also responsible for providing support and structure to the plant, helping it to stand upright and resist wind and other external forces.

Soil is another important aspect of bloom. Different plants require different types of soil to grow and prosper, and it is important to choose the right soil for the particular plant that you are trying to grow. A good soil will provide the plant with the necessary nutrients and moisture to help it grow and thrive, while also providing good drainage to prevent the soil from becoming waterlogged.

Planting is another key aspect of bloom. Whether you are planting from seed or transplanting a cutting, it is important to choose the right time of year and the right location for your plant. Plants that are planted too early or in the wrong location may struggle to establish themselves, while plants that are planted at the right time and in the right place will have a much better chance of thriving.

Finally, there is the concept of symbiosis. Symbiosis refers to the relationship between different organisms that live together in close proximity. In the case of plants, symbiosis often involves the relationship between the plant and certain types of bacteria or fungi that live in the soil. These organisms help to break down organic matter in the soil, making important nutrients available to the plant. In turn, the plant provides the bacteria and fungi with the energy that they need to survive. This relationship is essential for healthy plant growth and is a key aspect of bloom in many different plant species.

Overall, bloom is a complex and multifaceted concept that encompasses many different aspects of plant growth and development. From the need for water and soil to the importance of symbiosis and proper planting techniques, there are many different factors that come together to create healthy, thriving plants. Whether you are an experienced gardener or just starting out, understanding the concept of bloom is essential for achieving success in your gardening endeavors.","bloom, water, stem, soil, planting, blossom, greenhouse, symbiosis"
275,blossom,innovation,['innovation'],Peach Blossom Fan,-1,0,[],[],"['Peach Blossom Fan', 'Spring', 'cocoon', 'love', 'signal', 'Sunrise', 'sounds', 'Tree', 'light', 'forest', 'Balloons', 'Plants', 'wrinkles', 'atom', 'Planting', 'life', 'marriage', 'lift', 'River', 'sponge']","[0.5445536703222831, 0.509926908889031, 0.44375361183479317, 0.3793952502932926, 0.3498980582992876, 0.34008803408142696, 0.33929031386216346, 0.33903608776102623, 0.3384682737318915, 0.33064803275920024, 0.32986792602392584, 0.3243594997045865, 0.31869627309497384, 0.3182146920764962, 0.3142768981406657, 0.3111403154874183, 0.3079246787682456, 0.30209159236888783, 0.3008777462634672, 0.29890033922589654]",name_only,blossom,"Blossoms are the beautiful and vibrant flowers of stone fruit trees and certain other plants. These flowers are usually in full bloom during the spring season and come in various hues ranging from pink to white. Bees and other pollinators play a vital role in the pollination process, ensuring that the blossoms produce fruit. Blossoms can be grown in a greenhouse or planted directly in the soil with adequate water and nutrients to support their growth. They have a symbiotic relationship with the soil and stem, ultimately contributing to the overall health of the plant.","blossom, water, stem, soil, planting, blossom, greenhouse, symbiosis"
276,flower,innovation,['innovation'],forest,-1,0,[],[],"['forest', 'Spring', 'Tree', 'Heart', 'love', 'Peach Blossom Fan', 'River', 'atom', 'signal', 'light', 'faith', 'Plants', 'planet', 'life', 'cocoon', 'Planting', 'career', 'Mail', 'line', 'money']","[0.4538958055528391, 0.43532657608135616, 0.4131809625207399, 0.3921394293669426, 0.3806737276566511, 0.36331775630725993, 0.3600354707274332, 0.35876992710807143, 0.3559601684644641, 0.35484522773659866, 0.3496822050883314, 0.34689864943623083, 0.3390523577594955, 0.33261837992441123, 0.31935430112789986, 0.31016388628277036, 0.306580580466844, 0.3037195640695996, 0.29885068425976136, 0.29761666971830436]",name_only,flower,"Flowers are the reproductive structures found in flowering plants and play a crucial role in the plant's reproduction cycle. These flowers produce gametophytes which develop into the male and female reproductive cells. Some flowers self-pollinate while others need cross-pollination, which is facilitated by animals like bees and butterflies that are attracted by the bright colors and nectar produced by the flowers. Flowers are also appreciated by humans for their beauty, scent, and cultural significance. Proper planting of flowers requires a good amount of water, suitable soil, and a healthy stem. Greenhouses can be used for growing and nurturing flowers in a controlled environment. Flowers and animals have a symbiotic relationship where the flowers provide food and shelter to the animals, and in turn, the animals facilitate the plants' reproduction by transferring their pollen.","flower, water, stem, soil, planting, blossom, greenhouse, symbiosis"
277,mountain,career,['career'],Desert,8,1,['career'],[8],"['Desert', 'Great Wall', 'lift', 'forest', 'planet', 'River', 'sport', 'car', 'The Great Wall', 'line', 'Miner', 'shelf', 'Tree', 'nation', 'state', 'ambition', 'difficulties', 'Sunrise', 'camera', 'mind']","[0.4396107005361633, 0.38372322185234814, 0.3765738588617209, 0.37110152601735835, 0.3518488385780485, 0.34494769540036163, 0.34316805666143524, 0.3388570216889733, 0.338079464332358, 0.3303522544386295, 0.32659201768087676, 0.32195349729091755, 0.3185776908224888, 0.31607394143184947, 0.3131199956291849, 0.3125138541003207, 0.31208387037622054, 0.3079395793637768, 0.3071851363459897, 0.30302054917825527]",name_only,mountain,"A mountain is a majestic landform that rises steeply above the surrounding land, offering breathtaking views and challenging terrain for those willing to venture up its slopes. They are formed through complex geological processes that take millions of years to shape, and once they are formed, they become an important part of the ecosystem, affecting the climate and biodiversity of the region. Despite the challenges that mountains present, they are an irresistible draw for adventure enthusiasts who seek the thrill of climbing to their highest points. For such climbers, the ascent and descent of a mountain requires physical strength, technical skill, and expert guidance. The climb is often done with the help of lifts, ropes, and other equipment, and climbers rely on experienced guides to help them navigate the tricky terrain safely. Mountain climbing is a challenging and rewarding pursuit, offering unparalleled views of the surrounding landscape and a sense of accomplishment that can only be gained by summiting one of these incredible peaks.","mountain, ascent, descent, climb, lift, guide, climber"
278,hill,career,['career'],heat,11,1,['career'],[11],"['heat', 'house', 'lift', 'shelf', 'forest', 'River', 'line', 'Spring', 'light', 'life', 'car', 'Heart', 'Bridge', 'Car', 'state', 'Greenhouse', 'clock', 'The Helix Bridge', 'illness', 'city']","[0.5261923052335271, 0.5206374942687233, 0.4712276922216873, 0.43715122745561824, 0.41098119033136254, 0.4085316024003051, 0.4006298645114863, 0.3885178577692029, 0.3790698448817827, 0.36981868245588323, 0.36608207564316575, 0.3660470201608806, 0.35241143812716225, 0.34970013698057467, 0.34125437255583263, 0.3338946055052273, 0.33248356738231744, 0.32250117056634414, 0.31872495585832417, 0.31569983417623654]",name_only,hill,"A hill is a natural landform that towers over the surrounding terrain, often with a prominent peak. It is a natural formation, formed due to geological processes such as tectonic activity, erosion, and weathering. For many, the challenge of ascending a hill is a thrilling and rewarding experience. Climbing up a hill requires determination and strength, but the feeling of accomplishment upon reaching the summit is unlike any other. The descent down a hill can be just as exhilarating, as it requires careful navigation to ensure a safe return to the base. To make the ascent easier and safer, climbers may use lifts or guides. However, for the true adventurer, a climb up a hill is a personal journey that demands one's full attention and focus. Whether you are a seasoned climber or a beginner, the experience of ascending a hill is a transformative one that changes the way you view your surroundings and yourself. So, take the challenge, and let the hill guide you to new heights.","hill, ascent, descent, climb, lift, guide, climber"
279,slope,career,['career'],lift,17,1,['career'],[17],"['lift', 'line', 'shelf', 'signal', 'object slides', 'Bridge', 'Student', 'Math', 'Spring', 'sounds', 'River', 'heat', 'program', 'CPU', 'engine', 'Drawing', 'career', 'state', 'planet', 'clock']","[0.45362641472259185, 0.42415736184035885, 0.38273148100947896, 0.3343407454082879, 0.3313448418919231, 0.33133632009572006, 0.32740244565074716, 0.327113347638946, 0.3254122412014419, 0.3177149684457217, 0.3175320963412117, 0.31455253588425036, 0.3122127384121848, 0.3094290311011177, 0.3051459643283154, 0.3001435824518308, 0.29658269205627386, 0.296361605219588, 0.2941935772748313, 0.2941648123053813]",name_only,slope,"The slope, also known as the gradient, of a line is a fundamental concept in mathematics that describes both the direction and steepness of a line. It is calculated by finding the ratio of the vertical change to the horizontal change between any two points on a line. A line that is increasing has a positive slope, while a line that is decreasing has a negative slope. The steepness of a line is measured by the absolute value of the slope. In geography and civil engineering, the concept of slope is used to describe the ascent, descent, or climb of a road, while in climbing, it is used to describe the difficulty level of a route. The generalization of the concept of slope allows for complex constructions and planning beyond simple horizontals and verticals, making it one of the main foundations of the modern world in terms of both technology and the built environment.","slope, ascent, descent, climb, climber"
280,organism,society,['society'],ecosystem,4,1,['society'],[4],"['ecosystem', 'human', 'atom', 'society', 'company', 'Ecosystem', 'Human Body', 'nation', 'Disease', 'government', 'planet', 'life', 'Evolution', 'mind', 'program', 'business', 'the skeletal system', 'Plants', 'illness', 'Operating System']","[0.47958152227982603, 0.4479701811165113, 0.44791505944261456, 0.42615252081607835, 0.4216256216530968, 0.4155388194899654, 0.4049868204560398, 0.39177089925022685, 0.39154367398832063, 0.37636525957372247, 0.36812298846509467, 0.36630783381543447, 0.3647464359688617, 0.3616900189605724, 0.3573023653621521, 0.3531751426361208, 0.3505640480107916, 0.3497066983066033, 0.3485259364227694, 0.3465256629429807]",name_only,organism,"An organism is a complex living system that functions as an individual unit with a unique genetic makeup. It is composed of one or more cells, which adhere to the cell theory that defines the basic functional and structural unit of life. The concept of an organism is based on the idea of a minimal functional unit of life, possessing three key attributes of noncompartmentability, individuality, and distinctness. Organisms are classified into different taxonomic groups such as multicellular animals, plants, fungi, unicellular microorganisms such as protists, bacteria, and archaea, all of which are capable of growth, reproduction, and maintenance. The multicellular organisms, such as beetles, squids, tetrapods, mushrooms, and vascular plants possess specialized tissues and organs. Unicellular organisms can either be prokaryotes or eukaryotes, where eukaryotes are characterized by a nuclear membrane and membrane-bound organelles. The Earth comprises of a vast range of organism species extending from multicellular to unicellular ones, with over 1.7 million documented species out of an estimated 2 million to 1 trillion species. With the identification of specific genes from the last universal common ancestor of all organisms on Earth, the study of organisms has become more comprehensive and detailed. The concepts of cells, organs, tissues, and veins are vital in classifying and understanding these diverse living systems.","organism, cell, cell, organ, tissue, vein"
281,household,government,['government'],house,18,1,['government'],[18],"['house', 'family', 'Houses', 'Rental Housing', 'Families', 'factory', 'shelf', 'cooking', 'ecosystem', 'marriage', 'nation', 'society', 'Greenhouse', 'human', 'business', 'Crowd', 'cocoon', 'government', 'car', 'Warehouse']","[0.6340826994600367, 0.4809056406626493, 0.4799404296375804, 0.42022441064269456, 0.41468584193070734, 0.38051680598156384, 0.3796078903003747, 0.36315074383675244, 0.3593733306140945, 0.3588735749582155, 0.3508808118007072, 0.3490789779189173, 0.34624116702555074, 0.3444428511214308, 0.34369308204441384, 0.3396495195171431, 0.3394727095248484, 0.3382238232357657, 0.33661611801987956, 0.3355599347781303]",name_only,household,"A household is a group of individuals who reside in the same living space. It can be a single family unit or a combination of persons who share a dwelling. The concept of the household serves as a fundamental unit of analysis in various social, microeconomic and governmental models. Its significance in economics, inheritance, and other areas of research are undeniable. Household models can comprise of blended families, shared housing, group homes, boarding houses, houses of multiple occupancy, and single room occupancy. Historically, rich feudal societies had royal households and wealthy medieval households that included servants and other employees. The household unit usually has a head, which may be the father, who oversees the responsibilities of the family and estate. Additionally, a housekeeper or other servants are usually employed to maintain the household in its best condition.","household, house, father, servant, father, father, housekeeper"
282,disease,poverty,"['poverty', 'crime']",Disease,6,2,"['poverty', 'crime']","[6, 9]","['Disease', 'Diseases', 'illness', 'wound', 'society', 'poverty', 'life', 'politics', 'crime', 'Drama', 'sport', 'debate', 'state', 'line', 'Evolution', 'knowledge', 'laboratory', 'idea', 'marriage', 'War']","[0.8803363101948558, 0.677029765429366, 0.6769984186334168, 0.43622277919623687, 0.3843003864240878, 0.38265961852622815, 0.36469171961890556, 0.36212345555015135, 0.3594103802793963, 0.34550830878003114, 0.3407511325736036, 0.33459669835462824, 0.3336843315574426, 0.33239335243690765, 0.3313217639632958, 0.32584731649791304, 0.3254590331374084, 0.32413280826570184, 0.32412250818021177, 0.31859137040608154]",name_only,disease,"A disease is a medical condition that affects the structure or function of any part of an organism. It can be caused by internal dysfunctions or external factors such as pathogens. Diseases are often associated with various signs and symptoms and can cause pain, dysfunction, distress, social problems or even death to the affected individual. In this context, the study of disease, known as pathology, includes determining the cause of the disease. Treatment of diseases is done through medicine, surgery, or other medical procedures in hospitals. Patients seek the attention of a doctor to cure their illnesses and to alleviate the symptoms they experience.","disease, doctor, doctor, patient, hospital, medicine, medicine, cure"
283,journey,education,"['education', 'illness', 'love', 'career']",The Long Journey,4,2,"['love', 'career']","[19, 4]","['The Long Journey', 'Journey to the West', 'life', 'career', 'Into the Wild', 'ambition', 'family', 'Car', 'car', 'Sailing', 'marriage', 'line', 'business', 'faith', 'company', 'planet', 'Heart', 'time', 'love', 'universe']","[0.5289695984162961, 0.49051948634297615, 0.4105068457535347, 0.38734046955811496, 0.36003447570579405, 0.34840038698452147, 0.3394812478059787, 0.33933629218408146, 0.3371370160773304, 0.3319651021368754, 0.33024298333714264, 0.32901879171783854, 0.3284705334000148, 0.3177141393795285, 0.31748315138333594, 0.3138770017561008, 0.31065405999510665, 0.31038894275066553, 0.30633611865620464, 0.3037113442256409]",name_only,journey,"A journey can be one of the most exciting experiences of a person's life. It refers to the travel or movement of people between distant geographical locations. A journey can be completed on any vehicle such as a car, bus, train or plane, with multiple stops at stations along the way. A journey can vary in length; it can be a day trip or a long-distance travel expedition like a road trip. 

During a journey, passengers can witness the beauty of the landscape and explore new destinations. A wise traveller does not just depend on the driver to take them to places, but they also seek a guide to provide them with valuable insights about the route and the exciting locations along the journey. They keep an eye on the fuel to ensure the smooth functioning of their vehicle, while relying on the conductor to keep passengers informed about stops and stations.

Ultimately, embarking on a journey not only involves moving from one place to another but also discovering new experiences, learning about different cultures, and meeting new people along the way. So, buckle up and get ready for an exciting journey ahead!","journey, stop, station, vehicle, vehicle, vehicle, vehicle, landscape, destination, traveller, guide, driver, fuel, conductor"
284,food,idea,['idea'],Recipes,15,1,['idea'],[15],"['Recipes', 'cooking', 'eating dinner', 'Cooking', 'money', 'Gourmet', 'family', 'forest', 'sport', 'Music', 'house', 'life', 'love', 'shelf', 'ideas', 'car', 'sounds', 'atom', 'Baking', 'factory']","[0.48251675425959595, 0.4793865129718533, 0.4482689589233146, 0.4479426374270441, 0.44645182190243443, 0.44024772138236423, 0.42718660175673134, 0.426186833711109, 0.4058654988254662, 0.4007478709096217, 0.38493662505453247, 0.3837777253238519, 0.383683521282557, 0.3771246921859571, 0.3633816646989475, 0.3584385219496504, 0.35673893709201154, 0.35657414371665797, 0.3467013837703471, 0.34134026853132354]",name_only,food,"Food is a vital substance consumed by living organisms to support nutritional needs. It is available in various forms, such as plants, animals, and fungi, and is rich in essential nutrients needed for proper growth and sustenance. While different species of animals have specific feeding behaviours, humans are highly adaptable and can acquire food from various ecosystems. However, the food industry, through intensive agriculture and complex food processing and distribution systems, is responsible for supplying most of the food energy needed. Unfortunately, such conventional agriculture practices also heavily rely on fossil fuels and contribute significantly to climate change. Hence, various issues, such as sustainability, biodiversity, economics, population growth, water supply, and food security, are linked to the food system. Notably, international organizations like the Food and Agriculture Organization and World Food Programme monitor food safety and security issues. Finally, food can be cooked or consumed raw in different ways depending on one's preference or cultural background.","food, eating, digestion, feeding, feeding, food, cooking"
285,building,theory,"['theory', 'family']",Building,-1,0,[],[],"['Building', 'Building Structure', 'factory', 'Buildings', 'Building Repair', 'Architecture', 'Factory', 'house', 'Bridge', 'engine', 'Construction Work', 'Drawing', 'forest', 'lift', 'Warehouse', 'business', 'car', 'shelf', 'Construction Workers', 'city']","[0.9169644205068823, 0.6194195568196025, 0.5860587992055661, 0.5693862442659042, 0.5634181259455557, 0.5331757640766612, 0.5058677428840218, 0.5023498497252781, 0.47560626178297444, 0.4714924352324351, 0.44248738136882015, 0.43564907084914467, 0.43343252248079944, 0.42897019436017453, 0.42205056480692316, 0.4121673800019954, 0.40775800400772216, 0.38885646458878254, 0.38458596161530817, 0.3807965144020202]",name_only,building,"A building is a permanent structure with walls and a roof that serves to provide shelter and comfort to its occupants. It is a physical division of the human habitat, separating the inside from the outside, protecting individuals from harsh weather conditions and other harmful elements. Buildings come in various sizes, shapes, and functions and are constructed using different materials depending on factors such as the availability of building materials, weather conditions, specific use, ground conditions, land prices, prestige, and aesthetic reasons. The construction process involves laying a foundation, putting up walls using materials such as cement and blocks and roofing. Enhancements in building practices have resulted in the emergence of sustainable planning and green buildings that are environmentally friendly.","building, construction, construction, foundation, foundation, cement, block"
286,building,family,"['theory', 'family']",Building,-1,0,[],[],"['Building', 'Building Structure', 'factory', 'Buildings', 'Building Repair', 'Architecture', 'Factory', 'house', 'Bridge', 'engine', 'Construction Work', 'Drawing', 'forest', 'lift', 'Warehouse', 'business', 'car', 'shelf', 'Construction Workers', 'city']","[0.9169447148736347, 0.6195096594490332, 0.586101236259533, 0.5694185579238719, 0.5635183484457358, 0.5332228947087716, 0.5059098252081173, 0.5023803969783307, 0.47558061752660863, 0.47146312746870156, 0.44258758285314737, 0.4356439676002293, 0.43346187285439886, 0.4289719574674004, 0.42207495264976114, 0.4122746340181794, 0.40777177893452143, 0.3887559238044317, 0.3846334062876331, 0.3808621795829503]",name_only,building,"A building is a significant structure that provides shelter, security, and living space to people. It serves as a physical division between the inside and outside world, providing comfort and safety from the harsh environment. Buildings come in a variety of sizes, shapes, and functions, and have been adapted throughout history for various reasons, from building materials available to aesthetic reasons. Every building needs a strong foundation made of cement to withstand the test of time. With the advancement of technology, sustainable planning and building practices have become an integral part of the design process of modern buildings.","building, foundation, cement"
287,battle,debate,"['debate', 'illness']",War,3,1,['debate'],[3],"['War', 'competition', 'debate', 'argument', 'sport', 'Competition', 'business', 'car', 'crime', 'skill', 'difficulties', 'Fortress Besieged', 'line', 'Army', 'Car', 'theory', 'nation', 'Bridge', 'state', 'code']","[0.6188713038207456, 0.5569461862435771, 0.5231366585182669, 0.5203781812126561, 0.48336157512235617, 0.45278836513170984, 0.44121494578609033, 0.4241568266439739, 0.41131597063562897, 0.407684594122031, 0.4058862934164209, 0.40501924527177163, 0.4009762009306375, 0.398902119723394, 0.3956237649301674, 0.39436393647613344, 0.39230741896110455, 0.3886520368731733, 0.3882500878168177, 0.38362700565163355]",name_only,battle,"A battle is a significant event in warfare that involves combat between two or more military units. During a war, several battles take place, and they are defined by their duration, area, and level of commitment from the forces. Battles can be mounted in different locations or theatres, depending on the objectives of the opposing parties. Generally, a battle is fought on the ground, with soldiers engaging in combat using different types of weapons. The ultimate goal is to be victorious, and tactics play a crucial role in determining the outcome of the battle. The battlefield is the location where the battle occurs, and it is often strategically chosen to give one side an advantage over the other. The use of battles is a crucial element in achieving the overall objectives of a war campaign.","battle, soldier, ground, ground, weapon, weapon, weapon, battlefield, battlefield, victorious, tactic"
288,weapon,money,['money'],War,11,1,['money'],[11],"['War', 'Army', 'atom', 'engine', 'argument', 'car', 'sport', 'human', 'government', 'nation', 'money', 'signal', 'factory', 'Factory', 'theory', 'ideas', 'Archery', 'Manual', 'idea', 'camera']","[0.5705508112573089, 0.5156092029349021, 0.5115360723154412, 0.4582310131423854, 0.4473586959867295, 0.41592927635133886, 0.40554266728036104, 0.39808779134368516, 0.39502221987711805, 0.3912126255193581, 0.38405621802060824, 0.36333991964428175, 0.3607615964905965, 0.36057296725366356, 0.35357102837216114, 0.35087388072473646, 0.34977480736528205, 0.34914481129307756, 0.3443323416067279, 0.33734534363835733]",name_only,weapon,"A weapon is a tool that can be used for various purposes such as hunting, crime, law enforcement, self-defense, warfare, or suicide. It is designed to inflict physical damage, harm or kill an adversary or enemy target. The use of weapons can increase the efficiency and effectiveness of activities. From simple implements like clubs, axes, and swords to modern firearms, tanks, intercontinental ballistic missiles, biological weapons, and cyberweapons, weapons can range from basic to complicated. Anything that has been converted or enhanced to become a weapon of war is referred to as ""weaponized."" Having a fighter's attitude is crucial when using weapons, especially during times of war, as it involves tactical and strategic planning to gain the upper hand over the enemy.","weapon, fighter, fighter, war, war"
289,possession,skill,['skill'],Occupation,-1,0,[],[],"['Occupation', 'crime', 'illness', 'memory', 'knowledge', 'marriage', 'poverty', 'state', 'house', 'government', 'understanding', 'competition', 'mind', 'business', 'ambition', 'politics', 'nation', 'factory', 'signal', 'camera']","[0.3978176429225494, 0.3797025993333112, 0.3738631774322387, 0.3638767782972039, 0.3498902912548597, 0.34568688596027364, 0.3424976961797711, 0.3270987713941254, 0.3241177358618285, 0.3198166454765248, 0.3190453328471284, 0.3169850085966853, 0.30600638711912076, 0.30084149466923266, 0.2987504261652432, 0.29785608124339646, 0.2964417505302252, 0.28735797497555027, 0.2866635214327178, 0.2863716506639888]",name_only,possession,"Possession is a term that can refer to various things depending on the context. Usually, it refers to the state of having or owning something. For instance, acquiring a possession signifies purchasing or gaining ownership of an item or asset. An item becomes a possession of an individual once they acquire ownership of it, providing them with certain legal rights attached to its property. 

Acquisition of something through purchase, inheritance, or gift could form an item into a possession. Ownership goes with the right to enjoy, use, and even dispose of a possession, although the scope of such rights could be restrained by law, contractual agreements, or other factors. 

Furthermore, owning a possession bestows upon the owner some benefits, including gaining a sense of satisfaction or pride in the possession. Owning an item creates a sense of accomplishment that accompanies making the acquisition. 

In a broader sense, the term ""possession"" could refer to the state of being under someone else's control. For example, when the police seize illegal goods, they take possession of the items. In contrast, losing possession of something could mean losing ownership rights or not having complete control over the item. 

Ultimately, possession can imply ownership or control of property or assets. Acquiring possessions is inevitable in life, and understanding this concept is crucial in navigating any ownership or property-related dealings.","possession, owner, acquisition, acquisition, acquisition"
290,race,competition,['competition'],sport,5,1,['competition'],[5],"['sport', 'crime', 'War', 'code', 'competition', 'line', 'Horse Racing', 'family', 'nation', 'politics', 'life', 'state', 'car', 'human', 'theory', 'signal', 'society', 'love', 'career', 'clock']","[0.571391586371839, 0.4889407132606305, 0.47239703068084427, 0.45579117272490255, 0.45130464045205654, 0.44417035757571627, 0.4425656296328977, 0.4422018943901629, 0.4395415421686029, 0.4017024121218243, 0.3995844086424045, 0.39885806986059336, 0.3919094770180976, 0.3867071162773992, 0.37994337645149545, 0.3759918290572574, 0.37198497619193915, 0.3684571866977292, 0.3635745433655657, 0.36087497055775825]",name_only,race,"Race is an ultimate test of skill, speed, and endurance that has been a part of human history for centuries. It is a competition, typically involving several racers, to determine the fastest or most skilled racer. The race can be performed on different occasions and tracks, ranging from a short sprint to a long distance marathon. The racers compete with each other in terms of their technique, speed, and physical prowess to cross the finishing line first.

The race track is specifically designed for racers, providing them with an environment that maximizes their potential. The tracks can be oval, straight, uphill or downhill based on the type of race that is being held. Racers need to overcome several setbacks to win the race, such as crashes, injuries, or mechanical failures. It is essential to have quick reflexes and cognitive abilities to deal with any situation during the race.

Speed is one of the crucial factors in determining who wins the race. Racers aim to achieve maximum speed while maintaining their balance and control. They also need to maneuver their way through tight spaces, sharp corners, and other obstacles while maintaining their speed. The fastest racer with the most efficient technique typically gets ahead of others and crosses the finishing line first.

In conclusion, the race is a thrilling competition that tests the endurance and skill of racers. The race can be performed on different tracks and occasions, ranging from a short sprint to a long-distance marathon. The racers need to overcome multiple setbacks and deal with intense turns and obstacles to emerge victoriously. Speed is the key to win the race and requires a unique blend of technique, physical endurance, and cognitive abilities.","race, racer, track, speed, setback"
291,war,sport,"['argument', 'sport', 'business']",War,4,2,"['argument', 'sport']","[4, 6]","['War', 'Army', 'government', 'argument', 'car', 'sport', 'politics', 'competition', 'family', 'nation', 'theory', 'state', 'ideas', 'idea', 'time', 'crime', 'debate', 'Car', 'sounds', 'atom']","[0.8433056018017184, 0.5203423722502838, 0.4729429618023438, 0.4626021450671077, 0.4465534946544011, 0.4448283918123998, 0.4333379580855412, 0.4330154301156952, 0.4239064231713967, 0.4227540653841757, 0.42011436919192413, 0.40478904862347886, 0.4039825194009051, 0.39354422641464454, 0.39296749091420896, 0.38984936234516354, 0.3877162227245329, 0.38604916685698754, 0.38305296175507253, 0.3818930229979852]",name_only,war,"War is a highly intense and destructive armed conflict where two opposing sides, be it states, governments, societies or paramilitary groups, engage in battles using military forces armed with weapons. The general goal of these battles is to either gain control of or defend territory, resources or ideology. Each battle is fought by soldiers on the frontline, who put their lives on the line to protect their country and community. However, the use of weapons and resulting casualties often has a devastating impact on both sides of the conflict. While war may be considered a universal aspect of human nature by some, others argue that it is a result of specific socio-cultural, economic, or ecological circumstances. Regardless of its cause, the reality of war can never be ignored, and its impact continues to be felt long after the battles have ceased.","war, army, general, battle, battle, battle, soldier, soldier, soldier, frontline, weapon"
292,liquid,money,"['money', 'knowledge']",light,7,1,['money'],[7],"['light', 'life', 'lift', 'atom', 'lubrication system', 'sounds', 'money', 'heat', 'River', 'love', 'line', 'gas molecules', 'laboratory', 'Warehouse', 'mind', 'memory', 'Mail', 'city', 'signal', 'Library']","[0.5013428314154917, 0.4421750899273062, 0.432797684513899, 0.43153819471862004, 0.41799229625882434, 0.40129558990595005, 0.39159226013188503, 0.3722479307434635, 0.36481643487410886, 0.3643176472495758, 0.35636228347517784, 0.34922933800287725, 0.3462649631130269, 0.34394125403004744, 0.34122760742154595, 0.33771732306663116, 0.33466482610510445, 0.3267451230172564, 0.32549236271820176, 0.3204223341226903]",name_only,liquid,"A liquid is a unique state of matter that takes the shape of the container it is in, while maintaining a relatively constant volume. It is made up of tiny particles of matter held together by intermolecular bonds, and can flow like a gas while also retaining a density closer to that of a solid. Liquids, like gases, are considered fluids due to their ability to flow. Unlike gases, liquids do not disperse to fill every space of a container, and exhibit surface tension. While water is the most common liquid on Earth, liquid is actually the least common state of matter in the universe. This state of matter has the ability to pour, flow, and create outflow, making it an important resource for many uses. From the sea to a container or pool, liquids serve a variety of purposes.","liquid, pouring, flow, flux, flux, outflow, outflow, container, container, sea, source, pool"
