id,target,gold_source,all_golden_sources,predicted_rank_1,gold_rank,num_golden_found,found_golden_sources,golden_ranks,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
360,Magnetic Resonance Imaging,Prospecting,"['Prospecting', 'Seismic Imaging']",Seismic Imaging,1,2,"['Prospecting', 'Seismic Imaging']","[10, 1]","['Seismic Imaging', 'Maps', 'Robotic Movement', 'Mirrors', 'mind', 'resonance cavity', 'illness', 'Neural Networks', 'electromagnetic emission system', 'Prospecting', 'Electronic Signal Transmission', 'Disease', 'signal', 'Math', 'Human Body', 'The Brain', 'Molecular Symmetry', 'Transportation Systems', 'memory', 'The Nervous System']","[0.39220841766450837, 0.3431536046128909, 0.33069038382066496, 0.3229076852130881, 0.31680828846848874, 0.31221854237897073, 0.30541089431535473, 0.3044857843405451, 0.29875487884672547, 0.2962831795856284, 0.2915233338987222, 0.2879219800605418, 0.2862367255800875, 0.2860523968126614, 0.28278268657266353, 0.2776994215776647, 0.2772616759706259, 0.2749227062198281, 0.2740471702837306, 0.26897037777625044]",name_properties_background,"Magnetic Resonance Imaging. magnetic field, MRI signal. Magnetic Resonance Imaging (MRI) is a highly advanced medical imaging technique used for the diagnosis, staging, and follow-up of diseases. It uses a strong magnetic field, magnetic field gradients, and radio waves to produce images of the body's internal organs without the use of X-rays or ionizing radiation, distinguishing it from other imaging techniques. The MRI signal is generated by the absorption of radio frequency energy by certain atomic nuclei when placed in an external magnetic field. Usually, hydrogen atoms are used to generate a macroscopic polarization that is detected by antennas in the body. As a result, most MRI scans map the location of water and fat in the body. MRI provides better contrast in images of soft-tissues, e.g. in the brain or abdomen because of its ability to generate different contrasts between tissues based on the relaxation properties of the hydrogen atoms. MRI is a versatile imaging technique that is widely used in hospitals and clinics. MRI's benefits come with risks, however, as certain types of implants and non-removable metal in the body can pose a risk and may exclude some patients from undergoing and MRI examination safely.","Magnetic Resonance Imaging (MRI) is a highly advanced medical imaging technique used for the diagnosis, staging, and follow-up of diseases. It uses a strong magnetic field, magnetic field gradients, and radio waves to produce images of the body's internal organs without the use of X-rays or ionizing radiation, distinguishing it from other imaging techniques. The MRI signal is generated by the absorption of radio frequency energy by certain atomic nuclei when placed in an external magnetic field. Usually, hydrogen atoms are used to generate a macroscopic polarization that is detected by antennas in the body. As a result, most MRI scans map the location of water and fat in the body. MRI provides better contrast in images of soft-tissues, e.g. in the brain or abdomen because of its ability to generate different contrasts between tissues based on the relaxation properties of the hydrogen atoms. MRI is a versatile imaging technique that is widely used in hospitals and clinics. MRI's benefits come with risks, however, as certain types of implants and non-removable metal in the body can pose a risk and may exclude some patients from undergoing and MRI examination safely.","magnetic field, MRI signal"
361,Optical Lenses,Loudspeakers for Acoustic Systems,['Loudspeakers for Acoustic Systems'],light,12,1,['Loudspeakers for Acoustic Systems'],[12],"['light', 'Camera', 'camera', 'Mirrors', 'object slides', 'Wave Propagation', 'blind', 'Blindness', 'laboratory', 'Library', 'Water Wave Propagation', 'Loudspeakers for Acoustic Systems', 'clock', 'CPU', 'Makeup', 'resonance cavity', 'lift', 'Circuits', 'Greenhouses', 'life']","[0.5635247671624273, 0.5353343226322094, 0.48266273812083854, 0.48244901080924824, 0.3790451986328399, 0.3638723328808492, 0.3622247822436345, 0.3555068151686069, 0.33150318928887224, 0.32834082450383734, 0.32546015500847836, 0.3207238481050781, 0.3189207282475528, 0.3172153155188152, 0.3170569357967777, 0.309580820825455, 0.3088928527631236, 0.30813735456656177, 0.3081286920730473, 0.30655261213853646]",name_properties_background,"Optical Lenses. convex, camber, light propagation, lens. Optical lenses are transmissive devices that play a crucial role in directing and controlling light propagation. A lens can focus or disperse a light beam through refraction, and they come in various types, including simple and compound lenses. Simple lenses consist of a single piece of transparent material, while compound lenses consist of several simple lenses arranged along a common axis. The shape of a lens is critical in determining its function, and they can be ground, polished, or molded to the required shape. Convex and camber lenses are some of the common shapes used in optics. Optical lenses play an essential role in various imaging devices such as telescopes, binoculars, and cameras, and they are vital visual aids used in correcting defects of vision such as myopia and hypermetropia. In summary, optical lenses are versatile devices used in various applications, and their importance in the field of optics cannot be overstated.","Optical lenses are transmissive devices that play a crucial role in directing and controlling light propagation. A lens can focus or disperse a light beam through refraction, and they come in various types, including simple and compound lenses. Simple lenses consist of a single piece of transparent material, while compound lenses consist of several simple lenses arranged along a common axis. The shape of a lens is critical in determining its function, and they can be ground, polished, or molded to the required shape. Convex and camber lenses are some of the common shapes used in optics. Optical lenses play an essential role in various imaging devices such as telescopes, binoculars, and cameras, and they are vital visual aids used in correcting defects of vision such as myopia and hypermetropia. In summary, optical lenses are versatile devices used in various applications, and their importance in the field of optics cannot be overstated.","convex, camber, light propagation, lens"
362,Sound Wave Propagation,Water Wave Propagation,['Water Wave Propagation'],Wave Propagation,1,1,['Water Wave Propagation'],[1],"['Wave Propagation', 'Water Wave Propagation', 'sounds', 'Loudspeakers for Acoustic Systems', 'sound system', 'resonance cavity', 'Seismic Imaging', 'signal', 'Sailing', 'Information Flow', 'heat transfer', 'electromagnetic emission system', 'understanding', 'Music', 'pendulum motion', 'Population Movement', 'tidal phenomena', 'Wind Power', 'Conservation of Water Flow', 'Power Generation']","[0.7591670368417797, 0.6777918560537002, 0.5389864024209398, 0.5008836345663288, 0.4672583027512222, 0.4131718833924216, 0.4117427442928507, 0.39229772831444815, 0.3674792635228271, 0.3540197555533192, 0.3482112768145965, 0.3477253013058935, 0.3420133841103391, 0.3411361086413794, 0.33745757632642503, 0.32012789663446517, 0.31828579106210875, 0.30361545861298306, 0.3031510765453379, 0.3022926172199303]",name_properties_background,"Sound Wave Propagation. sound wave, Sound source, Acoustic medium. Sound wave propagation refers to the movement of longitudinal waves through an acoustic medium, such as air or water. These waves cause a displacement of the medium in the same direction as their propagation, creating areas of compression and rarefaction. The result is a pressure wave that can be perceived by human ears as sound. Sound sources, such as speakers or musical instruments, generate these waves through vibrations that travel through the air or other materials. Understanding the behavior of sound waves is essential in the fields of engineering, architecture, and music, as it allows us to control and manipulate the properties of sound for various applications.","Sound wave propagation refers to the movement of longitudinal waves through an acoustic medium, such as air or water. These waves cause a displacement of the medium in the same direction as their propagation, creating areas of compression and rarefaction. The result is a pressure wave that can be perceived by human ears as sound. Sound sources, such as speakers or musical instruments, generate these waves through vibrations that travel through the air or other materials. Understanding the behavior of sound waves is essential in the fields of engineering, architecture, and music, as it allows us to control and manipulate the properties of sound for various applications.","sound wave, Sound source, Acoustic medium"
363,Black Hole,Vortex,['Vortex'],universe,2,1,['Vortex'],[2],"['universe', 'Vortex', 'planet', 'atom', 'light', 'The Ring', 'electromagnetic emission system', 'pendulum motion', 'camera', 'Math', 'theory', 'life', 'gas molecules', 'Mirrors', 'bacterial mutation', 'idea', 'Foundation Series', 'The Hunt', 'Group Behavior', 'understanding']","[0.41355257396563927, 0.3432853510483378, 0.33268649227779934, 0.30435205790429504, 0.2813741265655979, 0.28016196077239147, 0.2706985505016729, 0.2691574610753554, 0.2689403673026647, 0.2672687164564961, 0.2644456202139178, 0.2574403447287611, 0.25666577995469586, 0.24902026003885103, 0.24435551382959328, 0.24371651267280392, 0.24208766098525691, 0.2417769165789707, 0.240286339386037, 0.23679737131385084]",name_properties_background,"Black Hole. gravitational field, Singular point, substance. A black hole is a mysterious phenomenon in the universe, where gravity is so overpowering that even light cannot escape its event horizon. Essentially, it is a singular point in spacetime where matter has collapsed under extreme gravitational forces, creating a region of infinite density known as the singularity. Despite its invisibility, black holes have been studied and theorized about since the 18th century, and their existence has slowly been confirmed through observations of their gravitational effects on surrounding matter. Black holes come in various sizes, from stellar-sized ones that form from collapsing stars, to supermassive ones that exist at the centers of galaxies. They can also be identified through their interaction with accretion disks and the radiation emitted by nearby matter. While black holes remain a theoretical curiosity to some, they represent a fascinating and important area of study for scientists seeking to understand the workings of gravity and the nature of the universe.","A black hole is a mysterious phenomenon in the universe, where gravity is so overpowering that even light cannot escape its event horizon. Essentially, it is a singular point in spacetime where matter has collapsed under extreme gravitational forces, creating a region of infinite density known as the singularity. Despite its invisibility, black holes have been studied and theorized about since the 18th century, and their existence has slowly been confirmed through observations of their gravitational effects on surrounding matter. Black holes come in various sizes, from stellar-sized ones that form from collapsing stars, to supermassive ones that exist at the centers of galaxies. They can also be identified through their interaction with accretion disks and the radiation emitted by nearby matter. While black holes remain a theoretical curiosity to some, they represent a fascinating and important area of study for scientists seeking to understand the workings of gravity and the nature of the universe.","gravitational field, Singular point, substance"
364,planetary motion,pendulum motion,['pendulum motion'],planet,2,1,['pendulum motion'],[2],"['planet', 'pendulum motion', 'tidal phenomena', 'Population Movement', 'day and night cycle', 'universe', 'Vortex', 'Sailing', 'Wave Propagation', 'Water Wave Propagation', 'Molecular Symmetry', 'gas molecules', 'Plants', 'Robotic Movement', 'Machines', 'Human Body', 'Maps', 'life', 'Group Behavior', 'Mail']","[0.589456868621907, 0.4684956879167297, 0.3646906355461762, 0.35609246515535253, 0.3401674537347945, 0.3269618017972529, 0.32459525205726997, 0.32341125530725806, 0.3098504716740436, 0.3059919454974884, 0.30181623115038214, 0.2915753481643555, 0.2821612610973327, 0.27662802907943596, 0.2732835121015156, 0.27148437585182794, 0.2690369041732714, 0.26417509534950834, 0.26383862846279027, 0.26181931333250746]",name_properties_background,"planetary motion. solar gravity, Location, planetary cycle. Planetary motion is the study of the movement of celestial objects. This includes planets orbiting a star, natural satellites orbiting a planet, or artificial satellites orbiting an object in space. It is commonly described by elliptic orbits, as described by Kepler's laws of planetary motion. The motion of these objects is influenced by solar gravity, Newtonian mechanics, and Einstein's general theory of relativity. The study of planetary motion is crucial in understanding the location and position of celestial objects and their cycles.","Planetary motion is the study of the movement of celestial objects. This includes planets orbiting a star, natural satellites orbiting a planet, or artificial satellites orbiting an object in space. It is commonly described by elliptic orbits, as described by Kepler's laws of planetary motion. The motion of these objects is influenced by solar gravity, Newtonian mechanics, and Einstein's general theory of relativity. The study of planetary motion is crucial in understanding the location and position of celestial objects and their cycles.","solar gravity, Location, planetary cycle"
365,Magnetic Resonance Imaging,Seismic Imaging,"['Prospecting', 'Seismic Imaging']",Seismic Imaging,1,2,"['Prospecting', 'Seismic Imaging']","[10, 1]","['Seismic Imaging', 'electromagnetic emission system', 'Maps', 'resonance cavity', 'mind', 'Robotic Movement', 'Neural Networks', 'Mirrors', 'Math', 'Prospecting', 'atom', 'Reactor', 'Molecular Symmetry', 'engine', 'Electronic Signal Transmission', 'Machines', 'The Neural Network of Computers', 'memory', 'research', 'The Brain']","[0.40307909703517536, 0.34696180073865623, 0.3306524050498824, 0.32836704000466665, 0.3198800709064846, 0.3149988608519695, 0.3072239654181561, 0.30536595951594725, 0.28740757564867886, 0.2841892075478238, 0.2820544926931848, 0.2786747955265594, 0.27617406645131515, 0.2751733256011478, 0.273658442099717, 0.2706659380033363, 0.26986548743921723, 0.2692285250889176, 0.26286541244424677, 0.2623231922458627]",name_properties_background,"Magnetic Resonance Imaging. Exciter, magnetic field, magnetic. Magnetic Resonance Imaging (MRI) is a non-invasive medical imaging technique that uses strong magnetic fields, magnetic field gradients, and radio waves to generate detailed images of the anatomy and physiological processes of the body. Unlike other imaging techniques such as CT or PET scans, MRI does not involve the use of X-rays or ionizing radiation. By exciting the spin energy transition of hydrogen atoms using radio waves, and localizing it using magnetic field gradients, MRI generates images of the tissues and organs of the body, particularly water and fat, providing superior contrast in soft tissues, such as the brain and abdomen. MRI is widely used in hospitals and clinics for medical diagnosis, staging, and follow-up of various diseases. However, some patients may find the experience uncomfortable due to the length of the measurement and the loud noise of the machine. Magnetic implants and other non-removable metal in the body can also pose a risk to some patients, and in certain cases, exclude them from undergoing an MRI examination safely. MRI has proven to be a versatile imaging technique that has extended its utility beyond diagnostic medicine and biomedical research to capture neuronal tracts and blood flow in the nervous system.","Magnetic Resonance Imaging (MRI) is a non-invasive medical imaging technique that uses strong magnetic fields, magnetic field gradients, and radio waves to generate detailed images of the anatomy and physiological processes of the body. Unlike other imaging techniques such as CT or PET scans, MRI does not involve the use of X-rays or ionizing radiation. By exciting the spin energy transition of hydrogen atoms using radio waves, and localizing it using magnetic field gradients, MRI generates images of the tissues and organs of the body, particularly water and fat, providing superior contrast in soft tissues, such as the brain and abdomen. MRI is widely used in hospitals and clinics for medical diagnosis, staging, and follow-up of various diseases. However, some patients may find the experience uncomfortable due to the length of the measurement and the loud noise of the machine. Magnetic implants and other non-removable metal in the body can also pose a risk to some patients, and in certain cases, exclude them from undergoing an MRI examination safely. MRI has proven to be a versatile imaging technique that has extended its utility beyond diagnostic medicine and biomedical research to capture neuronal tracts and blood flow in the nervous system.","Exciter, magnetic field, magnetic"
366,Energy Loss,Currency Loss,['Currency Loss'],electromagnetic emission system,4,1,['Currency Loss'],[4],"['electromagnetic emission system', 'heat', 'Burning Energy', 'Currency Loss', 'Circuit Malfunction', 'Friction', 'resonance cavity', 'Electronic Signal Transmission', 'Water Wave Propagation', 'light', 'Power Generation', 'Wave Propagation', 'Seismic Imaging', 'heat transfer', 'Ecosystem', 'education', 'Financial Equilibrium', 'sounds', 'Chemical Reactions', 'laboratory']","[0.5015063941821298, 0.42691688488803303, 0.42663747140630703, 0.41095881711993343, 0.37945789671720953, 0.36870492505634256, 0.36261922359111637, 0.3594905275229412, 0.3404773516633036, 0.32385253075347964, 0.321278821936381, 0.3212786375216402, 0.3126448592850436, 0.31194688352214156, 0.3037947306985466, 0.30132623025383, 0.299018934754101, 0.2957266878421314, 0.28962420279979895, 0.28634856381336427]",name_properties_background,"Energy Loss. resistance, energy, heat production. Energy loss is a phenomenon that occurs when electrons are exposed to a beam of electrons with a narrow range of kinetic energies. This is done through a process called electron energy loss spectroscopy (EELS), which measures the amount of energy lost through inelastic scattering. This scattering is caused by different types of excitations, such as phonon excitations, inner shell ionizations, and plasmon excitations. Inner-shell ionizations are particularly useful for identifying the elemental components of a material, as they provide evidence of the presence of specific atoms. By measuring the amount of energy lost and the scattering angle of the electrons, EELS can provide information on the dispersion relation of the material, as well as determine the types and numbers of atoms being struck by the beam. Energy loss can have important implications for resistance and heat production, which can be further studied through the use of EELS.","Energy loss is a phenomenon that occurs when electrons are exposed to a beam of electrons with a narrow range of kinetic energies. This is done through a process called electron energy loss spectroscopy (EELS), which measures the amount of energy lost through inelastic scattering. This scattering is caused by different types of excitations, such as phonon excitations, inner shell ionizations, and plasmon excitations. Inner-shell ionizations are particularly useful for identifying the elemental components of a material, as they provide evidence of the presence of specific atoms. By measuring the amount of energy lost and the scattering angle of the electrons, EELS can provide information on the dispersion relation of the material, as well as determine the types and numbers of atoms being struck by the beam. Energy loss can have important implications for resistance and heat production, which can be further studied through the use of EELS.","resistance, energy, heat production"
367,Quantum Mechanics,Financial Markets,['Financial Markets'],electromagnetic emission system,-1,0,[],[],"['electromagnetic emission system', 'atom', 'Wave Propagation', 'Water Wave Propagation', 'Math', 'Molecular Symmetry', 'pendulum motion', 'Chemical Reactions', 'theory', 'gas molecules', 'time', 'resonance cavity', 'Mathematical Calculations', 'heat', 'Urban Entropy Increase', 'mind', 'clock', 'camera', 'Seismic Imaging', 'universe']","[0.4868606402468229, 0.41307108324466835, 0.4054013654711588, 0.4018020946756432, 0.3963708287881621, 0.383944622207818, 0.35857858158534284, 0.35009761728168187, 0.32803652021302465, 0.314185689250967, 0.31048397747278145, 0.30633563988703333, 0.2993802444781263, 0.29071780427150223, 0.28913543855291646, 0.28674607741304803, 0.28381879837264556, 0.28180154268518537, 0.2816679319379827, 0.28092364636082523]",name_properties_background,"Quantum Mechanics. particle, wave function, Measurement, uncertainty principle. Quantum mechanics is a revolutionary theory in physics that explains the behavior of nature at the subatomic level. It is the foundation of quantum physics and all of its various applications, including quantum chemistry, quantum field theory, quantum technology, and quantum information science. This theory is based on principles that differ from classical physics where energy, momentum, and other physical quantities are quantized and have characteristics of both particles and waves. Quantum mechanics also imposes limits on the accuracy with which physical quantities can be predicted prior to measurement due to the uncertainty principle. This theory was developed by scientists like Niels Bohr, Erwin Schrödinger, and Werner Heisenberg, and is formulated mathematically with the help of the wave function. In short, quantum mechanics is a fascinating and essential field of study for understanding the behavior of particles and the probabilistic nature of measurements at the subatomic level.","Quantum mechanics is a revolutionary theory in physics that explains the behavior of nature at the subatomic level. It is the foundation of quantum physics and all of its various applications, including quantum chemistry, quantum field theory, quantum technology, and quantum information science. This theory is based on principles that differ from classical physics where energy, momentum, and other physical quantities are quantized and have characteristics of both particles and waves. Quantum mechanics also imposes limits on the accuracy with which physical quantities can be predicted prior to measurement due to the uncertainty principle. This theory was developed by scientists like Niels Bohr, Erwin Schrödinger, and Werner Heisenberg, and is formulated mathematically with the help of the wave function. In short, quantum mechanics is a fascinating and essential field of study for understanding the behavior of particles and the probabilistic nature of measurements at the subatomic level.","particle, wave function, Measurement, uncertainty principle"
368,Capacitor,memory,['memory'],Circuits,3,1,['memory'],[3],"['Circuits', 'Circuit Malfunction', 'memory', 'resonance cavity', 'Camera', 'camera', 'atom', 'clock', 'Computer', 'electronic scale automatically adjusts', 'Computer Processor', 'electromagnetic emission system', 'CPU', 'File Cabinet', 'Power Generation', 'air filter', 'Crowd', 'sounds', 'communication networks', 'Electronic Signal Transmission']","[0.5504952136200857, 0.46142103734085826, 0.44863500831832437, 0.39341458032466897, 0.3811389692501359, 0.3736419625825896, 0.366043664636651, 0.352457283794452, 0.34810136653004087, 0.34595685704159773, 0.3397181728037495, 0.33402604974066075, 0.3339164727525179, 0.33075487617948385, 0.3269209037088961, 0.3225760480801134, 0.32069909587320766, 0.3191218786005018, 0.31547555403707306, 0.31544677061960574]",name_properties_background,"Capacitor. charge, Voltage, capacitance. A capacitor is an electronic device that stores electrical energy in an electric field. It consists of two terminals, and its main effect is known as capacitance. The capacitor adds capacitance to a circuit, which can be helpful in blocking direct current while allowing alternating current to pass. When a voltage is applied across its terminals, an electric field develops across the dielectric or insulating material, causing one plate to accumulate a net positive charge, and the other to accumulate a net negative charge. Capacitors are widely used in electrical circuits and electronic devices, and their ability to store energy has found applications in resonant circuits, power transmission systems, and digital memory. The earliest forms of capacitors were water-filled glass jars called Leyden jars, which were created in the 1740s. The physical form and construction of practical capacitors vary widely, and most capacitors contain two electrical conductors separated by a dielectric medium. Capacitors are an essential component in many common electrical devices and contribute significantly to the field of electronics.","A capacitor is an electronic device that stores electrical energy in an electric field. It consists of two terminals, and its main effect is known as capacitance. The capacitor adds capacitance to a circuit, which can be helpful in blocking direct current while allowing alternating current to pass. When a voltage is applied across its terminals, an electric field develops across the dielectric or insulating material, causing one plate to accumulate a net positive charge, and the other to accumulate a net negative charge. Capacitors are widely used in electrical circuits and electronic devices, and their ability to store energy has found applications in resonant circuits, power transmission systems, and digital memory. The earliest forms of capacitors were water-filled glass jars called Leyden jars, which were created in the 1740s. The physical form and construction of practical capacitors vary widely, and most capacitors contain two electrical conductors separated by a dielectric medium. Capacitors are an essential component in many common electrical devices and contribute significantly to the field of electronics.","charge, Voltage, capacitance"
369,Hydropower,Wind Power,['Wind Power'],Wind Power,1,1,['Wind Power'],[1],"['Wind Power', 'Power Generation', 'heat transfer', 'Water pipe system', 'Conservation of Water Flow', 'River', 'Wave Propagation', 'tidal phenomena', 'Sailing', 'Water Wave Propagation', 'engine', 'Machines', 'Solar Panels', 'Factory System', 'The Second Industrial Revolution', 'Printing', 'Factory', 'Vortex', 'heat', 'Printers Print Documents']","[0.633424494468042, 0.6131800277392212, 0.5071936560797731, 0.4663881235042978, 0.46030228245694665, 0.45348187753711977, 0.4233390272329406, 0.4008591678229908, 0.3968145831119777, 0.39334649413997425, 0.39220032227250395, 0.38549420630839865, 0.37790082016512694, 0.34979380805909976, 0.32269314553085016, 0.3208224645076654, 0.3193306163313276, 0.31669766071876027, 0.31107011870044937, 0.3095776062047536]",name_properties_background,"Hydropower. water flow, water turbine, Paddle. Hydropower is a method of converting the kinetic or potential energy from falling or fast-running water into electricity or machine power. This form of renewable energy production is achieved through the use of a water turbine which transforms the force of the water flow into an energy source. Hydropower has existed as a source of energy for centuries, and was used to power various mechanical devices such as textile mills and sawmills. Today, hydropower is mainly used for hydroelectric power generation and as one part of a system called pumped-storage hydroelectricity. This method of power generation is becoming an attractive alternative to fossil fuels due to its sustainability and lack of direct atmospheric pollutants. However, it does require a consistent source of water, such as a river or an elevated lake, and has various economic, sociological, and environmental challenges. Despite this, international institutions such as the World Bank recognize hydropower as a low-carbon means for economic development. Additionally, a trompe, which produces compressed air from falling water, can be used to power other machinery from a distance. Hydropower is a promising solution to the global demand for sustainable energy production.","Hydropower is a method of converting the kinetic or potential energy from falling or fast-running water into electricity or machine power. This form of renewable energy production is achieved through the use of a water turbine which transforms the force of the water flow into an energy source. Hydropower has existed as a source of energy for centuries, and was used to power various mechanical devices such as textile mills and sawmills. Today, hydropower is mainly used for hydroelectric power generation and as one part of a system called pumped-storage hydroelectricity. This method of power generation is becoming an attractive alternative to fossil fuels due to its sustainability and lack of direct atmospheric pollutants. However, it does require a consistent source of water, such as a river or an elevated lake, and has various economic, sociological, and environmental challenges. Despite this, international institutions such as the World Bank recognize hydropower as a low-carbon means for economic development. Additionally, a trompe, which produces compressed air from falling water, can be used to power other machinery from a distance. Hydropower is a promising solution to the global demand for sustainable energy production.","water flow, water turbine, Paddle"
370,eyes,camera,['camera'],The Brain,6,1,['camera'],[6],"['The Brain', 'The Nervous System', 'blind', 'How the Human Brain Works', 'Blindness', 'camera', 'Camera', 'light', 'Human Body', 'Neural Networks', 'Human Hands', 'the skeletal system', 'Skin System', 'life', 'Plants', 'sounds', 'mind', 'The Neural Network of Computers', 'Machines', 'Heart']","[0.5077509866029891, 0.4556701479099168, 0.44683734128802494, 0.4402620663147431, 0.42914099331165795, 0.4207637017980585, 0.4173125377587005, 0.40694069747094475, 0.38346587382573116, 0.3785568569504582, 0.36972429532630113, 0.35326868102844616, 0.35109736981040246, 0.3488619493884576, 0.344139482895753, 0.3288475395813144, 0.32507908703793553, 0.3196887794019396, 0.3152618653865636, 0.3125308295598748]",name_properties_background,"eyes. lens, retina, eye socket, eyelid, neural signal. The eyes are one of the most incredible organs in our body, responsible for providing us with sight and enabling us to process optical information. This complex system is made up of several parts, including the lens, retina, eye socket, eyelid, and neural signals. The lens is responsible for focusing light onto the retina, which acts as a sort of camera sensor, capturing images and sending neural signals to the brain. The eye socket and eyelid provide protection and help to keep the eye lubricated and clean. When light hits the retina, it triggers a cascade of neural signals that allow us to see the world around us. It's truly remarkable to consider the complexity of this system and the incredible benefits it provides us every single day.","The eyes are one of the most incredible organs in our body, responsible for providing us with sight and enabling us to process optical information. This complex system is made up of several parts, including the lens, retina, eye socket, eyelid, and neural signals. The lens is responsible for focusing light onto the retina, which acts as a sort of camera sensor, capturing images and sending neural signals to the brain. The eye socket and eyelid provide protection and help to keep the eye lubricated and clean. When light hits the retina, it triggers a cascade of neural signals that allow us to see the world around us. It's truly remarkable to consider the complexity of this system and the incredible benefits it provides us every single day.","lens, retina, eye socket, eyelid, neural signal"
371,The Second Law of Thermodynamics,Urban Entropy Increase,['Urban Entropy Increase'],heat,-1,0,[],[],"['heat', 'heat transfer', 'Friction', 'Burning Energy', 'engine', 'The Second Industrial Revolution', 'Chemical Reactions', 'electromagnetic emission system', 'theory', 'life', 'Human Body', 'Evolution', 'The Law of Means', 'Power Generation', 'gas molecules', 'Circular Economy', 'Ecosystem', 'natural selection', 'Immunity', 'time']","[0.5142356902124647, 0.4303341961118585, 0.40944655806765734, 0.3637248235727685, 0.34406970018911337, 0.33876723730544867, 0.3284257240432505, 0.3272008855991682, 0.3249988417616369, 0.31534119646993064, 0.3037519213163947, 0.3033197402874024, 0.29812871864222057, 0.29618977182389783, 0.2934030568854254, 0.2887544072305115, 0.285612463813114, 0.2847226600263838, 0.28376098263308325, 0.2808655751141336]",name_properties_background,"The Second Law of Thermodynamics. energy, energy size, irreversible process. The second law of thermodynamics is a fundamental law in physics that governs the transfer of energy within a system. It states that heat always moves from hotter objects to colder objects, and cannot be converted entirely into work in a cyclic process. The law establishes the concept of entropy, a property of a thermodynamic system that determines its level of disorder. The second law is crucial in predicting whether processes are possible, providing necessary criteria for spontaneous processes. It accounts for the irreversibility of natural processes, often referred to in the concept of the arrow of time. The law has a rich history, beginning as an empirical finding that was accepted as an axiom of thermodynamic theory. Today, statistical mechanics provides a microscopic explanation of the law in terms of probability distributions of the states of large assemblies of atoms or molecules. The second law allows us to define thermodynamic temperature, relying on the zeroth law of thermodynamics. By understanding the principles behind the second law of thermodynamics, we can better understand energy transfer, energy size, and irreversible processes in the physical world.","The second law of thermodynamics is a fundamental law in physics that governs the transfer of energy within a system. It states that heat always moves from hotter objects to colder objects, and cannot be converted entirely into work in a cyclic process. The law establishes the concept of entropy, a property of a thermodynamic system that determines its level of disorder. The second law is crucial in predicting whether processes are possible, providing necessary criteria for spontaneous processes. It accounts for the irreversibility of natural processes, often referred to in the concept of the arrow of time. The law has a rich history, beginning as an empirical finding that was accepted as an axiom of thermodynamic theory. Today, statistical mechanics provides a microscopic explanation of the law in terms of probability distributions of the states of large assemblies of atoms or molecules. The second law allows us to define thermodynamic temperature, relying on the zeroth law of thermodynamics. By understanding the principles behind the second law of thermodynamics, we can better understand energy transfer, energy size, and irreversible processes in the physical world.","energy, energy size, irreversible process"
372,Spectral Lines,Musical Notes,['Musical Notes'],light,3,1,['Musical Notes'],[3],"['light', 'Molecular Symmetry', 'Musical Notes', 'signal', 'line', 'electromagnetic emission system', 'laboratory', 'Wave Propagation', 'life', 'Water Wave Propagation', 'sounds', 'Chemical Reactions', 'gas molecules', 'Camera', 'sound system', 'communication networks', 'Electronic Signal Transmission', 'Crime Scene', 'Burning Energy', 'Information Flow']","[0.4524754728149474, 0.42511128793809444, 0.3914850152414505, 0.37630690015633267, 0.36609400475679904, 0.36599568227648593, 0.3658480263305921, 0.3492203068656682, 0.3448303192453993, 0.3446554964836499, 0.3162991470243858, 0.31091059026790135, 0.309839529062374, 0.2992212895936395, 0.2959248510524255, 0.2948979744652858, 0.29165496880987307, 0.2900396922126803, 0.2875849146769839, 0.2858760934452559]",name_properties_background,"Spectral Lines. wavelength, molecular. A spectral line is a distinctive feature in the continuous spectrum of light that encodes valuable information about the atomic or molecular structure of a material. These lines correspond to specific energy levels of atoms and molecules, which absorb or emit light at particular wavelengths. By analyzing the wavelengths and intensities of these spectral lines, scientists can determine the composition and properties of celestial objects such as stars and planets. Spectral lines act like fingerprints, allowing researchers to identify the presence of specific atoms and molecules within a sample. This makes them essential tools in fields such as astrophysics, chemistry, and materials science, enabling researchers to explore the fundamental building blocks of matter. By studying spectral lines, we are gaining a deeper understanding of the fundamental nature of the universe around us.","A spectral line is a distinctive feature in the continuous spectrum of light that encodes valuable information about the atomic or molecular structure of a material. These lines correspond to specific energy levels of atoms and molecules, which absorb or emit light at particular wavelengths. By analyzing the wavelengths and intensities of these spectral lines, scientists can determine the composition and properties of celestial objects such as stars and planets. Spectral lines act like fingerprints, allowing researchers to identify the presence of specific atoms and molecules within a sample. This makes them essential tools in fields such as astrophysics, chemistry, and materials science, enabling researchers to explore the fundamental building blocks of matter. By studying spectral lines, we are gaining a deeper understanding of the fundamental nature of the universe around us.","wavelength, molecular"
