example_id,model,target_concept,source_concept,predicted_properties,ground_truth_properties,num_predicted,num_ground_truth,num_matched,precision,recall,f1_score,reasoning,elapsed_time,error
58,gemini-2.5-flash-lite,Immune System,Reactor,"[""Defense mechanism"", ""Cellular network"", ""Pathogen recognition"", ""Adaptive immunity"", ""Innate immunity""]","[""Immune Cells"", ""pathogen"", ""Antibody""]",5.0,3.0,0.0,0.0,0.0,0.0,"The immune system is a complex network of cells, tissues, and organs that work together to defend the body against harmful invaders like bacteria, viruses, and other pathogens. It identifies these foreign substances, mounts a response to neutralize or eliminate them, and remembers them for future encounters. Key aspects include its ability to distinguish self from non-self, its diverse cellular components, and its adaptive and innate branches.",1.27,
233,gemini-2.5-flash-lite,Christianity,Islam,"[""Monotheistic religion"", ""Jesus Christ"", ""Salvation through faith"", ""Bible"", ""Worship practices""]","[""Jesus"", ""Palestine"", ""Bible""]",5.0,3.0,1.0,0.2,0.333,0.25,"Christianity is a monotheistic religion based on the life and teachings of Jesus of Nazareth. Its core tenets include the belief in Jesus as the Son of God and the Messiah, his crucifixion and resurrection, and the concept of salvation through faith in him. Key aspects involve scripture (the Bible), worship practices, and a moral code derived from Jesus' teachings.",1.24,
117,gemini-2.5-flash-lite,Enantiomers,Human Hands,"[""Chiral molecules"", ""Non-superimposable mirror images"", ""Stereoisomers""]","[""mirror symmetry"", ""chiral center""]",3.0,2.0,0.0,0.0,0.0,0.0,"Enantiomers are stereoisomers that are non-superimposable mirror images of each other. This means they have the same connectivity of atoms but differ in their three-dimensional arrangement. This difference in spatial arrangement leads to distinct physical and chemical properties, particularly in their interaction with other chiral molecules, such as enzymes and receptors in biological systems.",1.88,
114,gemini-2.5-flash-lite,Chemistry,A Jigsaw Puzzle,"[""Matter"", ""Reactions"", ""Elements"", ""Compounds"", ""Atoms"", ""Molecules""]","[""Reactant"", ""reaction process"", ""Reaction conditions"", ""product""]",6.0,4.0,0.0,0.0,0.0,0.0,"Chemistry is the scientific discipline involved with compounds composed of atoms, i.e. elements, and molecules, i.e. combinations of atoms: their composition, structure, properties, behavior and the changes they undergo during a reaction with other compounds.",1.3,
343,gemini-2.5-flash-lite,Team Management,Football Game,"[""Coordination"", ""Motivation"", ""Communication"", ""Goal achievement"", ""Delegation""]","[""leader"", ""team member"", ""Target""]",5.0,3.0,0.0,0.0,0.0,0.0,"Team management involves the coordination and direction of a group of individuals to achieve a common goal. This requires understanding group dynamics, individual strengths and weaknesses, effective communication, and the ability to motivate and delegate tasks. Key aspects include setting clear objectives, fostering collaboration, resolving conflicts, and monitoring progress.",1.3,
159,gemini-2.5-flash-lite,Bagging Algorithms,Investors,"[""Ensemble learning"", ""Bootstrap sampling"", ""Variance reduction"", ""Model aggregation""]","[""random sample"", ""train"", ""accuracy""]",4.0,3.0,0.0,0.0,0.0,0.0,"Bagging, short for Bootstrap Aggregating, is an ensemble learning technique used to improve the stability and accuracy of machine learning algorithms. It works by creating multiple subsets of the original training data through bootstrap sampling (sampling with replacement). A separate model (often of the same type, like a decision tree) is trained on each subset. Finally, the predictions from all these individual models are combined, typically through averaging (for regression) or voting (for classification), to produce a single, more robust prediction. This process helps to reduce variance and overfitting.",2.54,
142,gemini-2.5-flash-lite,Cloud Computing,Rental Housing,"[""On-demand self-service"", ""Broad network access"", ""Resource pooling"", ""Rapid elasticity"", ""Measured service""]","[""service"", ""Server"", ""storage"", ""network""]",5.0,4.0,0.0,0.0,0.0,0.0,"Cloud computing is a model for delivering IT services—including applications, storage, databases, networking, software, analytics, and intelligence—over the Internet (""the cloud"") to offer faster innovation, flexible resources, and economies of scale. Users typically pay only for cloud services they use, helping lower operating costs, run infrastructure more efficiently, and scale as business needs change.",1.64,
382,gemini-2.5-flash-lite,Electromagnetic resonance cavity,resonance cavity,"[""Hollow metal chamber"", ""Resonant frequencies"", ""Stores electromagnetic energy"", ""Wave reflection""]","[""reflection"", ""put one's oar in"", ""pitch"", ""timbre""]",4.0,4.0,0.0,0.0,0.0,0.0,"An electromagnetic resonance cavity is a hollow metal chamber that can support and contain electromagnetic fields oscillating at specific frequencies. These frequencies are determined by the cavity's dimensions and shape. When electromagnetic waves are introduced into the cavity at one of these resonant frequencies, they are reflected back and forth, building up in intensity. This phenomenon is analogous to mechanical resonance, where an object vibrates with maximum amplitude when driven at its natural frequency. The cavity effectively stores electromagnetic energy.",1.43,
56,gemini-2.5-flash-lite,Genes,Computer Code,"[""Heredity units"", ""DNA segments"", ""Protein coding""]","[""organism"", ""sequence"", ""transcription"", ""translate""]",3.0,4.0,0.0,0.0,0.0,0.0,"Genes are the fundamental units of heredity, carrying the genetic information that determines the traits of an organism. They are segments of DNA that code for specific proteins or functional RNA molecules. Their key properties include their role in inheritance, their molecular composition (DNA), and their function in directing cellular processes.",1.06,
77,gemini-2.5-flash-lite,Macrophages,the cleaners,"[""Phagocytosis"", ""Immune cell"", ""Antigen presentation"", ""Tissue resident""]","[""devour"", ""pathogen""]",4.0,2.0,0.0,0.0,0.0,0.0,"Macrophages are a type of white blood cell that plays a crucial role in the immune system. They are characterized by their ability to engulf and digest cellular debris, foreign substances, microbes, cancer cells, and anything else that does not have the type of proteins specific to healthy body cells on its surface. This process is called phagocytosis. Macrophages are also involved in initiating adaptive immunity by presenting antigens to T cells. They are found in virtually all tissues, where they differentiate from monocytes.",1.38,
26,gemini-2.5-flash-lite,Genetic Mutation,Typo,"[""DNA alteration"", ""Heritable changes"", ""Genetic variation"", ""Spontaneous occurrence"", ""Induced changes""]","[""gene sequence"", ""genetic mutation"", ""Gene"", ""repair""]",5.0,4.0,0.0,0.0,0.0,0.0,"A genetic mutation is a change in the DNA sequence of an organism. These changes can occur spontaneously during DNA replication or be induced by external factors like radiation or chemicals. Mutations can range from a single nucleotide change to large-scale alterations in chromosome structure. They are the ultimate source of genetic variation, driving evolution, but can also lead to diseases like cancer.",1.18,
83,gemini-2.5-flash-lite,deaf,blind,"[""Hearing loss"", ""Auditory perception"", ""Communication barrier"", ""Cultural identity""]","[""ear"", ""sound"", ""No reaction""]",4.0,3.0,0.0,0.0,0.0,0.0,"The concept of ""deaf"" refers to a condition characterized by a significant or total loss of hearing. This can impact an individual's ability to perceive sound, which in turn affects communication, learning, and social interaction. The degree of hearing loss can vary, and deafness can be congenital (present at birth) or acquired later in life due to various factors such as illness, injury, or aging. It's also important to recognize that deafness is not just a medical condition but also a cultural identity for many, with distinct languages (like sign language) and communities.",1.33,
383,gemini-2.5-flash-lite,Mean Field Approximation,Group Behavior,"[""Simplifies interactions"", ""Averages effects"", ""Reduces complexity"", ""Analytical tractability"", ""Approximation method""]","[""particle"", ""system"", ""average effect""]",5.0,3.0,0.0,0.0,0.0,0.0,"The Mean Field Approximation is a technique used in statistical mechanics and other fields to simplify complex systems with many interacting components. It works by approximating the effect of all other components on a single component as an average or ""mean"" field. This reduces the problem from one involving many interacting variables to one involving a single variable, making it analytically tractable. The approximation is most accurate when the interactions are weak or when the system is large, as the fluctuations around the mean become less significant.",1.45,
149,gemini-2.5-flash-lite,random forest,forest,"[""Ensemble learning"", ""Decision trees"", ""Bagging"", ""Feature randomness"", ""High accuracy"", ""Reduces overfitting""]","[""decision tree"", ""feature"", ""predict""]",6.0,3.0,0.0,0.0,0.0,0.0,"A random forest is a machine learning algorithm that operates by constructing a multitude of decision trees at training time. For classification, the output of the majority of the trees is chosen. For regression, the average prediction of all the trees is chosen. It is an ensemble learning method that improves accuracy and robustness by combining the predictions of multiple decision trees.",1.29,
182,gemini-2.5-flash-lite,Active Fault,Spring,"[""Recent movement"", ""Earthquake potential"", ""Geological evidence""]","[""displacement"", ""earthquake""]",3.0,2.0,0.0,0.0,0.0,0.0,"An active fault is a fault in the Earth's crust that has experienced movement during the Quaternary period (the last 2.6 million years) and is likely to experience further movement in the future. This movement is typically associated with seismic activity, meaning earthquakes. Key characteristics include evidence of recent displacement, potential for future earthquakes, and geological features like scarps or offset streams.",2.21,
23,gemini-2.5-flash-lite,DNA Double Helix Structure,The Helix Bridge,"[""Helical shape"", ""Antiparallel strands"", ""Base pairing""]","[""dna strand"", ""base pair""]",3.0,2.0,0.0,0.0,0.0,0.0,"The DNA double helix is a fundamental structure in molecular biology. Its key features include its helical shape, the antiparallel orientation of its two strands, and the specific base pairing (A-T, G-C) that holds the strands together via hydrogen bonds. These properties are crucial for DNA's function in storing and transmitting genetic information.",1.2,
174,gemini-2.5-flash-lite,Business cycle,day and night cycle,"[""Economic fluctuations"", ""Expansion and contraction"", ""Irregular timing"", ""GDP changes"", ""Employment changes""]","[""Boom period"", ""Recession"", ""recovery period""]",5.0,3.0,0.0,0.0,0.0,0.0,"The business cycle refers to the recurring, but irregular, pattern of fluctuations in economic activity over time. These fluctuations involve periods of expansion (growth) and contraction (recession). Key characteristics include changes in GDP, employment, industrial production, and inflation. The cycle is not predictable in its timing or duration, and its causes are complex, often involving shifts in aggregate demand and supply, monetary policy, and external shocks.",1.51,
210,meta-llama-3-1-70b-instruct,Westernization Movement,Reform Movement of 1898,"[""Cultural Exchange"", ""Modernization"", ""Global Influence""]","[""technology"", ""self-improvement"", ""Li Hongzhang"", ""Landlord Class Westernization School"", ""feudal ruler self-help movement""]",3.0,5.0,0.0,0.0,0.0,0.0,"The Westernization Movement refers to the process of adopting Western culture, values, and practices in non-Western societies. This movement has been driven by various factors, including colonialism, globalization, and technological advancements. To analyze this concept, we need to identify the key properties and attributes that define it.",0.21,
281,meta-llama-3-1-70b-instruct,household,government,"[""family"", ""residence"", ""resources"", ""responsibilities""]","[""household"", ""house"", ""father"", ""servant"", ""father"", ""father"", ""housekeeper""]",4.0,5.0,0.0,0.0,0.0,0.0,"The concept of a household refers to a social unit that shares a common residence and often consists of family members or individuals who share resources and responsibilities. To analyze this concept, we need to identify the key properties that define a household.",6.43,
34,meta-llama-3-1-70b-instruct,Cell division,the replicator,"[""Mitosis"", ""Meiosis"", ""Chromosome separation"", ""DNA replication"", ""Cell membrane formation""]","[""cell"", ""cell organelle"", ""molecular""]",5.0,3.0,0.0,0.0,0.0,0.0,"Cell division is a fundamental process in biology where a cell splits into two daughter cells. It involves the replication of DNA, separation of chromosomes, and the formation of new cell membranes. Key properties of cell division include the type of division (mitosis or meiosis), the number of chromosomes involved, and the resulting daughter cells.",5.83,
211,meta-llama-3-1-70b-instruct,Westernization Movement,The Revolution of 1911,"[""Cultural Exchange"", ""Modernization"", ""Global Influence""]","[""technology"", ""self-improvement"", ""Li Hongzhang"", ""Landlord Class Westernization School"", ""feudal ruler self-help movement""]",3.0,5.0,0.0,0.0,0.0,0.0,"The Westernization Movement refers to the process of adopting Western culture, values, and practices in non-Western societies. This movement has been driven by various factors, including colonialism, globalization, and technological advancements. To analyze this concept, we need to identify the key properties and attributes that define it.",0.19,
94,meta-llama-3-1-70b-instruct,Electrochemical Reaction,Power Generation,"[""Oxidation"", ""Reduction"", ""Electrodes"", ""Electrolyte"", ""Ion Transfer""]","[""electron transfer"", ""conductor"", ""electronic""]",5.0,3.0,0.0,0.0,0.0,0.0,"An electrochemical reaction is a chemical reaction that involves the transfer of electrons between two substances, often through an external circuit. This type of reaction is commonly used in batteries, fuel cells, and electroplating. The key properties of an electrochemical reaction include the type of reaction (oxidation or reduction), the electrodes involved (anode and cathode), and the electrolyte that facilitates the reaction.",4.83,
85,meta-llama-3-1-70b-instruct,Limit Modification System,Firewall,"[""Mathematical Framework"", ""Calculus"", ""Analysis"", ""Limits"", ""Continuity"", ""Differentiability"", ""Integrability""]","[""prokaryotes"", ""exogenous DNA"", ""restriction enzyme"", ""cut off"", ""degradation""]",7.0,5.0,0.0,0.0,0.0,0.0,"The Limit Modification System is a concept in mathematics that deals with the study of limits and their properties. It is a fundamental concept in calculus and analysis, and is used to define the basic operations of calculus, such as differentiation and integration. The system provides a rigorous framework for working with limits, and is essential for understanding many mathematical concepts, including continuity, differentiability, and integrability.",4.53,
330,meta-llama-3-1-70b-instruct,Article,River,"[""Author"", ""Title"", ""Publication Date"", ""Content""]","[""article"", ""Word"", ""beginning"", ""end""]",4.0,4.0,0.0,0.0,0.0,0.0,"An article is a written composition that is published in a newspaper, magazine, or online. It typically presents information, opinions, or analysis on a specific topic. Key properties of an article include its author, title, publication date, and content.",3.78,
95,meta-llama-3-1-70b-instruct,Crystals,Architecture,"[""Rigidity"", ""Transparency"", ""Geometric shape"", ""Repeating pattern"", ""Crystal lattice""]","[""atom"", ""atomic arrangement"", ""chemical bond"", ""Crystal structure""]",5.0,4.0,0.0,0.0,0.0,0.0,"Crystals are solids in which the atoms, molecules, or ions are arranged in a repeating pattern, called a crystal lattice. This repeating pattern gives crystals their unique properties, such as rigidity, transparency, and regular geometric shapes. The properties of crystals are determined by the arrangement of their constituent particles and the forces that hold them together.",6.82,
267,meta-llama-3-1-70b-instruct,money,time,"[""medium of exchange"", ""unit of account"", ""store of value"", ""portable"", ""divisible"", ""fungible""]","[""money"", ""allocate"", ""budget"", ""effective"", ""cheap"", ""expensive""]",6.0,6.0,0.0,0.0,0.0,0.0,"Money is a complex concept that can be analyzed from various perspectives. In this context, I will focus on its key properties and attributes. Money is a medium of exchange, a unit of account, and a store of value. It can take various forms, such as physical currency, digital transactions, or commodities.",9.35,
127,meta-llama-3-1-70b-instruct,Deep Learning,The Brain,"[""Artificial Neural Networks"", ""Multi-Layered"", ""Pattern Recognition"", ""Complex Data Analysis"", ""High Accuracy""]","[""Model"", ""data"", ""study"", ""output""]",5.0,4.0,0.0,0.0,0.0,0.0,"Deep learning is a subset of machine learning that involves the use of artificial neural networks to analyze and interpret data. It is called ""deep"" because it uses multiple layers of neural networks, as opposed to traditional machine learning which uses only one layer. This allows deep learning models to learn complex patterns in data and make accurate predictions or decisions.",5.07,
10,meta-llama-3-1-70b-instruct,Ecosystem,Machines,"[""Biodiversity"", ""Interconnectedness"", ""Energy Flow"", ""Nutrient Cycling"", ""Adaptation"", ""Resilience""]","[""biology"", ""ecosystem"", ""Survive"", ""reproduce""]",6.0,4.0,0.0,0.0,0.0,0.0,"An ecosystem is a complex network of living organisms (plants, animals, and microbes) interacting with each other and their physical environment. To analyze this concept, we need to identify the key properties that define and characterize an ecosystem.",4.19,
362,meta-llama-3-1-70b-instruct,Sound Wave Propagation,Water Wave Propagation,"[""Frequency"", ""Wavelength"", ""Speed"", ""Amplitude"", ""Attenuation""]","[""sound wave"", ""Sound source"", ""Acoustic medium""]",5.0,3.0,0.0,0.0,0.0,0.0,"Sound wave propagation refers to the way sound waves travel through a medium, such as air, water, or solids. Understanding the properties of sound wave propagation is crucial in various fields, including physics, engineering, and acoustics. Key properties of sound wave propagation include frequency, wavelength, speed, amplitude, and attenuation.",4.45,
57,meta-llama-3-1-70b-instruct,The Evolution of Viruses,The Production Line of a Car Factory,"[""Mutation"", ""Genetic Drift"", ""Gene Flow"", ""Natural Selection"", ""Recombination""]","[""Virus"", ""Mutations"", ""New varieties""]",5.0,3.0,0.0,0.0,0.0,0.0,"The evolution of viruses is a complex and multifaceted concept that involves the study of how viruses change and adapt over time. This concept is important in understanding the emergence and spread of new viral diseases, as well as the development of effective treatments and vaccines. Key properties and attributes of the evolution of viruses include mutation, genetic drift, gene flow, natural selection, and recombination.",5.28,
73,meta-llama-3-1-70b-instruct,Alveoli,Balloons,"[""Small size"", ""Thin walls"", ""Rich blood supply""]","[""lung"", ""Alveoli"", ""gas""]",3.0,3.0,0.0,0.0,0.0,0.0,"Alveoli are small air sacs located at the end of the bronchioles in the lungs, where gas exchange occurs. They are a crucial part of the respiratory system, allowing oxygen to enter the bloodstream and carbon dioxide to be removed. The key properties of alveoli include their small size, thin walls, and rich blood supply, which enable efficient gas exchange.",4.35,
133,meta-llama-3-1-70b-instruct,hard drive,book,"[""Non-volatile"", ""Magnetic storage"", ""Mechanical"", ""Data storage"", ""Spinning disk""]","[""Storing data"", ""read/write head"", ""interface""]",5.0,3.0,0.0,0.0,0.0,0.0,"A hard drive is a non-volatile storage device that stores data on a magnetic medium. It consists of one or more platters, a spindle motor, and a read/write head. The platters are coated with a magnetic material that allows data to be written and read. The spindle motor spins the platters at high speed, while the read/write head floats above the platters to read and write data.",5.73,
43,meta-llama-3-1-70b-instruct,Microbiome,ecosystem,"[""Diversity"", ""Composition"", ""Functional capabilities"", ""Microbial interactions"", ""Host-microbe interactions"", ""Ecological balance""]","[""microorganism"", ""Habitats"", ""Synergy""]",6.0,3.0,0.0,0.0,0.0,0.0,"The microbiome refers to the collective community of microorganisms that inhabit a particular environment or ecosystem. In the context of human health, the microbiome plays a crucial role in maintaining homeostasis, regulating the immune system, and influencing various physiological processes. Key properties of the microbiome include its diversity, composition, and functional capabilities.",4.2,
279,meta-llama-3-1-70b-instruct,slope,career,"[""steepness"", ""ratio"", ""inclination"", ""angle""]","[""slope"", ""ascent"", ""descent"", ""climb"", ""climber""]",4.0,5.0,0.0,0.0,0.0,0.0,"The concept of slope is a fundamental idea in mathematics and physics, particularly in geometry and trigonometry. It refers to the measure of how steep a line or surface is, often calculated as the ratio of the vertical change (rise) to the horizontal change (run). Understanding slope is crucial in various fields, such as engineering, architecture, and physics, as it helps in designing and analyzing systems, structures, and phenomena.",4.42,
377,meta-llama-3-1-70b-instruct,Tight-Bind Approximation,Taylor Expansion,"[""Simplifies Schr\u00f6dinger equation"", ""Assumes tight binding"", ""Small overlap between atomic orbitals"", ""Used in solid-state physics""]","[""physics"", ""atomic orbital"", ""linear combination"", ""Behavior""]",4.0,4.0,0.0,0.0,0.0,0.0,"The Tight-Binding Approximation is a method used in solid-state physics to describe the electronic structure of solids. It is based on the assumption that the electrons in a solid are tightly bound to the atoms, and that the overlap between the atomic orbitals is small. This approximation allows for a simplification of the Schrödinger equation, making it possible to calculate the electronic band structure of solids.",4.9,
232,meta-llama-3-1-70b-instruct,Buddhism,Islam,"[""Mindfulness"", ""Meditation"", ""Nirvana"", ""Karma"", ""Rebirth"", ""Four Noble Truths"", ""Eightfold Path"", ""Non-violence"", ""Compassion"", ""Wisdom""]","[""Gautama Siddhartha"", ""Ancient India"", ""Diamond Sutra""]",10.0,3.0,0.0,0.0,0.0,0.0,"Buddhism is a complex and multifaceted concept that encompasses various aspects of philosophy, spirituality, and culture. To extract key properties and attributes, we need to consider its core teachings, practices, and historical context. Buddhism is often characterized by its emphasis on mindfulness, meditation, and the attainment of enlightenment or Nirvana. Its key principles include the Four Noble Truths, the Eightfold Path, and the concept of karma and rebirth.",6.66,
386,meta-llama-3-1-70b-instruct,Lattice,Rubik's Cube,"[""Symmetry"", ""Periodic"", ""Three-dimensional"", ""Crystal structure""]","[""lattice point"", ""move""]",4.0,2.0,0.0,0.0,0.0,0.0,"A lattice is a repeating arrangement of atoms or molecules in a crystalline solid. The key properties of a lattice include its symmetry, dimensions, and the arrangement of its constituent particles.",5.84,
78,meta-llama-3-1-70b-instruct,Disability of the plant,cocoon,"[""Impaired photosynthesis"", ""Reduced growth rate"", ""Altered reproductive patterns"", ""Increased susceptibility to disease"", ""Genetic mutations""]","[""Lymphocytes"", ""immunity"", ""antigen"", ""antigen tolerance""]",5.0,4.0,0.0,0.0,0.0,0.0,"The concept of ""Disability of the plant"" refers to the inability of a plant to perform its normal physiological functions, such as photosynthesis, growth, and reproduction, due to various factors such as environmental stress, disease, or genetic disorders. To analyze this concept, we need to identify the key properties and attributes that are affected by this disability.",8.8,
16,meta-llama-3-1-70b-instruct,Platelets,Construction Workers,"[""Small"", ""Irregular shape"", ""Short lifespan"", ""Blood clotting"", ""Cell fragments""]","[""human body"", ""substances"", ""damaged tissue""]",5.0,3.0,0.0,0.0,0.0,0.0,"Platelets, also known as thrombocytes, are a type of blood cell that plays a crucial role in blood clotting. They are produced in the bone marrow and circulate in the blood for about 8-12 days. Platelets are involved in the formation of a blood clot by aggregating and releasing chemical signals that attract other platelets and cells to the site of injury.",5.18,
392,meta-llama-3-1-70b-instruct,Turbine Engine,Heart,"[""High Power-to-Weight Ratio"", ""Internal Combustion"", ""Turbine Driven"", ""Compressor"", ""Combustion Chamber"", ""Nozzle""]","[""turbine blade"", ""turbine disk"", ""combustion chamber""]",6.0,3.0,1.0,0.167,0.333,0.222,"A turbine engine is a type of internal combustion engine that uses a turbine to generate power. It is commonly used in aircraft and other applications where high power-to-weight ratios are required. The key properties of a turbine engine include its compressor, combustion chamber, turbine, and nozzle. These components work together to compress air, mix it with fuel, ignite the mixture, and then expand the hot gases through the turbine to generate power.",6.08,
272,meta-llama-3-1-70b-instruct,seeing,understanding,"[""Visual Perception"", ""Light Waves"", ""Eye Structure"", ""Brain Processing""]","[""seeing"", ""light"", ""illuminating"", ""darkness"", ""view"", ""hidden""]",4.0,6.0,0.0,0.0,0.0,0.0,"The concept of ""seeing"" involves the process of perceiving visual information through the eyes and brain. It encompasses various aspects, including the physical properties of light, the structure and function of the eye, and the cognitive processes that interpret visual stimuli.",3.8,
1,meta-llama-3-1-70b-instruct,biological clock,clock,"[""circadian rhythm"", ""hormone regulation"", ""internal mechanism""]","[""changes"", ""state"", ""adjust""]",3.0,3.0,0.0,0.0,0.0,0.0,"A biological clock refers to the internal mechanisms that regulate the physiological processes of living organisms, including the sleep-wake cycle, hormone secretion, and other bodily functions. These processes are controlled by a complex system involving genes, proteins, and other molecules that respond to environmental cues, such as light and temperature.",4.2,
397,meta-llama-3-1-70b-instruct,Isotope Dating,Archeology,"[""Radioactive Decay"", ""Half-Life"", ""Geologic Time Scale"", ""Parent-Daughter Isotopes"", ""Age Determination""]","[""isotope"", ""half life"", ""Comparison""]",5.0,3.0,0.0,0.0,0.0,0.0,"Isotope dating is a method used to determine the age of rocks and minerals by analyzing the decay rate of radioactive isotopes. This technique relies on the fact that certain isotopes decay at a constant rate over time, allowing scientists to calculate the age of a sample based on the amount of the parent isotope remaining and the amount of the daughter isotope produced. The most commonly used isotopes for dating are uranium-238, potassium-40, and carbon-14.",5.62,
115,meta-llama-3-1-70b-instruct,Chiral Molecules,Human Hands,"[""Optical Activity"", ""Stereoisomerism"", ""Asymmetry""]","[""molecular"", ""mirror symmetry"", ""nature""]",3.0,3.0,0.0,0.0,0.0,0.0,"Chiral molecules are a fundamental concept in chemistry, referring to molecules that cannot be superimposed on their mirror image. This property is crucial in understanding the behavior of molecules in biological systems, as many biological molecules, such as proteins and DNA, are chiral. The key properties of chiral molecules include their ability to rotate plane-polarized light, their optical activity, and their stereoisomerism.",4.4,
226,meta-llama-3-1-70b-instruct,India,Ancient Greece,"[""Diverse geography"", ""Tropical climate"", ""Large population"", ""Economic growth"", ""Rich culture""]","[""Indian River"", ""Indus script"", ""Buddhism""]",5.0,3.0,0.0,0.0,0.0,0.0,"India is a country with a diverse geography, climate, and culture. To extract key properties and attributes, I will consider its geographical features, climate, population, economy, and cultural characteristics.",3.07,
263,meta-llama-3-1-70b-instruct,war,argument,"[""conflict"", ""violence"", ""destruction"", ""political"", ""economic"", ""social"", ""psychological"", ""causalities"", ""refugees"", ""destruction of infrastructure""]","[""war"", ""soldier"", ""destroy"", ""fighting"", ""defeat"", ""attacks"", ""weapon""]",10.0,7.0,0.0,0.0,0.0,0.0,"War is a complex and multifaceted concept that can be analyzed from various perspectives, including political, social, economic, and psychological. To extract key properties and attributes, we need to consider the different aspects of war, such as its causes, consequences, and characteristics.",4.99,
105,meta-llama-3-1-70b-instruct,Chemical Reaction,Urban Transportation,"[""Reactants"", ""Products"", ""Catalysts"", ""Activation Energy"", ""Reaction Rate"", ""Equilibrium Constant""]","[""active site"", ""reaction speed"", ""reaction process""]",6.0,3.0,0.0,0.0,0.0,0.0,"A chemical reaction is a process in which one or more substances (reactants) are converted into new substances (products). This process involves the breaking and forming of chemical bonds, resulting in changes to the chemical composition of the reactants. Understanding the key properties of a chemical reaction is crucial in chemistry and various fields that rely on chemical processes.",6.01,
396,meta-llama-3-1-70b-instruct,MRI,Music Performance,"[""Non-invasive"", ""High resolution"", ""Functional imaging"", ""Magnetic fields"", ""Radio waves""]","[""nuclear spin"", ""Applied magnetic field"", ""resonance""]",5.0,3.0,0.0,0.0,0.0,0.0,"Magnetic Resonance Imaging (MRI) is a medical imaging technique that uses strong magnetic fields and radio waves to produce detailed images of the internal structures of the body. It is commonly used to diagnose and monitor a wide range of medical conditions, including injuries, cancers, and neurological disorders. The key properties of MRI include its non-invasive nature, high spatial resolution, and ability to provide both anatomical and functional information.",5.91,
194,meta-llama-3-1-70b-instruct,Reign of the Pharaohs,Feudal Dynasties,"[""Ancient Egyptian History"", ""Pharaonic Rule"", ""Social Hierarchy"", ""Pyramid Construction"", ""Mummification Practices"", ""Hieroglyphic Writing""]","[""pharaoh"", ""royal palace"", ""sacrificial place"", ""high priest"", ""noble""]",6.0,5.0,0.0,0.0,0.0,0.0,"The Reign of the Pharaohs refers to the period of ancient Egyptian history when the pharaohs ruled the kingdom. This concept encompasses the social, political, and cultural aspects of ancient Egyptian society during that time. To analyze this concept, we need to identify the key properties and attributes that define it.",6.41,
262,meta-llama-3-1-70b-instruct,Matrix Theory,Mirrors,"[""Linear Transformations"", ""Matrix Operations"", ""Linear Equations"", ""Eigenvalues"", ""Eigenvectors""]","[""matrix"", ""transform"", ""Eigenvalues""]",5.0,3.0,1.0,0.2,0.333,0.25,"Matrix theory is a branch of mathematics that deals with the study of matrices and their properties. It involves the use of matrices to represent systems of linear equations, and it has numerous applications in fields such as physics, engineering, and computer science. Key properties of matrix theory include the ability to represent linear transformations, solve systems of linear equations, and perform operations such as addition and multiplication.",5.77,
58,meta-llama-3-1-70b-instruct,Immune System,Reactor,"[""Protective"", ""Adaptive"", ""Specific"", ""Innate"", ""Cell-mediated"", ""Humoral"", ""Inflammatory"", ""Regulatory""]","[""Immune Cells"", ""pathogen"", ""Antibody""]",8.0,3.0,0.0,0.0,0.0,0.0,"The immune system is a complex network of cells, tissues, and organs that work together to defend the body against foreign invaders, such as bacteria, viruses, and other pathogens. It plays a crucial role in maintaining health and preventing disease. To analyze the immune system, we need to identify its key properties and attributes.",4.61,
233,meta-llama-3-1-70b-instruct,Christianity,Islam,"[""Monotheistic"", ""Abrahamic"", ""Based on Jesus Christ"", ""Trinity"", ""Bible"", ""Resurrection""]","[""Jesus"", ""Palestine"", ""Bible""]",6.0,3.0,1.0,0.167,0.333,0.222,"Christianity is a monotheistic Abrahamic religion based on the life and teachings of Jesus Christ. It is the world's largest religion, with over 2.4 billion adherents. Christians believe in one God in three persons: the Father, the Son (Jesus Christ), and the Holy Spirit. The Bible is the holy scripture of Christianity, and its teachings are centered on the life, death, and resurrection of Jesus Christ.",6.14,
117,meta-llama-3-1-70b-instruct,Enantiomers,Human Hands,"[""Non-superimposable"", ""Mirror images"", ""Optical activity"", ""Chiral centers""]","[""mirror symmetry"", ""chiral center""]",4.0,2.0,0.0,0.0,0.0,0.0,"Enantiomers are a fundamental concept in stereochemistry, referring to molecules that are mirror images of each other but are not superimposable. This concept is crucial in understanding the properties and behavior of molecules, particularly in the context of biological systems and pharmaceutical applications.",6.86,
114,meta-llama-3-1-70b-instruct,Chemistry,A Jigsaw Puzzle,"[""Atomic Structure"", ""Chemical Reactions"", ""Molecular Interactions"", ""Thermodynamics"", ""Kinetics"", ""Acids and Bases""]","[""Reactant"", ""reaction process"", ""Reaction conditions"", ""product""]",6.0,4.0,0.0,0.0,0.0,0.0,"Chemistry is a vast and complex field that encompasses the study of matter, its properties, and the chemical reactions that occur between substances. To extract key properties and attributes from this concept, we need to consider the fundamental principles and branches of chemistry.",9.42,
